Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90294,1439323774,4736,#1c819a,6.2733626464785,3.2904340813035
France,415481,65273512,31095,#1c819a,636.5231274824,476.38006669535
Allemagne,267773,83783945,9378,#1c819a,319.59941728693,111.9307523655
Italie,293025,60461828,35658,#1c819a,484.64462569673,589.76053453098
Portugal,66396,10196707,1888,#1c819a,651.15139623018,185.15781614594
Espagne,625651,46754783,30405,#1c819a,1338.1540023403,650.30779845561
Suisse,48684,8654618,1762,#1c819a,562.52049483871,203.59073040543
Royaume-Uni,381614,67886004,41705,#1c819a,562.13943598742,614.3387081673
États-Unis,6674458,331002647,197633,#1c819a,2016.4364425762,597.07377506259
