Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90757,1439323774,4739,#1c819a,6.3055305303392,3.2925183934327
France,691977,65273512,32630,#1c819a,1060.1191490968,499.89649706607
Allemagne,319381,83783945,9604,#1c819a,381.19594392458,114.62816653
Italie,343770,60461828,36111,#1c819a,568.57361309023,597.25286506389
Portugal,83928,10196707,2062,#1c819a,823.0892581301,202.22214877803
Espagne,861112,46754783,32929,#1c819a,1841.7623711354,704.29158017908
Suisse,60230,8654618,1793,#1c819a,695.92904042674,207.17263315377
Royaume-Uni,575679,67886004,42679,#1c819a,848.00837592385,628.6862900341
États-Unis,7664676,331002647,213787,#1c819a,2315.5935668394,645.87701016179
