Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90925,1439323774,4739,#1c819a,6.3172026782627,3.2925183934327
France,834770,65273512,33303,#1c819a,1278.8801681147,510.20695806899
Allemagne,356387,83783945,9767,#1c819a,425.364310549,116.57364665748
Italie,391611,60461828,36427,#1c819a,647.69957004939,602.47930313983
Portugal,95902,10196707,2149,#1c819a,940.51932648452,210.75431509408
Espagne,936560,46754783,33775,#1c819a,2003.1319576438,722.38598562205
Suisse,74227,8654618,1822,#1c819a,857.65772677662,210.52344540221
Royaume-Uni,689257,67886004,43429,#1c819a,1015.3153218445,639.73422268307
États-Unis,8050141,331002647,218599,#1c819a,2432.0473183406,660.41465825498
