Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91125,1439323774,4739,#1c819a,6.3310980924574,3.2925183934327
France,1086497,65273512,34645,#1c819a,1664.5297099994,530.76659947453
Allemagne,429181,83783945,10032,#1c819a,512.24730465962,119.73654379726
Italie,504509,60461828,37210,#1c819a,834.42564786496,615.42962280267
Portugal,114109,10196707,2297,#1c819a,1119.0769725952,225.26880491908
Espagne,1046132,46754783,34752,#1c819a,2237.4865904094,743.28224344448
Suisse,103323,8654618,1876,#1c819a,1193.8481860205,216.76288889931
Royaume-Uni,854010,67886004,44745,#1c819a,1258.0059948734,659.11966183781
États-Unis,8576725,331002647,224899,#1c819a,2591.1348678731,679.44773867624
