Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91022,1439323774,4739,#1c819a,6.3239419541471,3.2925183934327
France,930745,65273512,33885,#1c819a,1425.9153084945,519.12328541476
Allemagne,380762,83783945,9875,#1c819a,454.45699650452,117.8626764352
Italie,434449,60461828,36705,#1c819a,718.55088470034,607.07724549777
Portugal,103736,10196707,2213,#1c819a,1017.3480516798,217.03085123462
Espagne,988322,46754783,34210,#1c819a,2113.8414865491,731.68984657677
Suisse,86167,8654618,1844,#1c819a,995.61875521254,213.06544090103
Royaume-Uni,762542,67886004,43967,#1c819a,1123.2683544019,647.6592730366
États-Unis,8273304,331002647,221066,#1c819a,2499.4676251033,667.86777085804
