Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91603,1439323774,4739,#1c819a,6.3643081323827,3.2925183934327
France,1865538,65273512,42535,#1c819a,2858.0322137409,651.64258359501
Allemagne,727553,83783945,11982,#1c819a,868.36803876924,143.01069256168
Italie,1028424,60461828,42953,#1c819a,1700.9475796861,710.41517302454
Portugal,192172,10196707,3103,#1c819a,1884.6476612499,304.31393193901
Espagne,1417709,46754783,40105,#1c819a,3032.2223931614,857.77320365277
Suisse,242578,8654618,2765,#1c819a,2802.8735641481,319.4826161016
Royaume-Uni,1256725,67886004,50365,#1c819a,1851.2284211043,741.90550382079
États-Unis,10401132,331002647,241800,#1c819a,3142.3108226684,730.50775331111
