Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,92467,1439323774,4749,#1c819a,6.4243363217038,3.2994661005301
France,1991233,65273512,45054,#1c819a,3050.5988401543,690.23404164311
Allemagne,815746,83783945,12814,#1c819a,973.63044912722,152.9409960345
Italie,1205881,60461828,45733,#1c819a,1994.4501181803,756.39459660399
Portugal,225672,10196707,3472,#1c819a,2213.1850998563,340.50208562431
Espagne,1496864,46754783,41253,#1c819a,3201.5205802581,882.32684129878
Suisse,268965,8654618,3153,#1c819a,3107.7628151814,364.31417308078
Royaume-Uni,1390681,67886004,52147,#1c819a,2048.5533365611,768.15539179475
États-Unis,11205486,331002647,247220,#1c819a,3385.3161301154,746.88224472114
