Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90905,1439323774,4739,#1c819a,6.3158131368432,3.2925183934327
France,809684,65273512,33125,#1c819a,1240.4480396275,507.479971355
Allemagne,348557,83783945,9734,#1c819a,416.01884466051,116.17977644762
Italie,381602,60461828,36372,#1c819a,631.14532362468,601.56963828484
Portugal,93294,10196707,2128,#1c819a,914.94244171182,208.69482667296
Espagne,921374,46754783,33553,#1c819a,1970.6518582281,717.63780830723
Suisse,71140,8654618,1817,#1c819a,821.98890811819,209.94571915248
Royaume-Uni,673622,67886004,43293,#1c819a,992.28406491565,637.73086422939
États-Unis,7979885,331002647,217700,#1c819a,2410.8221104347,657.69866789011
