Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90333,1439323774,4737,#1c819a,6.2760722522464,3.2911288520133
France,442194,65273512,31274,#1c819a,677.44784438748,479.12237355943
Allemagne,271415,83783945,9386,#1c819a,323.94631214847,112.02623605274
Italie,296569,60461828,35692,#1c819a,490.50617523506,590.32287280497
Portugal,68025,10196707,1899,#1c819a,667.12714212539,186.23659579509
Espagne,640040,46754783,30495,#1c819a,1368.9294633236,652.23273520487
Suisse,49171,8654618,1764,#1c819a,568.1475485111,203.82182090532
Royaume-Uni,390358,67886004,41759,#1c819a,575.01985239844,615.13415931802
États-Unis,6764962,331002647,199258,#1c819a,2043.7788221071,601.98310136172
