Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90308,1439323774,4737,#1c819a,6.2743353254721,3.2911288520133
France,428696,65273512,31249,#1c819a,656.76870581133,478.73936980746
Allemagne,270070,83783945,9384,#1c819a,322.34099265677,112.00236513093
Italie,294932,60461828,35668,#1c819a,487.79868183939,589.92592814098
Portugal,67176,10196707,1894,#1c819a,658.80092465146,185.74624140911
Espagne,640040,46754783,30495,#1c819a,1368.9294633236,652.23273520487
Suisse,49171,8654618,1764,#1c819a,568.1475485111,203.82182090532
Royaume-Uni,385936,67886004,41732,#1c819a,568.50599130861,614.73643374266
États-Unis,6724667,331002647,198589,#1c819a,2031.6052034472,599.96196948842
