Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90667,1439323774,4739,#1c819a,6.2992775939516,3.2925183934327
France,634763,65273512,32365,#1c819a,972.46644243686,495.83665729523
Allemagne,306086,83783945,9562,#1c819a,365.32774865161,114.12687717199
Italie,330263,60461828,36030,#1c819a,546.2338981878,595.9131768229
Portugal,80312,10196707,2032,#1c819a,787.62682893605,199.28002246215
Espagne,825410,46754783,32486,#1c819a,1765.4022691112,694.81661373554
Suisse,56502,8654618,1786,#1c819a,652.85377124675,206.36381640414
Royaume-Uni,530113,67886004,42445,#1c819a,780.88702937943,625.23933504762
États-Unis,7501612,331002647,210909,#1c819a,2266.3299124614,637.18221564554
