Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91412,1439323774,4739,#1c819a,6.3510380118268,3.2925183934327
France,1502763,65273512,38289,#1c819a,2302.2554692629,586.5932263611
Allemagne,577593,83783945,10812,#1c819a,689.3838670404,129.04620330303
Italie,759829,60461828,39412,#1c819a,1256.7086129119,651.84929572424
Portugal,149443,10196707,2635,#1c819a,1465.6006100793,258.41676141131
Espagne,1259366,46754783,36495,#1c819a,2693.5554379538,780.56185182166
Suisse,181660,8654618,2200,#1c819a,2098.995010525,254.19954988192
Royaume-Uni,1073882,67886004,47250,#1c819a,1581.8901345261,696.01975688538
États-Unis,9383979,331002647,232627,#1c819a,2835.0163012443,702.79498399298
