Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91347,1439323774,4739,#1c819a,6.3465220022135,3.2925183934327
France,1413915,65273512,37019,#1c819a,2166.1389998442,567.13663576123
Allemagne,545027,83783945,10530,#1c819a,650.51484505773,125.68040332787
Italie,709335,60461828,38826,#1c819a,1173.1947634795,642.15723017835
Portugal,144341,10196707,2544,#1c819a,1415.5648485339,249.49231158648
Espagne,1185678,46754783,35878,#1c819a,2535.9501721995,767.36534099624
Suisse,153728,8654618,2035,#1c819a,1776.2540183749,235.13458364078
Royaume-Uni,1034914,67886004,46717,#1c819a,1524.4880225974,688.16835941618
États-Unis,9207362,331002647,230996,#1c819a,2781.6581176766,697.86753095059
