Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91106,1439323774,4739,#1c819a,6.3297780281089,3.2925183934327
France,1041075,65273512,34508,#1c819a,1594.9425243122,528.66773891376
Allemagne,418005,83783945,10003,#1c819a,498.90823355238,119.39041543102
Italie,484869,60461828,37059,#1c819a,801.94234286135,612.9321792917
Portugal,112440,10196707,2276,#1c819a,1102.7089431912,223.20931649796
Espagne,1046132,46754783,34752,#1c819a,2237.4865904094,743.28224344448
Suisse,103323,8654618,1876,#1c819a,1193.8481860205,216.76288889931
Royaume-Uni,830998,67886004,44571,#1c819a,1224.107991391,656.55654146324
États-Unis,8493669,331002647,223995,#1c819a,2566.0426214054,676.71664269198
