Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90812,1439323774,4739,#1c819a,6.3093517692427,3.2925183934327
France,734974,65273512,32730,#1c819a,1125.9911983899,501.42851207393
Allemagne,322864,83783945,9615,#1c819a,385.35306495773,114.75945659995
Italie,354950,60461828,36166,#1c819a,587.06461868801,598.16252991888
Portugal,86664,10196707,2080,#1c819a,849.92145013091,203.98742456756
Espagne,861112,46754783,32929,#1c819a,1841.7623711354,704.29158017908
Suisse,60230,8654618,1793,#1c819a,695.92904042674,207.17263315377
Royaume-Uni,603716,67886004,42825,#1c819a,889.30849428109,630.83695425643
États-Unis,7762544,331002647,214771,#1c819a,2345.1607019928,648.84979605616
