Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91006,1439323774,4739,#1c819a,6.3228303210116,3.2925183934327
France,910277,65273512,33623,#1c819a,1394.5580253135,515.10940609416
Allemagne,373167,83783945,9836,#1c819a,445.3920139473,117.39719345992
Italie,423578,60461828,36616,#1c819a,700.57094535746,605.60524236879
Portugal,101860,10196707,2198,#1c819a,998.94995511786,215.55978807668
Espagne,974449,46754783,33992,#1c819a,2084.1696559687,727.02722200636
Suisse,83159,8654618,1837,#1c819a,960.86274402868,212.25662415141
Royaume-Uni,741212,67886004,43726,#1c819a,1091.8480339482,644.10920401207
États-Unis,8214755,331002647,220133,#1c819a,2481.7792469194,665.04906228137
