Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90567,1439323774,4739,#1c819a,6.2923298868542,3.2925183934327
France,577505,65273512,32019,#1c819a,884.74632711658,490.53588536802
Allemagne,294395,83783945,9508,#1c819a,351.37400130777,113.48236228313
Italie,317409,60461828,35918,#1c819a,524.97420355865,594.06076839093
Portugal,76396,10196707,1977,#1c819a,749.22227342612,193.88612421638
Espagne,778607,46754783,31973,#1c819a,1665.2991416942,683.8444742648
Suisse,53832,8654618,1784,#1c819a,622.00318951108,206.13272590425
Royaume-Uni,460178,67886004,42202,#1c819a,677.86874007196,621.65980486935
États-Unis,7277814,331002647,207808,#1c819a,2198.7177643326,627.81371050486
