Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91580,1439323774,4739,#1c819a,6.3627101597503,3.2925183934327
France,1807479,65273512,40987,#1c819a,2769.0849543993,627.92699127327
Allemagne,687200,83783945,11506,#1c819a,820.20487337998,137.32941317098
Italie,960373,60461828,41750,#1c819a,1588.3955741464,690.51832174178
Portugal,183420,10196707,2959,#1c819a,1798.816029528,290.19172562279
Espagne,1381218,46754783,39345,#1c819a,2954.1747632536,841.51818221464
Suisse,228405,8654618,2573,#1c819a,2639.1112813991,297.29792811191
Royaume-Uni,1213363,67886004,49238,#1c819a,1787.353693701,725.3041436936
États-Unis,10110552,331002647,238251,#1c819a,3054.5230050683,719.7857846738
