Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90869,1439323774,4739,#1c819a,6.3133119622882,3.2925183934327
France,779063,65273512,33037,#1c819a,1193.5362080717,506.13179814808
Allemagne,341223,83783945,9710,#1c819a,407.26537763291,115.89332538591
Italie,372799,60461828,36289,#1c819a,616.58572413656,600.19687132185
Portugal,91193,10196707,2117,#1c819a,894.33775041295,207.61604702381
Espagne,908056,46754783,33413,#1c819a,1942.1670719764,714.64346225284
Suisse,68450,8654618,1814,#1c819a,790.90723588262,209.59908340264
Royaume-Uni,654644,67886004,43155,#1c819a,964.32837614068,635.69804462198
États-Unis,7916100,331002647,216872,#1c819a,2391.5518717891,655.19717732046
