Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91504,1439323774,4739,#1c819a,6.3574299023564,3.2925183934327
France,1661853,65273512,39865,#1c819a,2545.983736864,610.73778288504
Allemagne,642488,83783945,11226,#1c819a,766.8390405823,133.98748411763
Italie,862681,60461828,40638,#1c819a,1426.8192486671,672.12655231
Portugal,166900,10196707,2792,#1c819a,1636.8029404003,273.81388913107
Espagne,1328832,46754783,38833,#1c819a,2842.1306115355,830.56743093001
Suisse,211160,8654618,2404,#1c819a,2439.8534978667,277.77078087098
Royaume-Uni,1146484,67886004,48475,#1c819a,1688.8370686836,714.06471354537
États-Unis,9739545,331002647,236099,#1c819a,2942.4371944675,713.28432609181
