Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91241,1439323774,4739,#1c819a,6.3391574326903,3.2925183934327
France,1235132,65273512,35785,#1c819a,1892.2407606933,548.23157056418
Allemagne,481013,83783945,10272,#1c819a,574.11118562154,122.60105441442
Italie,589766,60461828,37905,#1c819a,975.43527794098,626.92447869753
Portugal,128392,10196707,2395,#1c819a,1259.1516064941,234.87975088428
Espagne,1136503,46754783,35466,#1c819a,2430.773767039,758.55340832188
Suisse,135197,8654618,1953,#1c819a,1562.1371156994,225.65987314518
Royaume-Uni,942275,67886004,45675,#1c819a,1388.025431575,672.81909832253
États-Unis,8858024,331002647,227700,#1c819a,2676.1187804036,687.90990665401
