Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91217,1439323774,4739,#1c819a,6.337489982987,3.2925183934327
France,1198695,65273512,35541,#1c819a,1836.4187298517,544.49345394499
Allemagne,464239,83783945,10183,#1c819a,554.09064349978,121.53879839389
Italie,564778,60461828,37700,#1c819a,934.10672267468,623.53390969257
Portugal,124432,10196707,2371,#1c819a,1220.3155391245,232.52604983158
Espagne,1116738,46754783,35298,#1c819a,2388.5000172068,754.96019305661
Suisse,127042,8654618,1929,#1c819a,1467.9099643682,222.88678714647
Royaume-Uni,917575,67886004,45365,#1c819a,1351.6409067177,668.25261949429
États-Unis,8779653,331002647,226723,#1c819a,2652.4419304719,684.95826862678
