Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90381,1439323774,4737,#1c819a,6.2794071516531,3.2911288520133
France,458061,65273512,31338,#1c819a,701.75632651726,480.10286316446
Allemagne,274158,83783945,9396,#1c819a,327.22020907466,112.14559066179
Italie,299506,60461828,35724,#1c819a,495.3637855607,590.85213235696
Portugal,69200,10196707,1920,#1c819a,678.65047019592,188.29608421621
Espagne,671468,46754783,30663,#1c819a,1436.1482546074,655.82595047014
Suisse,50264,8654618,1769,#1c819a,580.77664433023,204.39954715506
Royaume-Uni,398625,67886004,41788,#1c819a,587.19762029298,615.56134604712
États-Unis,6857967,331002647,199881,#1c819a,2071.8767847195,603.86526153672
