Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91471,1439323774,4739,#1c819a,6.3551371590142,3.2925183934327
France,1601367,65273512,39037,#1c819a,2453.3182770984,598.05269861992
Allemagne,619089,83783945,11096,#1c819a,738.91125561108,132.4358742
Italie,824879,60461828,40192,#1c819a,1364.2971562157,664.74999730408
Portugal,161350,10196707,2740,#1c819a,1582.3736035565,268.71420351688
Espagne,1306316,46754783,38486,#1c819a,2793.9729717064,823.14573035234
Suisse,201801,8654618,2334,#1c819a,2331.7146984419,269.68261337473
Royaume-Uni,1123197,67886004,48120,#1c819a,1654.5339743373,708.83535875819
États-Unis,9608922,331002647,234937,#1c819a,2902.9743680569,709.77378014744
