Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90830,1439323774,4739,#1c819a,6.3106023565202,3.2925183934327
France,743479,65273512,32825,#1c819a,1139.0209860318,502.8839263314
Allemagne,329453,83783945,9634,#1c819a,393.21734014792,114.98623035714
Italie,359569,60461828,36205,#1c819a,594.70414953382,598.80756499787
Portugal,87913,10196707,2094,#1c819a,862.17050269268,205.3604168483
Espagne,888968,46754783,33124,#1c819a,1901.3413023433,708.46227646913
Suisse,64287,8654618,1800,#1c819a,742.80574832997,207.98144990339
Royaume-Uni,617688,67886004,42875,#1c819a,909.89005627729,631.5734830997
États-Unis,7804197,331002647,215085,#1c819a,2357.7445892751,649.79842895335
