Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91629,1439323774,4739,#1c819a,6.366114536228,3.2925183934327
France,1954599,65273512,44246,#1c819a,2994.4750023562,677.85536037957
Allemagne,790503,83783945,12485,#1c819a,943.50176516515,149.01422939681
Italie,1144552,60461828,44683,#1c819a,1893.0158711047,739.0282675542
Portugal,211266,10196707,3305,#1c819a,2071.9041941678,324.12424913259
Espagne,1458591,46754783,40769,#1c819a,3119.6615755868,871.97495922503
Suisse,256186,8654618,2956,#1c819a,2960.107540275,341.55175884135
Royaume-Uni,1344356,67886004,51766,#1c819a,1980.3139392326,762.54304200907
États-Unis,10904891,331002647,245600,#1c819a,3294.5026569531,741.98802404139
