Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91528,1439323774,4739,#1c819a,6.3590973520597,3.2925183934327
France,1748705,65273512,40169,#1c819a,2679.0423043271,615.39510850895
Allemagne,658505,83783945,11289,#1c819a,785.95606831357,134.73941815464
Italie,902490,60461828,41063,#1c819a,1492.6607908712,679.15578073491
Portugal,173540,10196707,2848,#1c819a,1701.9220028584,279.30585825404
Espagne,1328832,46754783,38833,#1c819a,2842.1306115355,830.56743093001
Suisse,211160,8654618,2404,#1c819a,2439.8534978667,277.77078087098
Royaume-Uni,1171441,67886004,48888,#1c819a,1725.6001693663,720.14844179074
États-Unis,9860958,331002647,237113,#1c819a,2979.1175657879,716.34774570247
