Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90584,1439323774,4739,#1c819a,6.2935109970608,3.2925183934327
France,589653,65273512,32155,#1c819a,903.35724543211,492.61942577871
Allemagne,296958,83783945,9527,#1c819a,354.43305993768,113.70913604032
Italie,319908,60461828,35941,#1c819a,529.1073898725,594.44117369392
Portugal,77284,10196707,1983,#1c819a,757.93096732112,194.47454947955
Espagne,789932,46754783,32086,#1c819a,1689.5212624557,686.26133929442
Suisse,54263,8654618,1783,#1c819a,626.98318978377,206.01718065431
Royaume-Uni,467146,67886004,42268,#1c819a,688.1330060317,622.63202294246
États-Unis,7332285,331002647,208716,#1c819a,2215.1741281996,630.55689098462
