Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91396,1439323774,4739,#1c819a,6.3499263786912,3.2925183934327
France,1466433,65273512,37435,#1c819a,2246.5973640272,573.50981819394
Allemagne,560379,83783945,10661,#1c819a,668.83816463882,127.2439487064
Italie,731588,60461828,39059,#1c819a,1209.9998035124,646.01090129131
Portugal,146847,10196707,2590,#1c819a,1440.1414103592,254.00357193749
Espagne,1240697,46754783,36257,#1c819a,2653.6258333185,775.4714635292
Suisse,175570,8654618,2128,#1c819a,2028.6279533077,245.88029188579
Royaume-Uni,1053864,67886004,46853,#1c819a,1552.4024657572,690.17171786986
États-Unis,9291245,331002647,231551,#1c819a,2807.0002110889,699.54425470199
