Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90409,1439323774,4738,#1c819a,6.2813525096404,3.291823622723
France,481141,65273512,31459,#1c819a,737.11523289876,481.95660132398
Allemagne,278070,83783945,9428,#1c819a,331.88936138063,112.52752541075
Italie,302537,60461828,35758,#1c819a,500.37686587974,591.41447063096
Portugal,70465,10196707,1928,#1c819a,691.0564361612,189.08065123378
Espagne,693556,46754783,31034,#1c819a,1483.3904800713,663.76096751428
Suisse,50984,8654618,1772,#1c819a,589.09590232636,204.7461829049
Royaume-Uni,409729,67886004,41862,#1c819a,603.55445284421,616.65140873515
États-Unis,6934204,331002647,201909,#1c819a,2094.9089268159,609.99210075803
