Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90858,1439323774,4739,#1c819a,6.3125477145075,3.2925183934327
France,756472,65273512,32933,#1c819a,1158.926457029,504.5385025399
Allemagne,334585,83783945,9677,#1c819a,399.34261868428,115.49945517605
Italie,365467,60461828,36246,#1c819a,604.4590646515,599.48567879886
Portugal,89121,10196707,2110,#1c819a,874.01746465795,206.92955088344
Espagne,896086,46754783,33204,#1c819a,1916.5654132113,710.17333135735
Suisse,65726,8654618,1807,#1c819a,759.43270979724,208.79026665302
Royaume-Uni,634920,67886004,43018,#1c819a,935.27378633157,633.67995559144
États-Unis,7856714,331002647,215902,#1c819a,2373.6106255368,652.26668716036
