Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90424,1439323774,4738,#1c819a,6.282394665705,3.291823622723
France,497237,65273512,31511,#1c819a,761.77454646534,482.75324912807
Allemagne,280223,83783945,9443,#1c819a,334.45906611344,112.70655732432
Italie,304323,60461828,35781,#1c819a,503.33079575431,591.79487593395
Portugal,71156,10196707,1931,#1c819a,697.83313377544,189.37486386536
Espagne,704209,46754783,31118,#1c819a,1506.1753147266,665.55757514691
Suisse,51492,8654618,1776,#1c819a,594.96560102364,205.20836390468
Royaume-Uni,416363,67886004,41902,#1c819a,613.32671753665,617.24063180976
États-Unis,6978417,331002647,202810,#1c819a,2108.2662218106,612.71413337066
