Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90652,1439323774,4739,#1c819a,6.298235437887,3.2925183934327
France,624274,65273512,32299,#1c819a,956.39713701938,494.82552739004
Allemagne,303258,83783945,9546,#1c819a,361.95240030772,113.93590979752
Italie,327586,60461828,36002,#1c819a,541.80631124815,595.45007471491
Portugal,79885,10196707,2018,#1c819a,783.43920247978,197.90703018141
Espagne,813412,46754783,32225,#1c819a,1739.740723425,689.23429716271
Suisse,55803,8654618,1786,#1c819a,644.7771582755,206.36381640414
Royaume-Uni,515571,67886004,42369,#1c819a,759.46582450191,624.11981120586
États-Unis,7458550,331002647,210192,#1c819a,2253.3203488249,635.01606982617
