"Date","Region","New_Tests","Total_Tests","Positivity","Turn_Around"
2020-01-23,"BC",2,2,0,0
2020-01-23,"Fraser",0,0,0,0
2020-01-23,"Interior",0,0,0,0
2020-01-23,"Northern",0,0,0,0
2020-01-23,"Unknown",0,0,0,0
2020-01-23,"Vancouver Coastal",2,2,0,0
2020-01-23,"Vancouver Island",0,0,0,0
2020-01-25,"BC",4,6,0,0
2020-01-25,"Fraser",3,3,0,0
2020-01-25,"Interior",0,0,0,0
2020-01-25,"Northern",0,0,0,0
2020-01-25,"Unknown",0,0,0,0
2020-01-25,"Vancouver Coastal",0,0,0,0
2020-01-25,"Vancouver Island",1,1,0,0
2020-01-26,"BC",20,26,0,0
2020-01-26,"Fraser",13,16,0,0
2020-01-26,"Interior",0,0,0,0
2020-01-26,"Northern",0,0,0,0
2020-01-26,"Unknown",0,0,0,0
2020-01-26,"Vancouver Coastal",7,9,0,0
2020-01-26,"Vancouver Island",0,0,0,0
2020-01-27,"BC",10,36,0,0
2020-01-27,"Fraser",4,20,0,0
2020-01-27,"Interior",0,0,0,0
2020-01-27,"Northern",0,0,0,0
2020-01-27,"Unknown",0,0,0,0
2020-01-27,"Vancouver Coastal",6,15,0,0
2020-01-27,"Vancouver Island",0,0,0,0
2020-01-28,"BC",3,39,0,0
2020-01-28,"Fraser",3,23,0,0
2020-01-28,"Interior",0,0,0,0
2020-01-28,"Northern",0,0,0,0
2020-01-28,"Unknown",0,0,0,0
2020-01-28,"Vancouver Coastal",0,0,0,0
2020-01-28,"Vancouver Island",0,0,0,0
2020-01-29,"BC",26,65,0,0
2020-01-29,"Fraser",15,38,0,0
2020-01-29,"Interior",0,0,0,0
2020-01-29,"Northern",1,1,0,0
2020-01-29,"Unknown",0,0,0,0
2020-01-29,"Vancouver Coastal",8,23,0,0
2020-01-29,"Vancouver Island",2,3,0,0
2020-01-30,"BC",33,98,1.02040816326531,0
2020-01-30,"Fraser",14,52,0,0
2020-01-30,"Interior",0,0,0,0
2020-01-30,"Northern",0,0,0,0
2020-01-30,"Unknown",0,0,0,0
2020-01-30,"Vancouver Coastal",18,41,0,0
2020-01-30,"Vancouver Island",1,4,0,0
2020-01-31,"BC",23,121,0.840336134453782,0
2020-01-31,"Fraser",18,70,0,0
2020-01-31,"Interior",1,1,0,0
2020-01-31,"Northern",0,0,0,0
2020-01-31,"Unknown",0,0,0,0
2020-01-31,"Vancouver Coastal",4,45,0,0
2020-01-31,"Vancouver Island",0,0,0,0
2020-02-01,"BC",24,145,0.719424460431655,0
2020-02-01,"Fraser",13,83,0,0
2020-02-01,"Interior",2,3,0,0
2020-02-01,"Northern",0,0,0,0
2020-02-01,"Unknown",0,0,0,0
2020-02-01,"Vancouver Coastal",7,52,1.92307692307692,0
2020-02-01,"Vancouver Island",2,6,0,0
2020-02-02,"BC",16,161,1.48148148148148,0
2020-02-02,"Fraser",5,88,0,0
2020-02-02,"Interior",0,0,0,0
2020-02-02,"Northern",0,0,0,0
2020-02-02,"Unknown",0,0,0,0
2020-02-02,"Vancouver Coastal",9,61,3.38983050847458,0
2020-02-02,"Vancouver Island",2,8,0,0
2020-02-03,"BC",56,217,1.10497237569061,0
2020-02-03,"Fraser",40,128,0,0
2020-02-03,"Interior",0,0,0,0
2020-02-03,"Northern",0,0,0,0
2020-02-03,"Unknown",0,0,0,0
2020-02-03,"Vancouver Coastal",15,76,2.98507462686567,0
2020-02-03,"Vancouver Island",1,9,0,0
2020-02-04,"BC",50,267,3.50877192982456,0
2020-02-04,"Fraser",17,145,0,0
2020-02-04,"Interior",9,12,0,0
2020-02-04,"Northern",0,0,0,0
2020-02-04,"Unknown",3,3,0,0
2020-02-04,"Vancouver Coastal",9,85,2.85714285714286,0
2020-02-04,"Vancouver Island",12,21,19.047619047619,0
2020-02-05,"BC",35,302,2.9535864978903,0
2020-02-05,"Fraser",19,164,0,0
2020-02-05,"Interior",1,13,0,0
2020-02-05,"Northern",1,2,0,0
2020-02-05,"Unknown",0,0,0,0
2020-02-05,"Vancouver Coastal",9,94,1.40845070422535,0
2020-02-05,"Vancouver Island",5,26,16,0
2020-02-06,"BC",63,365,2.62172284644195,0
2020-02-06,"Fraser",32,196,0,0
2020-02-06,"Interior",3,16,0,0
2020-02-06,"Northern",0,0,0,0
2020-02-06,"Unknown",0,0,0,0
2020-02-06,"Vancouver Coastal",22,116,1.33333333333333,0
2020-02-06,"Vancouver Island",6,32,13.7931034482759,0
2020-02-07,"BC",41,406,2.45614035087719,0
2020-02-07,"Fraser",28,224,0,0
2020-02-07,"Interior",0,0,0,0
