Date,Health Authority,Metric,Count
2020-04-01,Vancouver Island,New Tests,201
2020-04-01,Vancouver Island,Total Tests,5955
2020-04-01,Vancouver Island,Positivity,1.08
2020-04-01,Vancouver Island,Turn Around,29.8
2020-04-02,BC,New Tests,1146
2020-04-02,BC,Total Tests,46490
2020-04-02,BC,Positivity,4.12
2020-04-02,BC,Turn Around,29.1
2020-04-02,Fraser,New Tests,504
2020-04-02,Fraser,Total Tests,16866
2020-04-02,Fraser,Positivity,4.39
2020-04-02,Fraser,Turn Around,24.6
2020-04-02,Interior,New Tests,17
2020-04-02,Interior,Total Tests,6462
2020-04-02,Interior,Positivity,2.3
2020-04-02,Interior,Turn Around,64.7
2020-04-02,Northern,New Tests,105
2020-04-02,Northern,Total Tests,1672
2020-04-02,Northern,Positivity,1.86
2020-04-02,Northern,Turn Around,83.9
2020-04-02,Unknown,New Tests,10
2020-04-02,Unknown,Total Tests,691
2020-04-02,Unknown,Positivity,0
2020-04-02,Unknown,Turn Around,30.8
2020-04-02,Vancouver Coastal,New Tests,300
2020-04-02,Vancouver Coastal,Total Tests,14634
2020-04-02,Vancouver Coastal,Positivity,7.2
2020-04-02,Vancouver Coastal,Turn Around,15
2020-04-02,Vancouver Island,New Tests,210
2020-04-02,Vancouver Island,Total Tests,6165
2020-04-02,Vancouver Island,Positivity,1.2
2020-04-02,Vancouver Island,Turn Around,30
2020-04-03,BC,New Tests,1132
2020-04-03,BC,Total Tests,47622
2020-04-03,BC,Positivity,4.23
2020-04-03,BC,Turn Around,29.3
2020-04-03,Fraser,New Tests,410
2020-04-03,Fraser,Total Tests,17276
2020-04-03,Fraser,Positivity,4.41
2020-04-03,Fraser,Turn Around,30.6
2020-04-03,Interior,New Tests,207
2020-04-03,Interior,Total Tests,6669
2020-04-03,Interior,Positivity,2.9
2020-04-03,Interior,Turn Around,31.3
2020-04-03,Northern,New Tests,42
2020-04-03,Northern,Total Tests,1714
2020-04-03,Northern,Positivity,1.9
2020-04-03,Northern,Turn Around,73.4
2020-04-03,Unknown,New Tests,7
2020-04-03,Unknown,Total Tests,698
2020-04-03,Unknown,Positivity,0
2020-04-03,Unknown,Turn Around,23.2
2020-04-03,Vancouver Coastal,New Tests,242
2020-04-03,Vancouver Coastal,Total Tests,14876
2020-04-03,Vancouver Coastal,Positivity,6.94
2020-04-03,Vancouver Coastal,Turn Around,16.1
2020-04-03,Vancouver Island,New Tests,224
2020-04-03,Vancouver Island,Total Tests,6389
2020-04-03,Vancouver Island,Positivity,1.49
2020-04-03,Vancouver Island,Turn Around,31.1
2020-04-04,BC,New Tests,1137
2020-04-04,BC,Total Tests,48759
2020-04-04,BC,Positivity,4.25
2020-04-04,BC,Turn Around,27.6
2020-04-04,Fraser,New Tests,474
2020-04-04,Fraser,Total Tests,17750
2020-04-04,Fraser,Positivity,4.52
2020-04-04,Fraser,Turn Around,25.8
2020-04-04,Interior,New Tests,164
2020-04-04,Interior,Total Tests,6833
2020-04-04,Interior,Positivity,2.85
2020-04-04,Interior,Turn Around,28.5
2020-04-04,Northern,New Tests,58
2020-04-04,Northern,Total Tests,1772
2020-04-04,Northern,Positivity,2.1
2020-04-04,Northern,Turn Around,80.9
2020-04-04,Unknown,New Tests,15
2020-04-04,Unknown,Total Tests,713
2020-04-04,Unknown,Positivity,0
2020-04-04,Unknown,Turn Around,23.5
2020-04-04,Vancouver Coastal,New Tests,239
2020-04-04,Vancouver Coastal,Total Tests,15115
2020-04-04,Vancouver Coastal,Positivity,6.81
2020-04-04,Vancouver Coastal,Turn Around,18.2
2020-04-04,Vancouver Island,New Tests,187
2020-04-04,Vancouver Island,Total Tests,6576
2020-04-04,Vancouver Island,Positivity,1.32
2020-04-04,Vancouver Island,Turn Around,27.3
2020-04-05,BC,New Tests,719
2020-04-05,BC,Total Tests,49478
2020-04-05,BC,Positivity,4.25
2020-04-05,BC,Turn Around,28.9
2020-04-05,Fraser,New Tests,148
2020-04-05,Fraser,Total Tests,17898
2020-04-05,Fraser,Positivity,4.73
2020-04-05,Fraser,Turn Around,27
2020-04-05,Interior,New Tests,144
2020-04-05,Interior,Total Tests,6977
2020-04-05,Interior,Positivity,2.86
2020-04-05,Interior,Turn Around,23.8
2020-04-05,Northern,New Tests,57
2020-04-05,Northern,Total Tests,1829
2020-04-05,Northern,Positivity,2.27
2020-04-05,Northern,Turn Around,91
2020-04-05,Unknown,New Tests,11
2020-04-05,Unknown,Total Tests,724
2020-04-05,Unknown,Positivity,0
2020-04-05,Unknown,Turn Around,29.1
2020-04-05,Vancouver Coastal,New Tests,195
2020-04-05,Vancouver Coastal,Total Tests,15310
2020-04-05,Vancouver Coastal,Positivity,6.5
2020-04-05,Vancouver Coastal,Turn Around,14.7
2020-04-05,Vancouver Island,New Tests,164
2020-04-05,Vancouver Island,Total Tests,6740
2020-04-05,Vancouver Island,Positivity,1.3
2020-04-05,Vancouver Island,Turn Around,30.4
2020-04-06,BC,New Tests,1066
2020-04-06,BC,Total Tests,50544
2020-04-06,BC,Positivity,4.39
2020-04-06,BC,Turn Around,31.3
2020-04-06,Fraser,New Tests,446
2020-04-06,Fraser,Total Tests,18344
2020-04-06,Fraser,Positivity,5.29
2020-04-06,Fraser,Turn Around,37.4
2020-04-06,Interior,New Tests,123
2020-04-06,Interior,Total Tests,7100
2020-04-06,Interior,Positivity,2.27
2020-04-06,Interior,Turn Around,24
2020-04-06,Northern,New Tests,53
2020-04-06,Northern,Total Tests,1882
2020-04-06,Northern,Positivity,1.99
2020-04-06,Northern,Turn Around,64
2020-04-06,Unknown,New Tests,14
2020-04-06,Unknown,Total Tests,738
2020-04-06,Unknown,Positivity,0
2020-04-06,Unknown,Turn Around,24.6
2020-04-06,Vancouver Coastal,New Tests,281
2020-04-06,Vancouver Coastal,Total Tests,15591
2020-04-06,Vancouver Coastal,Positivity,6.57
2020-04-06,Vancouver Coastal,Turn Around,20.9
2020-04-06,Vancouver Island,New Tests,149
2020-04-06,Vancouver Island,Total Tests,6889
2020-04-06,Vancouver Island,Positivity,1.23
2020-04-06,Vancouver Island,Turn Around,27.5
2020-04-07,BC,New Tests,1015
2020-04-07,BC,Total Tests,51559
2020-04-07,BC,Positivity,4.47
2020-04-07,BC,Turn Around,28.1
2020-04-07,Fraser,New Tests,402
2020-04-07,Fraser,Total Tests,18746
2020-04-07,Fraser,Positivity,5.78
2020-04-07,Fraser,Turn Around,31.9
2020-04-07,Interior,New Tests,172
2020-04-07,Interior,Total Tests,7272
2020-04-07,Interior,Positivity,2.58
2020-04-07,Interior,Turn Around,29.6
2020-04-07,Northern,New Tests,18
2020-04-07,Northern,Total Tests,1900
2020-04-07,Northern,Positivity,2.01
2020-04-07,Northern,Turn Around,44.9
2020-04-07,Unknown,New Tests,6
2020-04-07,Unknown,Total Tests,744
2020-04-07,Unknown,Positivity,0
2020-04-07,Unknown,Turn Around,20.9
2020-04-07,Vancouver Coastal,New Tests,207
2020-04-07,Vancouver Coastal,Total Tests,15798
2020-04-07,Vancouver Coastal,Positivity,6.66
2020-04-07,Vancouver Coastal,Turn Around,19.2
2020-04-07,Vancouver Island,New Tests,210
2020-04-07,Vancouver Island,Total Tests,7099
2020-04-07,Vancouver Island,Positivity,1.19
2020-04-07,Vancouver Island,Turn Around,27.2
2020-04-08,BC,New Tests,1270
2020-04-08,BC,Total Tests,52829
2020-04-08,BC,Positivity,4.45
2020-04-08,BC,Turn Around,28.3
2020-04-08,Fraser,New Tests,474
2020-04-08,Fraser,Total Tests,19220
2020-04-08,Fraser,Positivity,6.12
2020-04-08,Fraser,Turn Around,29.5
2020-04-08,Interior,New Tests,187
2020-04-08,Interior,Total Tests,7459
2020-04-08,Interior,Positivity,2.07
2020-04-08,Interior,Turn Around,23.4
2020-04-08,Northern,New Tests,75
2020-04-08,Northern,Total Tests,1975
2020-04-08,Northern,Positivity,2.21
2020-04-08,Northern,Turn Around,89.9
2020-04-08,Unknown,New Tests,18
2020-04-08,Unknown,Total Tests,762
2020-04-08,Unknown,Positivity,0
2020-04-08,Unknown,Turn Around,37.5
2020-04-08,Vancouver Coastal,New Tests,329
2020-04-08,Vancouver Coastal,Total Tests,16127
2020-04-08,Vancouver Coastal,Positivity,6.08
2020-04-08,Vancouver Coastal,Turn Around,16.9
2020-04-08,Vancouver Island,New Tests,187
2020-04-08,Vancouver Island,Total Tests,7286
2020-04-08,Vancouver Island,Positivity,1.28
2020-04-08,Vancouver Island,Turn Around,24.5
2020-04-09,BC,New Tests,1300
2020-04-09,BC,Total Tests,54129
2020-04-09,BC,Positivity,4.32
2020-04-09,BC,Turn Around,27.3
2020-04-09,Fraser,New Tests,523
2020-04-09,Fraser,Total Tests,19743
2020-04-09,Fraser,Positivity,6.4
2020-04-09,Fraser,Turn Around,29.5
2020-04-09,Interior,New Tests,165
2020-04-09,Interior,Total Tests,7624
2020-04-09,Interior,Positivity,2.41
2020-04-09,Interior,Turn Around,21.9
2020-04-09,Northern,New Tests,88
2020-04-09,Northern,Total Tests,2063
2020-04-09,Northern,Positivity,1.79
2020-04-09,Northern,Turn Around,74.9
2020-04-09,Unknown,New Tests,18
2020-04-09,Unknown,Total Tests,780
2020-04-09,Unknown,Positivity,0
2020-04-09,Unknown,Turn Around,22.7
2020-04-09,Vancouver Coastal,New Tests,313
2020-04-09,Vancouver Coastal,Total Tests,16440
2020-04-09,Vancouver Coastal,Positivity,5.32
2020-04-09,Vancouver Coastal,Turn Around,14.7
2020-04-09,Vancouver Island,New Tests,193
2020-04-09,Vancouver Island,Total Tests,7479
2020-04-09,Vancouver Island,Positivity,0.99
2020-04-09,Vancouver Island,Turn Around,25.2
2020-04-10,BC,New Tests,1394
2020-04-10,BC,Total Tests,55523
2020-04-10,BC,Positivity,4.3
2020-04-10,BC,Turn Around,28.1
2020-04-10,Fraser,New Tests,550
2020-04-10,Fraser,Total Tests,20293
2020-04-10,Fraser,Positivity,6.6
2020-04-10,Fraser,Turn Around,30
2020-04-10,Interior,New Tests,187
2020-04-10,Interior,Total Tests,7811
2020-04-10,Interior,Positivity,2.1
2020-04-10,Interior,Turn Around,22.2
2020-04-10,Northern,New Tests,70
2020-04-10,Northern,Total Tests,2133
2020-04-10,Northern,Positivity,1.91
2020-04-10,Northern,Turn Around,70.4
2020-04-10,Unknown,New Tests,13
2020-04-10,Unknown,Total Tests,793
2020-04-10,Unknown,Positivity,0
2020-04-10,Unknown,Turn Around,95.5
2020-04-10,Vancouver Coastal,New Tests,369
2020-04-10,Vancouver Coastal,Total Tests,16809
2020-04-10,Vancouver Coastal,Positivity,5.07
2020-04-10,Vancouver Coastal,Turn Around,18.3
2020-04-10,Vancouver Island,New Tests,205
2020-04-10,Vancouver Island,Total Tests,7684
2020-04-10,Vancouver Island,Positivity,0.69
2020-04-10,Vancouver Island,Turn Around,27.3
2020-04-11,BC,New Tests,807
2020-04-11,BC,Total Tests,56330
2020-04-11,BC,Positivity,4.32
2020-04-11,BC,Turn Around,25.1
2020-04-11,Fraser,New Tests,244
2020-04-11,Fraser,Total Tests,20537
2020-04-11,Fraser,Positivity,6.93
2020-04-11,Fraser,Turn Around,27
2020-04-11,Interior,New Tests,121
2020-04-11,Interior,Total Tests,7932
2020-04-11,Interior,Positivity,2.46
2020-04-11,Interior,Turn Around,20.2
2020-04-11,Northern,New Tests,51
2020-04-11,Northern,Total Tests,2184
2020-04-11,Northern,Positivity,1.94
2020-04-11,Northern,Turn Around,51
2020-04-11,Unknown,New Tests,12
2020-04-11,Unknown,Total Tests,805
2020-04-11,Unknown,Positivity,0
2020-04-11,Unknown,Turn Around,23.4
2020-04-11,Vancouver Coastal,New Tests,192
2020-04-11,Vancouver Coastal,Total Tests,17001
2020-04-11,Vancouver Coastal,Positivity,4.61
2020-04-11,Vancouver Coastal,Turn Around,16.8
2020-04-11,Vancouver Island,New Tests,187
2020-04-11,Vancouver Island,Total Tests,7871
2020-04-11,Vancouver Island,Positivity,0.77
2020-04-11,Vancouver Island,Turn Around,27.6
2020-04-12,BC,New Tests,848
2020-04-12,BC,Total Tests,57178
2020-04-12,BC,Positivity,4.43
2020-04-12,BC,Turn Around,26.5
2020-04-12,Fraser,New Tests,403
2020-04-12,Fraser,Total Tests,20940
2020-04-12,Fraser,Positivity,6.74
2020-04-12,Fraser,Turn Around,28.5
2020-04-12,Interior,New Tests,139
2020-04-12,Interior,Total Tests,8071
2020-04-12,Interior,Positivity,2.93
2020-04-12,Interior,Turn Around,24.2
2020-04-12,Northern,New Tests,5
2020-04-12,Northern,Total Tests,2189
2020-04-12,Northern,Positivity,1.94
2020-04-12,Northern,Turn Around,44.6
2020-04-12,Unknown,New Tests,2
2020-04-12,Unknown,Total Tests,807
2020-04-12,Unknown,Positivity,0
2020-04-12,Unknown,Turn Around,4.7
2020-04-12,Vancouver Coastal,New Tests,152
2020-04-12,Vancouver Coastal,Total Tests,17153
2020-04-12,Vancouver Coastal,Positivity,4.45
2020-04-12,Vancouver Coastal,Turn Around,20.7
2020-04-12,Vancouver Island,New Tests,147
2020-04-12,Vancouver Island,Total Tests,8018
2020-04-12,Vancouver Island,Positivity,1.02
2020-04-12,Vancouver Island,Turn Around,28.8
2020-04-13,BC,New Tests,758
2020-04-13,BC,Total Tests,57936
2020-04-13,BC,Positivity,4.3
2020-04-13,BC,Turn Around,31.9
2020-04-13,Fraser,New Tests,238
2020-04-13,Fraser,Total Tests,21178
2020-04-13,Fraser,Positivity,6.32
2020-04-13,Fraser,Turn Around,29
2020-04-13,Interior,New Tests,111
2020-04-13,Interior,Total Tests,8182
2020-04-13,Interior,Positivity,3.7
2020-04-13,Interior,Turn Around,43.4
2020-04-13,Northern,New Tests,85
2020-04-13,Northern,Total Tests,2274
2020-04-13,Northern,Positivity,2.3
2020-04-13,Northern,Turn Around,60.3
2020-04-13,Unknown,New Tests,12
2020-04-13,Unknown,Total Tests,819
2020-04-13,Unknown,Positivity,0
2020-04-13,Unknown,Turn Around,19.5
2020-04-13,Vancouver Coastal,New Tests,203
2020-04-13,Vancouver Coastal,Total Tests,17356
2020-04-13,Vancouver Coastal,Positivity,4.08
2020-04-13,Vancouver Coastal,Turn Around,19.2
2020-04-13,Vancouver Island,New Tests,109
2020-04-13,Vancouver Island,Total Tests,8127
2020-04-13,Vancouver Island,Positivity,1.37
2020-04-13,Vancouver Island,Turn Around,29.5
2020-04-14,BC,New Tests,986
2020-04-14,BC,Total Tests,58922
2020-04-14,BC,Positivity,4.4
2020-04-14,BC,Turn Around,23.9
2020-04-14,Fraser,New Tests,338
2020-04-14,Fraser,Total Tests,21516
2020-04-14,Fraser,Positivity,6.25
2020-04-14,Fraser,Turn Around,25.9
2020-04-14,Interior,New Tests,118
2020-04-14,Interior,Total Tests,8300
2020-04-14,Interior,Positivity,3.79
2020-04-14,Interior,Turn Around,30.5
2020-04-14,Northern,New Tests,46
2020-04-14,Northern,Total Tests,2320
2020-04-14,Northern,Positivity,2.38
2020-04-14,Northern,Turn Around,68.6
2020-04-14,Unknown,New Tests,21
2020-04-14,Unknown,Total Tests,840
2020-04-14,Unknown,Positivity,0
2020-04-14,Unknown,Turn Around,20.2
2020-04-14,Vancouver Coastal,New Tests,333
2020-04-14,Vancouver Coastal,Total Tests,17689
2020-04-14,Vancouver Coastal,Positivity,4.34
2020-04-14,Vancouver Coastal,Turn Around,15.9
2020-04-14,Vancouver Island,New Tests,130
2020-04-14,Vancouver Island,Total Tests,8257
2020-04-14,Vancouver Island,Positivity,1.64
2020-04-14,Vancouver Island,Turn Around,17.9
2020-04-15,BC,New Tests,1370
2020-04-15,BC,Total Tests,60292
2020-04-15,BC,Positivity,4.4
2020-04-15,BC,Turn Around,22.3
2020-04-15,Fraser,New Tests,548
2020-04-15,Fraser,Total Tests,22064
2020-04-15,Fraser,Positivity,6.36
2020-04-15,Fraser,Turn Around,27.1
2020-04-15,Interior,New Tests,171
2020-04-15,Interior,Total Tests,8471
2020-04-15,Interior,Positivity,3.95
2020-04-15,Interior,Turn Around,25.8
2020-04-15,Northern,New Tests,42
2020-04-15,Northern,Total Tests,2362
2020-04-15,Northern,Positivity,2.58
2020-04-15,Northern,Turn Around,41.8
2020-04-15,Unknown,New Tests,24
2020-04-15,Unknown,Total Tests,864
2020-04-15,Unknown,Positivity,0
2020-04-15,Unknown,Turn Around,15
2020-04-15,Vancouver Coastal,New Tests,381
2020-04-15,Vancouver Coastal,Total Tests,18070
2020-04-15,Vancouver Coastal,Positivity,3.91
2020-04-15,Vancouver Coastal,Turn Around,15
2020-04-15,Vancouver Island,New Tests,204
2020-04-15,Vancouver Island,Total Tests,8461
2020-04-15,Vancouver Island,Positivity,1.79
2020-04-15,Vancouver Island,Turn Around,16.5
2020-04-16,BC,New Tests,1429
2020-04-16,BC,Total Tests,61721
2020-04-16,BC,Positivity,4.32
2020-04-16,BC,Turn Around,22.2
2020-04-16,Fraser,New Tests,572
2020-04-16,Fraser,Total Tests,22636
2020-04-16,Fraser,Positivity,6.19
2020-04-16,Fraser,Turn Around,24.3
2020-04-16,Interior,New Tests,193
2020-04-16,Interior,Total Tests,8664
2020-04-16,Interior,Positivity,3.56
2020-04-16,Interior,Turn Around,30.9
2020-04-16,Northern,New Tests,81
2020-04-16,Northern,Total Tests,2443
2020-04-16,Northern,Positivity,2.37
2020-04-16,Northern,Turn Around,39
2020-04-16,Unknown,New Tests,30
2020-04-16,Unknown,Total Tests,894
2020-04-16,Unknown,Positivity,0
2020-04-16,Unknown,Turn Around,21.1
2020-04-16,Vancouver Coastal,New Tests,338
2020-04-16,Vancouver Coastal,Total Tests,18408
2020-04-16,Vancouver Coastal,Positivity,4.07
2020-04-16,Vancouver Coastal,Turn Around,15
2020-04-16,Vancouver Island,New Tests,215
2020-04-16,Vancouver Island,Total Tests,8676
2020-04-16,Vancouver Island,Positivity,1.84
2020-04-16,Vancouver Island,Turn Around,14.3
2020-04-17,BC,New Tests,1276
2020-04-17,BC,Total Tests,62997
2020-04-17,BC,Positivity,4.08
2020-04-17,BC,Turn Around,22.9
2020-04-17,Fraser,New Tests,441
2020-04-17,Fraser,Total Tests,23077
2020-04-17,Fraser,Positivity,5.78
2020-04-17,Fraser,Turn Around,26.6
2020-04-17,Interior,New Tests,162
2020-04-17,Interior,Total Tests,8826
2020-04-17,Interior,Positivity,3.55
2020-04-17,Interior,Turn Around,26.1
2020-04-17,Northern,New Tests,30
2020-04-17,Northern,Total Tests,2473
2020-04-17,Northern,Positivity,2.65
2020-04-17,Northern,Turn Around,38
2020-04-17,Unknown,New Tests,13
2020-04-17,Unknown,Total Tests,907
2020-04-17,Unknown,Positivity,0
2020-04-17,Unknown,Turn Around,31.4
2020-04-17,Vancouver Coastal,New Tests,392
2020-04-17,Vancouver Coastal,Total Tests,18800
2020-04-17,Vancouver Coastal,Positivity,3.72
2020-04-17,Vancouver Coastal,Turn Around,19.6
2020-04-17,Vancouver Island,New Tests,238
2020-04-17,Vancouver Island,Total Tests,8914
2020-04-17,Vancouver Island,Positivity,1.95
2020-04-17,Vancouver Island,Turn Around,16.7
2020-04-18,BC,New Tests,1151
2020-04-18,BC,Total Tests,64148
2020-04-18,BC,Positivity,4.05
2020-04-18,BC,Turn Around,23.2
2020-04-18,Fraser,New Tests,311
2020-04-18,Fraser,Total Tests,23388
2020-04-18,Fraser,Positivity,5.58
2020-04-18,Fraser,Turn Around,26.7
2020-04-18,Interior,New Tests,136
2020-04-18,Interior,Total Tests,8962
2020-04-18,Interior,Positivity,3.3
2020-04-18,Interior,Turn Around,26.3
2020-04-18,Northern,New Tests,70
2020-04-18,Northern,Total Tests,2543
2020-04-18,Northern,Positivity,3.06
2020-04-18,Northern,Turn Around,39.9
2020-04-18,Unknown,New Tests,8
2020-04-18,Unknown,Total Tests,915
2020-04-18,Unknown,Positivity,0
2020-04-18,Unknown,Turn Around,20.7
2020-04-18,Vancouver Coastal,New Tests,423
2020-04-18,Vancouver Coastal,Total Tests,19223
2020-04-18,Vancouver Coastal,Positivity,3.83
2020-04-18,Vancouver Coastal,Turn Around,18.5
2020-04-18,Vancouver Island,New Tests,203
2020-04-18,Vancouver Island,Total Tests,9117
2020-04-18,Vancouver Island,Positivity,2.01
2020-04-18,Vancouver Island,Turn Around,19.7
2020-04-19,BC,New Tests,1113
2020-04-19,BC,Total Tests,65261
2020-04-19,BC,Positivity,3.97
2020-04-19,BC,Turn Around,25.6
2020-04-19,Fraser,New Tests,489
2020-04-19,Fraser,Total Tests,23877
2020-04-19,Fraser,Positivity,5.58
2020-04-19,Fraser,Turn Around,29.6
2020-04-19,Interior,New Tests,140
2020-04-19,Interior,Total Tests,9102
2020-04-19,Interior,Positivity,2.72
2020-04-19,Interior,Turn Around,27.8
2020-04-19,Northern,New Tests,12
2020-04-19,Northern,Total Tests,2555
2020-04-19,Northern,Positivity,3.28
2020-04-19,Northern,Turn Around,41.7
2020-04-19,Unknown,New Tests,13
2020-04-19,Unknown,Total Tests,928
2020-04-19,Unknown,Positivity,0
2020-04-19,Unknown,Turn Around,22.8
2020-04-19,Vancouver Coastal,New Tests,301
2020-04-19,Vancouver Coastal,Total Tests,19524
2020-04-19,Vancouver Coastal,Positivity,3.8
2020-04-19,Vancouver Coastal,Turn Around,19.8
2020-04-19,Vancouver Island,New Tests,158
2020-04-19,Vancouver Island,Total Tests,9275
2020-04-19,Vancouver Island,Positivity,1.91
2020-04-19,Vancouver Island,Turn Around,21.6
2020-04-20,BC,New Tests,1233
2020-04-20,BC,Total Tests,66494
2020-04-20,BC,Positivity,3.89
2020-04-20,BC,Turn Around,24.9
2020-04-20,Fraser,New Tests,551
2020-04-20,Fraser,Total Tests,24428
2020-04-20,Fraser,Positivity,5.69
2020-04-20,Fraser,Turn Around,26
2020-04-20,Interior,New Tests,170
2020-04-20,Interior,Total Tests,9272
2020-04-20,Interior,Positivity,2.2
2020-04-20,Interior,Turn Around,27.1
2020-04-20,Northern,New Tests,85
2020-04-20,Northern,Total Tests,2640
2020-04-20,Northern,Positivity,2.73
2020-04-20,Northern,Turn Around,42.2
2020-04-20,Unknown,New Tests,8
2020-04-20,Unknown,Total Tests,936
2020-04-20,Unknown,Positivity,0
2020-04-20,Unknown,Turn Around,24.7
2020-04-20,Vancouver Coastal,New Tests,244
2020-04-20,Vancouver Coastal,Total Tests,19768
2020-04-20,Vancouver Coastal,Positivity,3.48
2020-04-20,Vancouver Coastal,Turn Around,20.3
2020-04-20,Vancouver Island,New Tests,175
2020-04-20,Vancouver Island,Total Tests,9450
2020-04-20,Vancouver Island,Positivity,2.04
2020-04-20,Vancouver Island,Turn Around,17.6
2020-04-21,BC,New Tests,1535
2020-04-21,BC,Total Tests,68029
2020-04-21,BC,Positivity,3.95
2020-04-21,BC,Turn Around,21.5
2020-04-21,Fraser,New Tests,639
2020-04-21,Fraser,Total Tests,25067
2020-04-21,Fraser,Positivity,5.52
2020-04-21,Fraser,Turn Around,22.6
2020-04-21,Interior,New Tests,168
2020-04-21,Interior,Total Tests,9440
2020-04-21,Interior,Positivity,2.02
2020-04-21,Interior,Turn Around,36.6
2020-04-21,Northern,New Tests,70
2020-04-21,Northern,Total Tests,2710
2020-04-21,Northern,Positivity,2.56
2020-04-21,Northern,Turn Around,30.9
2020-04-21,Unknown,New Tests,15
2020-04-21,Unknown,Total Tests,951
2020-04-21,Unknown,Positivity,0
2020-04-21,Unknown,Turn Around,15.9
2020-04-21,Vancouver Coastal,New Tests,436
2020-04-21,Vancouver Coastal,Total Tests,20204
2020-04-21,Vancouver Coastal,Positivity,4.14
2020-04-21,Vancouver Coastal,Turn Around,16.2
2020-04-21,Vancouver Island,New Tests,207
2020-04-21,Vancouver Island,Total Tests,9657
2020-04-21,Vancouver Island,Positivity,1.71
2020-04-21,Vancouver Island,Turn Around,13.9
2020-04-22,BC,New Tests,1979
2020-04-22,BC,Total Tests,70008
2020-04-22,BC,Positivity,3.46
2020-04-22,BC,Turn Around,21.6
2020-04-22,Fraser,New Tests,636
2020-04-22,Fraser,Total Tests,25703
2020-04-22,Fraser,Positivity,4.56
2020-04-22,Fraser,Turn Around,23.2
2020-04-22,Interior,New Tests,371
2020-04-22,Interior,Total Tests,9811
2020-04-22,Interior,Positivity,1.79
2020-04-22,Interior,Turn Around,29.1
2020-04-22,Northern,New Tests,106
2020-04-22,Northern,Total Tests,2816
2020-04-22,Northern,Positivity,1.98
2020-04-22,Northern,Turn Around,28.1
2020-04-22,Unknown,New Tests,19
2020-04-22,Unknown,Total Tests,970
2020-04-22,Unknown,Positivity,0
2020-04-22,Unknown,Turn Around,18.3
2020-04-22,Vancouver Coastal,New Tests,603
2020-04-22,Vancouver Coastal,Total Tests,20807
2020-04-22,Vancouver Coastal,Positivity,4.02
2020-04-22,Vancouver Coastal,Turn Around,16.5
2020-04-22,Vancouver Island,New Tests,244
2020-04-22,Vancouver Island,Total Tests,9901
2020-04-22,Vancouver Island,Positivity,1.6
2020-04-22,Vancouver Island,Turn Around,16
2020-04-23,BC,New Tests,2480
2020-04-23,BC,Total Tests,72488
2020-04-23,BC,Positivity,3.4
2020-04-23,BC,Turn Around,23.3
2020-04-23,Fraser,New Tests,944
2020-04-23,Fraser,Total Tests,26647
2020-04-23,Fraser,Positivity,4.76
2020-04-23,Fraser,Turn Around,25.6
2020-04-23,Interior,New Tests,337
2020-04-23,Interior,Total Tests,10148
2020-04-23,Interior,Positivity,1.48
2020-04-23,Interior,Turn Around,29.5
2020-04-23,Northern,New Tests,130
2020-04-23,Northern,Total Tests,2946
2020-04-23,Northern,Positivity,1.79
2020-04-23,Northern,Turn Around,33.4
2020-04-23,Unknown,New Tests,24
2020-04-23,Unknown,Total Tests,994
2020-04-23,Unknown,Positivity,0
2020-04-23,Unknown,Turn Around,26.4
2020-04-23,Vancouver Coastal,New Tests,643
2020-04-23,Vancouver Coastal,Total Tests,21450
2020-04-23,Vancouver Coastal,Positivity,3.78
2020-04-23,Vancouver Coastal,Turn Around,19
2020-04-23,Vancouver Island,New Tests,402
2020-04-23,Vancouver Island,Total Tests,10303
2020-04-23,Vancouver Island,Positivity,1.54
2020-04-23,Vancouver Island,Turn Around,16.6
2020-04-24,BC,New Tests,2601
2020-04-24,BC,Total Tests,75089
2020-04-24,BC,Positivity,3.31
2020-04-24,BC,Turn Around,23.8
2020-04-24,Fraser,New Tests,963
2020-04-24,Fraser,Total Tests,27610
2020-04-24,Fraser,Positivity,4.9
2020-04-24,Fraser,Turn Around,26.6
2020-04-24,Interior,New Tests,430
2020-04-24,Interior,Total Tests,10578
2020-04-24,Interior,Positivity,1.26
2020-04-24,Interior,Turn Around,29.4
2020-04-24,Northern,New Tests,112
2020-04-24,Northern,Total Tests,3058
2020-04-24,Northern,Positivity,1.54
2020-04-24,Northern,Turn Around,28.8
2020-04-24,Unknown,New Tests,34
2020-04-24,Unknown,Total Tests,1028
2020-04-24,Unknown,Positivity,0
2020-04-24,Unknown,Turn Around,19.4
2020-04-24,Vancouver Coastal,New Tests,658
2020-04-24,Vancouver Coastal,Total Tests,22108
2020-04-24,Vancouver Coastal,Positivity,3.6
2020-04-24,Vancouver Coastal,Turn Around,19.7
2020-04-24,Vancouver Island,New Tests,404
2020-04-24,Vancouver Island,Total Tests,10707
2020-04-24,Vancouver Island,Positivity,1.28
2020-04-24,Vancouver Island,Turn Around,17.1
2020-04-25,BC,New Tests,2369
2020-04-25,BC,Total Tests,77458
2020-04-25,BC,Positivity,3.03
2020-04-25,BC,Turn Around,23.2
2020-04-25,Fraser,New Tests,656
2020-04-25,Fraser,Total Tests,28266
2020-04-25,Fraser,Positivity,4.67
2020-04-25,Fraser,Turn Around,28.1
2020-04-25,Interior,New Tests,339
2020-04-25,Interior,Total Tests,10917
2020-04-25,Interior,Positivity,1.13
2020-04-25,Interior,Turn Around,28
