Date,Health Authority,Metric,Count
2020-07-11,Interior,New Tests,336
2020-07-11,Interior,Total Tests,29781
2020-07-11,Interior,Positivity,0.34
2020-07-11,Interior,Turn Around,34
2020-07-11,Northern,New Tests,60
2020-07-11,Northern,Total Tests,8893
2020-07-11,Northern,Positivity,0
2020-07-11,Northern,Turn Around,27.9
2020-07-11,Unknown,New Tests,42
2020-07-11,Unknown,Total Tests,2676
2020-07-11,Unknown,Positivity,0
2020-07-11,Unknown,Turn Around,31
2020-07-11,Vancouver Coastal,New Tests,606
2020-07-11,Vancouver Coastal,Total Tests,64256
2020-07-11,Vancouver Coastal,Positivity,0.93
2020-07-11,Vancouver Coastal,Turn Around,22.5
2020-07-11,Vancouver Island,New Tests,344
2020-07-11,Vancouver Island,Total Tests,31894
2020-07-11,Vancouver Island,Positivity,0.09
2020-07-11,Vancouver Island,Turn Around,21.1
2020-07-12,BC,New Tests,1913
2020-07-12,BC,Total Tests,219935
2020-07-12,BC,Positivity,1.03
2020-07-12,BC,Turn Around,18.7
2020-07-12,Fraser,New Tests,673
2020-07-12,Fraser,Total Tests,81195
2020-07-12,Fraser,Positivity,1.73
2020-07-12,Fraser,Turn Around,19
2020-07-12,Interior,New Tests,167
2020-07-12,Interior,Total Tests,29948
2020-07-12,Interior,Positivity,0.34
2020-07-12,Interior,Turn Around,31
2020-07-12,Northern,New Tests,44
2020-07-12,Northern,Total Tests,8937
2020-07-12,Northern,Positivity,0
2020-07-12,Northern,Turn Around,34.5
2020-07-12,Unknown,New Tests,23
2020-07-12,Unknown,Total Tests,2699
2020-07-12,Unknown,Positivity,0
2020-07-12,Unknown,Turn Around,24.3
2020-07-12,Vancouver Coastal,New Tests,498
2020-07-12,Vancouver Coastal,Total Tests,64754
2020-07-12,Vancouver Coastal,Positivity,1.03
2020-07-12,Vancouver Coastal,Turn Around,19.1
2020-07-12,Vancouver Island,New Tests,508
2020-07-12,Vancouver Island,Total Tests,32402
2020-07-12,Vancouver Island,Positivity,0.08
2020-07-12,Vancouver Island,Turn Around,12.5
2020-07-13,BC,New Tests,1495
2020-07-13,BC,Total Tests,221430
2020-07-13,BC,Positivity,1.03
2020-07-13,BC,Turn Around,19.9
2020-07-13,Fraser,New Tests,627
2020-07-13,Fraser,Total Tests,81822
2020-07-13,Fraser,Positivity,1.74
2020-07-13,Fraser,Turn Around,20
2020-07-13,Interior,New Tests,121
2020-07-13,Interior,Total Tests,30069
2020-07-13,Interior,Positivity,0.39
2020-07-13,Interior,Turn Around,31.8
2020-07-13,Northern,New Tests,63
2020-07-13,Northern,Total Tests,9000
2020-07-13,Northern,Positivity,0
2020-07-13,Northern,Turn Around,13.3
2020-07-13,Unknown,New Tests,6
2020-07-13,Unknown,Total Tests,2705
2020-07-13,Unknown,Positivity,0
2020-07-13,Unknown,Turn Around,28.6
2020-07-13,Vancouver Coastal,New Tests,538
2020-07-13,Vancouver Coastal,Total Tests,65292
2020-07-13,Vancouver Coastal,Positivity,1
2020-07-13,Vancouver Coastal,Turn Around,19.8
2020-07-13,Vancouver Island,New Tests,140
2020-07-13,Vancouver Island,Total Tests,32542
2020-07-13,Vancouver Island,Positivity,0.08
2020-07-13,Vancouver Island,Turn Around,12.1
2020-07-14,BC,New Tests,2521
2020-07-14,BC,Total Tests,223951
2020-07-14,BC,Positivity,0.98
2020-07-14,BC,Turn Around,24
2020-07-14,Fraser,New Tests,963
2020-07-14,Fraser,Total Tests,82785
2020-07-14,Fraser,Positivity,1.52
2020-07-14,Fraser,Turn Around,22.9
2020-07-14,Interior,New Tests,275
2020-07-14,Interior,Total Tests,30344
2020-07-14,Interior,Positivity,0.61
2020-07-14,Interior,Turn Around,49.4
2020-07-14,Northern,New Tests,80
2020-07-14,Northern,Total Tests,9080
2020-07-14,Northern,Positivity,0
2020-07-14,Northern,Turn Around,19.7
2020-07-14,Unknown,New Tests,29
2020-07-14,Unknown,Total Tests,2734
2020-07-14,Unknown,Positivity,0
2020-07-14,Unknown,Turn Around,24.9
2020-07-14,Vancouver Coastal,New Tests,844
2020-07-14,Vancouver Coastal,Total Tests,66136
2020-07-14,Vancouver Coastal,Positivity,0.99
2020-07-14,Vancouver Coastal,Turn Around,19.8
2020-07-14,Vancouver Island,New Tests,330
2020-07-14,Vancouver Island,Total Tests,32872
2020-07-14,Vancouver Island,Positivity,0.08
2020-07-14,Vancouver Island,Turn Around,17.6
2020-07-15,BC,New Tests,2809
2020-07-15,BC,Total Tests,226760
2020-07-15,BC,Positivity,1.06
2020-07-15,BC,Turn Around,28.6
2020-07-15,Fraser,New Tests,812
2020-07-15,Fraser,Total Tests,83597
2020-07-15,Fraser,Positivity,1.44
2020-07-15,Fraser,Turn Around,23.4
2020-07-15,Interior,New Tests,700
2020-07-15,Interior,Total Tests,31044
2020-07-15,Interior,Positivity,1.19
2020-07-15,Interior,Turn Around,46.8
2020-07-15,Northern,New Tests,78
2020-07-15,Northern,Total Tests,9158
2020-07-15,Northern,Positivity,0.42
2020-07-15,Northern,Turn Around,29.9
2020-07-15,Unknown,New Tests,41
2020-07-15,Unknown,Total Tests,2775
2020-07-15,Unknown,Positivity,0
2020-07-15,Unknown,Turn Around,32.6
2020-07-15,Vancouver Coastal,New Tests,795
2020-07-15,Vancouver Coastal,Total Tests,66931
2020-07-15,Vancouver Coastal,Positivity,1.07
2020-07-15,Vancouver Coastal,Turn Around,22.6
2020-07-15,Vancouver Island,New Tests,383
2020-07-15,Vancouver Island,Total Tests,33255
2020-07-15,Vancouver Island,Positivity,0.12
2020-07-15,Vancouver Island,Turn Around,18.5
2020-07-16,BC,New Tests,3127
2020-07-16,BC,Total Tests,229887
2020-07-16,BC,Positivity,1.11
2020-07-16,BC,Turn Around,26.4
2020-07-16,Fraser,New Tests,957
2020-07-16,Fraser,Total Tests,84554
2020-07-16,Fraser,Positivity,1.34
2020-07-16,Fraser,Turn Around,21.8
2020-07-16,Interior,New Tests,697
2020-07-16,Interior,Total Tests,31741
2020-07-16,Interior,Positivity,1.76
2020-07-16,Interior,Turn Around,43.5
2020-07-16,Northern,New Tests,91
2020-07-16,Northern,Total Tests,9249
2020-07-16,Northern,Positivity,0.78
2020-07-16,Northern,Turn Around,24.7
2020-07-16,Unknown,New Tests,51
2020-07-16,Unknown,Total Tests,2826
2020-07-16,Unknown,Positivity,0
2020-07-16,Unknown,Turn Around,35.6
2020-07-16,Vancouver Coastal,New Tests,884
2020-07-16,Vancouver Coastal,Total Tests,67815
2020-07-16,Vancouver Coastal,Positivity,1.04
2020-07-16,Vancouver Coastal,Turn Around,20.7
2020-07-16,Vancouver Island,New Tests,447
2020-07-16,Vancouver Island,Total Tests,33702
2020-07-16,Vancouver Island,Positivity,0.08
2020-07-16,Vancouver Island,Turn Around,19.9
2020-07-17,BC,New Tests,2835
2020-07-17,BC,Total Tests,232722
2020-07-17,BC,Positivity,1.18
2020-07-17,BC,Turn Around,24.3
2020-07-17,Fraser,New Tests,839
2020-07-17,Fraser,Total Tests,85393
2020-07-17,Fraser,Positivity,1.41
2020-07-17,Fraser,Turn Around,21.4
2020-07-17,Interior,New Tests,686
2020-07-17,Interior,Total Tests,32427
2020-07-17,Interior,Positivity,1.78
2020-07-17,Interior,Turn Around,34.9
2020-07-17,Northern,New Tests,114
2020-07-17,Northern,Total Tests,9363
2020-07-17,Northern,Positivity,1.7
2020-07-17,Northern,Turn Around,27.7
2020-07-17,Unknown,New Tests,44
2020-07-17,Unknown,Total Tests,2870
2020-07-17,Unknown,Positivity,0
2020-07-17,Unknown,Turn Around,28.1
2020-07-17,Vancouver Coastal,New Tests,779
2020-07-17,Vancouver Coastal,Total Tests,68594
2020-07-17,Vancouver Coastal,Positivity,1.01
2020-07-17,Vancouver Coastal,Turn Around,19.8
2020-07-17,Vancouver Island,New Tests,373
2020-07-17,Vancouver Island,Total Tests,34075
2020-07-17,Vancouver Island,Positivity,0.12
2020-07-17,Vancouver Island,Turn Around,19.1
2020-07-18,BC,New Tests,2305
2020-07-18,BC,Total Tests,235027
2020-07-18,BC,Positivity,1.18
2020-07-18,BC,Turn Around,25.1
2020-07-18,Fraser,New Tests,759
2020-07-18,Fraser,Total Tests,86152
2020-07-18,Fraser,Positivity,1.46
2020-07-18,Fraser,Turn Around,21.1
2020-07-18,Interior,New Tests,516
2020-07-18,Interior,Total Tests,32943
2020-07-18,Interior,Positivity,2.02
2020-07-18,Interior,Turn Around,40.1
2020-07-18,Northern,New Tests,52
2020-07-18,Northern,Total Tests,9415
2020-07-18,Northern,Positivity,1.72
2020-07-18,Northern,Turn Around,26
2020-07-18,Unknown,New Tests,16
2020-07-18,Unknown,Total Tests,2886
2020-07-18,Unknown,Positivity,0
2020-07-18,Unknown,Turn Around,27
2020-07-18,Vancouver Coastal,New Tests,616
2020-07-18,Vancouver Coastal,Total Tests,69210
2020-07-18,Vancouver Coastal,Positivity,0.79
2020-07-18,Vancouver Coastal,Turn Around,19.9
2020-07-18,Vancouver Island,New Tests,346
2020-07-18,Vancouver Island,Total Tests,34421
2020-07-18,Vancouver Island,Positivity,0.12
2020-07-18,Vancouver Island,Turn Around,20.7
2020-07-19,BC,New Tests,1868
2020-07-19,BC,Total Tests,236895
2020-07-19,BC,Positivity,1.23
2020-07-19,BC,Turn Around,23.8
2020-07-19,Fraser,New Tests,662
2020-07-19,Fraser,Total Tests,86814
2020-07-19,Fraser,Positivity,1.48
2020-07-19,Fraser,Turn Around,20.2
2020-07-19,Interior,New Tests,426
2020-07-19,Interior,Total Tests,33369
2020-07-19,Interior,Positivity,2.1
2020-07-19,Interior,Turn Around,31.2
2020-07-19,Northern,New Tests,53
2020-07-19,Northern,Total Tests,9468
2020-07-19,Northern,Positivity,1.69
2020-07-19,Northern,Turn Around,27.7
2020-07-19,Unknown,New Tests,18
2020-07-19,Unknown,Total Tests,2904
2020-07-19,Unknown,Positivity,0
2020-07-19,Unknown,Turn Around,29.2
2020-07-19,Vancouver Coastal,New Tests,444
2020-07-19,Vancouver Coastal,Total Tests,69654
2020-07-19,Vancouver Coastal,Positivity,0.65
2020-07-19,Vancouver Coastal,Turn Around,22.5
2020-07-19,Vancouver Island,New Tests,265
2020-07-19,Vancouver Island,Total Tests,34686
2020-07-19,Vancouver Island,Positivity,0.35
2020-07-19,Vancouver Island,Turn Around,21.9
2020-07-20,BC,New Tests,1713
2020-07-20,BC,Total Tests,238608
2020-07-20,BC,Positivity,1.35
2020-07-20,BC,Turn Around,22.2
2020-07-20,Fraser,New Tests,567
2020-07-20,Fraser,Total Tests,87381
2020-07-20,Fraser,Positivity,1.62
2020-07-20,Fraser,Turn Around,21.2
2020-07-20,Interior,New Tests,348
2020-07-20,Interior,Total Tests,33717
2020-07-20,Interior,Positivity,2.28
2020-07-20,Interior,Turn Around,32.6
2020-07-20,Northern,New Tests,83
2020-07-20,Northern,Total Tests,9551
2020-07-20,Northern,Positivity,1.63
2020-07-20,Northern,Turn Around,20
2020-07-20,Unknown,New Tests,13
2020-07-20,Unknown,Total Tests,2917
2020-07-20,Unknown,Positivity,0
2020-07-20,Unknown,Turn Around,20.2
2020-07-20,Vancouver Coastal,New Tests,515
2020-07-20,Vancouver Coastal,Total Tests,70169
2020-07-20,Vancouver Coastal,Positivity,0.78
2020-07-20,Vancouver Coastal,Turn Around,18.2
2020-07-20,Vancouver Island,New Tests,187
2020-07-20,Vancouver Island,Total Tests,34873
2020-07-20,Vancouver Island,Positivity,0.34
2020-07-20,Vancouver Island,Turn Around,17.3
2020-07-21,BC,New Tests,2803
2020-07-21,BC,Total Tests,241411
2020-07-21,BC,Positivity,1.39
2020-07-21,BC,Turn Around,23.6
2020-07-21,Fraser,New Tests,925
2020-07-21,Fraser,Total Tests,88306
2020-07-21,Fraser,Positivity,1.68
2020-07-21,Fraser,Turn Around,22.9
2020-07-21,Interior,New Tests,524
2020-07-21,Interior,Total Tests,34241
2020-07-21,Interior,Positivity,2.26
2020-07-21,Interior,Turn Around,33.1
2020-07-21,Northern,New Tests,60
2020-07-21,Northern,Total Tests,9611
2020-07-21,Northern,Positivity,1.69
2020-07-21,Northern,Turn Around,20.6
2020-07-21,Unknown,New Tests,75
2020-07-21,Unknown,Total Tests,2992
2020-07-21,Unknown,Positivity,0
2020-07-21,Unknown,Turn Around,28.2
2020-07-21,Vancouver Coastal,New Tests,850
2020-07-21,Vancouver Coastal,Total Tests,71019
2020-07-21,Vancouver Coastal,Positivity,0.78
2020-07-21,Vancouver Coastal,Turn Around,20.5
2020-07-21,Vancouver Island,New Tests,369
2020-07-21,Vancouver Island,Total Tests,35242
2020-07-21,Vancouver Island,Positivity,0.38
2020-07-21,Vancouver Island,Turn Around,18.6
2020-07-22,BC,New Tests,3111
2020-07-22,BC,Total Tests,244522
2020-07-22,BC,Positivity,1.39
2020-07-22,BC,Turn Around,22.1
2020-07-22,Fraser,New Tests,1176
2020-07-22,Fraser,Total Tests,89482
2020-07-22,Fraser,Positivity,1.72
2020-07-22,Fraser,Turn Around,19.6
2020-07-22,Interior,New Tests,524
2020-07-22,Interior,Total Tests,34765
2020-07-22,Interior,Positivity,2.18
2020-07-22,Interior,Turn Around,30.6
2020-07-22,Northern,New Tests,109
2020-07-22,Northern,Total Tests,9720
2020-07-22,Northern,Positivity,2.67
2020-07-22,Northern,Turn Around,26.9
2020-07-22,Unknown,New Tests,54
2020-07-22,Unknown,Total Tests,3046
2020-07-22,Unknown,Positivity,0
2020-07-22,Unknown,Turn Around,27.7
2020-07-22,Vancouver Coastal,New Tests,860
2020-07-22,Vancouver Coastal,Total Tests,71879
2020-07-22,Vancouver Coastal,Positivity,0.73
2020-07-22,Vancouver Coastal,Turn Around,20.7
2020-07-22,Vancouver Island,New Tests,388
2020-07-22,Vancouver Island,Total Tests,35630
2020-07-22,Vancouver Island,Positivity,0.38
2020-07-22,Vancouver Island,Turn Around,19.2
2020-07-23,BC,New Tests,2598
2020-07-23,BC,Total Tests,247120
2020-07-23,BC,Positivity,1.33
2020-07-23,BC,Turn Around,22.2
2020-07-23,Fraser,New Tests,1043
2020-07-23,Fraser,Total Tests,90525
2020-07-23,Fraser,Positivity,1.71
2020-07-23,Fraser,Turn Around,21.3
2020-07-23,Interior,New Tests,197
2020-07-23,Interior,Total Tests,34962
2020-07-23,Interior,Positivity,1.86
2020-07-23,Interior,Turn Around,34.2
2020-07-23,Northern,New Tests,121
2020-07-23,Northern,Total Tests,9841
2020-07-23,Northern,Positivity,2.7
2020-07-23,Northern,Turn Around,27.6
2020-07-23,Unknown,New Tests,39
2020-07-23,Unknown,Total Tests,3085
2020-07-23,Unknown,Positivity,0
2020-07-23,Unknown,Turn Around,30.1
2020-07-23,Vancouver Coastal,New Tests,769
2020-07-23,Vancouver Coastal,Total Tests,72648
2020-07-23,Vancouver Coastal,Positivity,0.79
2020-07-23,Vancouver Coastal,Turn Around,20.6
2020-07-23,Vancouver Island,New Tests,429
2020-07-23,Vancouver Island,Total Tests,36059
2020-07-23,Vancouver Island,Positivity,0.34
2020-07-23,Vancouver Island,Turn Around,19.6
2020-07-24,BC,New Tests,2754
2020-07-24,BC,Total Tests,249874
2020-07-24,BC,Positivity,1.2
2020-07-24,BC,Turn Around,22.2
2020-07-24,Fraser,New Tests,902
2020-07-24,Fraser,Total Tests,91427
2020-07-24,Fraser,Positivity,1.49
2020-07-24,Fraser,Turn Around,21.2
2020-07-24,Interior,New Tests,156
2020-07-24,Interior,Total Tests,35118
2020-07-24,Interior,Positivity,1.97
2020-07-24,Interior,Turn Around,39.8
2020-07-24,Northern,New Tests,161
2020-07-24,Northern,Total Tests,10002
2020-07-24,Northern,Positivity,2.19
2020-07-24,Northern,Turn Around,27
2020-07-24,Unknown,New Tests,36
2020-07-24,Unknown,Total Tests,3121
2020-07-24,Unknown,Positivity,0
2020-07-24,Unknown,Turn Around,24.7
2020-07-24,Vancouver Coastal,New Tests,1055
2020-07-24,Vancouver Coastal,Total Tests,73703
2020-07-24,Vancouver Coastal,Positivity,0.7
2020-07-24,Vancouver Coastal,Turn Around,20.6
2020-07-24,Vancouver Island,New Tests,444
2020-07-24,Vancouver Island,Total Tests,36503
2020-07-24,Vancouver Island,Positivity,0.29
2020-07-24,Vancouver Island,Turn Around,20.1
2020-07-25,BC,New Tests,2586
2020-07-25,BC,Total Tests,252460
2020-07-25,BC,Positivity,1.15
2020-07-25,BC,Turn Around,23.2
2020-07-25,Fraser,New Tests,908
2020-07-25,Fraser,Total Tests,92335
2020-07-25,Fraser,Positivity,1.39
2020-07-25,Fraser,Turn Around,21.3
2020-07-25,Interior,New Tests,407
2020-07-25,Interior,Total Tests,35525
2020-07-25,Interior,Positivity,1.7
2020-07-25,Interior,Turn Around,32.9
2020-07-25,Northern,New Tests,93
2020-07-25,Northern,Total Tests,10095
2020-07-25,Northern,Positivity,2.94
2020-07-25,Northern,Turn Around,32.8
2020-07-25,Unknown,New Tests,45
2020-07-25,Unknown,Total Tests,3166
2020-07-25,Unknown,Positivity,0
2020-07-25,Unknown,Turn Around,24.4
2020-07-25,Vancouver Coastal,New Tests,762
2020-07-25,Vancouver Coastal,Total Tests,74465
2020-07-25,Vancouver Coastal,Positivity,0.74
2020-07-25,Vancouver Coastal,Turn Around,20.1
2020-07-25,Vancouver Island,New Tests,371
2020-07-25,Vancouver Island,Total Tests,36874
2020-07-25,Vancouver Island,Positivity,0.29
2020-07-25,Vancouver Island,Turn Around,21.2
2020-07-26,BC,New Tests,1696
2020-07-26,BC,Total Tests,254156
2020-07-26,BC,Positivity,1.12
2020-07-26,BC,Turn Around,22.8
2020-07-26,Fraser,New Tests,629
2020-07-26,Fraser,Total Tests,92964
2020-07-26,Fraser,Positivity,1.43
2020-07-26,Fraser,Turn Around,21.7
2020-07-26,Interior,New Tests,156
2020-07-26,Interior,Total Tests,35681
2020-07-26,Interior,Positivity,1.73
2020-07-26,Interior,Turn Around,34.7
2020-07-26,Northern,New Tests,81
2020-07-26,Northern,Total Tests,10176
2020-07-26,Northern,Positivity,2.97
2020-07-26,Northern,Turn Around,37.1
2020-07-26,Unknown,New Tests,37
2020-07-26,Unknown,Total Tests,3203
2020-07-26,Unknown,Positivity,0
2020-07-26,Unknown,Turn Around,25.2
2020-07-26,Vancouver Coastal,New Tests,466
2020-07-26,Vancouver Coastal,Total Tests,74931
2020-07-26,Vancouver Coastal,Positivity,0.7
2020-07-26,Vancouver Coastal,Turn Around,18.4
2020-07-26,Vancouver Island,New Tests,327
2020-07-26,Vancouver Island,Total Tests,37201
2020-07-26,Vancouver Island,Positivity,0.12
2020-07-26,Vancouver Island,Turn Around,21.6
2020-07-27,BC,New Tests,1874
2020-07-27,BC,Total Tests,256030
2020-07-27,BC,Positivity,1.02
2020-07-27,BC,Turn Around,19.3
2020-07-27,Fraser,New Tests,666
2020-07-27,Fraser,Total Tests,93630
2020-07-27,Fraser,Positivity,1.33
2020-07-27,Fraser,Turn Around,19
2020-07-27,Interior,New Tests,369
2020-07-27,Interior,Total Tests,36050
2020-07-27,Interior,Positivity,1.5
2020-07-27,Interior,Turn Around,22.4
2020-07-27,Northern,New Tests,48
2020-07-27,Northern,Total Tests,10224
2020-07-27,Northern,Positivity,3.12
2020-07-27,Northern,Turn Around,22.2
2020-07-27,Unknown,New Tests,20
2020-07-27,Unknown,Total Tests,3223
2020-07-27,Unknown,Positivity,0
2020-07-27,Unknown,Turn Around,11.1
2020-07-27,Vancouver Coastal,New Tests,578
2020-07-27,Vancouver Coastal,Total Tests,75509
2020-07-27,Vancouver Coastal,Positivity,0.6
2020-07-27,Vancouver Coastal,Turn Around,19
2020-07-27,Vancouver Island,New Tests,193
2020-07-27,Vancouver Island,Total Tests,37394
2020-07-27,Vancouver Island,Positivity,0.12
2020-07-27,Vancouver Island,Turn Around,15.7
2020-07-28,BC,New Tests,2868
2020-07-28,BC,Total Tests,258898
2020-07-28,BC,Positivity,1.18
2020-07-28,BC,Turn Around,23.1
2020-07-28,Fraser,New Tests,1066
2020-07-28,Fraser,Total Tests,94696
2020-07-28,Fraser,Positivity,1.82
2020-07-28,Fraser,Turn Around,24.1
2020-07-28,Interior,New Tests,416
2020-07-28,Interior,Total Tests,36466
2020-07-28,Interior,Positivity,1.26
2020-07-28,Interior,Turn Around,26.8
2020-07-28,Northern,New Tests,82
2020-07-28,Northern,Total Tests,10306
2020-07-28,Northern,Positivity,3.88
2020-07-28,Northern,Turn Around,24.4
2020-07-28,Unknown,New Tests,27
2020-07-28,Unknown,Total Tests,3250
2020-07-28,Unknown,Positivity,0
2020-07-28,Unknown,Turn Around,30.2
2020-07-28,Vancouver Coastal,New Tests,882
2020-07-28,Vancouver Coastal,Total Tests,76391
2020-07-28,Vancouver Coastal,Positivity,0.58
2020-07-28,Vancouver Coastal,Turn Around,21.8
2020-07-28,Vancouver Island,New Tests,395
2020-07-28,Vancouver Island,Total Tests,37789
2020-07-28,Vancouver Island,Positivity,0.08
2020-07-28,Vancouver Island,Turn Around,18.4
2020-07-29,BC,New Tests,3265
2020-07-29,BC,Total Tests,262163
2020-07-29,BC,Positivity,1.09
2020-07-29,BC,Turn Around,21.2
2020-07-29,Fraser,New Tests,881
2020-07-29,Fraser,Total Tests,95577
2020-07-29,Fraser,Positivity,1.84
2020-07-29,Fraser,Turn Around,20.8
2020-07-29,Interior,New Tests,636
2020-07-29,Interior,Total Tests,37102
2020-07-29,Interior,Positivity,1.11
2020-07-29,Interior,Turn Around,31.8
2020-07-29,Northern,New Tests,128
2020-07-29,Northern,Total Tests,10434
2020-07-29,Northern,Positivity,2.8
2020-07-29,Northern,Turn Around,35.8
2020-07-29,Unknown,New Tests,40
2020-07-29,Unknown,Total Tests,3290
2020-07-29,Unknown,Positivity,0
2020-07-29,Unknown,Turn Around,29
2020-07-29,Vancouver Coastal,New Tests,793
2020-07-29,Vancouver Coastal,Total Tests,77184
2020-07-29,Vancouver Coastal,Positivity,0.57
2020-07-29,Vancouver Coastal,Turn Around,19.9
2020-07-29,Vancouver Island,New Tests,787
2020-07-29,Vancouver Island,Total Tests,38576
2020-07-29,Vancouver Island,Positivity,0.03
2020-07-29,Vancouver Island,Turn Around,11.5
2020-07-30,BC,New Tests,3156
2020-07-30,BC,Total Tests,265319
2020-07-30,BC,Positivity,1.24
2020-07-30,BC,Turn Around,22
2020-07-30,Fraser,New Tests,982
2020-07-30,Fraser,Total Tests,96559
2020-07-30,Fraser,Positivity,2.2
2020-07-30,Fraser,Turn Around,20.9
2020-07-30,Interior,New Tests,620
2020-07-30,Interior,Total Tests,37722
2020-07-30,Interior,Positivity,1.05
2020-07-30,Interior,Turn Around,23.8
2020-07-30,Northern,New Tests,152
2020-07-30,Northern,Total Tests,10586
2020-07-30,Northern,Positivity,2.95
2020-07-30,Northern,Turn Around,35.6
2020-07-30,Unknown,New Tests,49
2020-07-30,Unknown,Total Tests,3339
2020-07-30,Unknown,Positivity,0
2020-07-30,Unknown,Turn Around,29.3
2020-07-30,Vancouver Coastal,New Tests,740
2020-07-30,Vancouver Coastal,Total Tests,77924
2020-07-30,Vancouver Coastal,Positivity,0.7
2020-07-30,Vancouver Coastal,Turn Around,21.7
2020-07-30,Vancouver Island,New Tests,613
2020-07-30,Vancouver Island,Total Tests,39189
2020-07-30,Vancouver Island,Positivity,0.1
2020-07-30,Vancouver Island,Turn Around,18.6
2020-07-31,BC,New Tests,2202
2020-07-31,BC,Total Tests,267521
2020-07-31,BC,Positivity,1.43
2020-07-31,BC,Turn Around,22.8
2020-07-31,Fraser,New Tests,825
2020-07-31,Fraser,Total Tests,97384
2020-07-31,Fraser,Positivity,2.48
2020-07-31,Fraser,Turn Around,23.2
2020-07-31,Interior,New Tests,110
2020-07-31,Interior,Total Tests,37832
2020-07-31,Interior,Positivity,1.03
2020-07-31,Interior,Turn Around,32.7
2020-07-31,Northern,New Tests,118
2020-07-31,Northern,Total Tests,10704
2020-07-31,Northern,Positivity,3.13
2020-07-31,Northern,Turn Around,32.5
2020-07-31,Unknown,New Tests,32
2020-07-31,Unknown,Total Tests,3371
2020-07-31,Unknown,Positivity,0
2020-07-31,Unknown,Turn Around,26.5
2020-07-31,Vancouver Coastal,New Tests,803
2020-07-31,Vancouver Coastal,Total Tests,78727
2020-07-31,Vancouver Coastal,Positivity,1.02
2020-07-31,Vancouver Coastal,Turn Around,21.1
2020-07-31,Vancouver Island,New Tests,314
2020-07-31,Vancouver Island,Total Tests,39503
2020-07-31,Vancouver Island,Positivity,0.1
2020-07-31,Vancouver Island,Turn Around,18.2
2020-08-01,BC,New Tests,2143
2020-08-01,BC,Total Tests,269664
2020-08-01,BC,Positivity,1.6
2020-08-01,BC,Turn Around,24.7
2020-08-01,Fraser,New Tests,799
2020-08-01,Fraser,Total Tests,98183
2020-08-01,Fraser,Positivity,2.96
2020-08-01,Fraser,Turn Around,24.6
2020-08-01,Interior,New Tests,190
2020-08-01,Interior,Total Tests,38022
2020-08-01,Interior,Positivity,1
2020-08-01,Interior,Turn Around,33.5
2020-08-01,Northern,New Tests,90
2020-08-01,Northern,Total Tests,10794
2020-08-01,Northern,Positivity,3
2020-08-01,Northern,Turn Around,34.6
2020-08-01,Unknown,New Tests,29
2020-08-01,Unknown,Total Tests,3400
2020-08-01,Unknown,Positivity,0
2020-08-01,Unknown,Turn Around,25.8
2020-08-01,Vancouver Coastal,New Tests,685
2020-08-01,Vancouver Coastal,Total Tests,79412
2020-08-01,Vancouver Coastal,Positivity,1.09
2020-08-01,Vancouver Coastal,Turn Around,23.4
2020-08-01,Vancouver Island,New Tests,350
2020-08-01,Vancouver Island,Total Tests,39853
2020-08-01,Vancouver Island,Positivity,0.1
2020-08-01,Vancouver Island,Turn Around,20.1
2020-08-02,BC,New Tests,1626
2020-08-02,BC,Total Tests,271290
2020-08-02,BC,Positivity,1.74
2020-08-02,BC,Turn Around,23.5
2020-08-02,Fraser,New Tests,699
2020-08-02,Fraser,Total Tests,98882
2020-08-02,Fraser,Positivity,3.21
2020-08-02,Fraser,Turn Around,22.5
2020-08-02,Interior,New Tests,159
2020-08-02,Interior,Total Tests,38181
2020-08-02,Interior,Positivity,0.96
2020-08-02,Interior,Turn Around,30.8
2020-08-02,Northern,New Tests,68
2020-08-02,Northern,Total Tests,10862
2020-08-02,Northern,Positivity,2.92
2020-08-02,Northern,Turn Around,31.2
2020-08-02,Unknown,New Tests,14
2020-08-02,Unknown,Total Tests,3414
2020-08-02,Unknown,Positivity,0
2020-08-02,Unknown,Turn Around,35
2020-08-02,Vancouver Coastal,New Tests,390
2020-08-02,Vancouver Coastal,Total Tests,79802
2020-08-02,Vancouver Coastal,Positivity,1.23
2020-08-02,Vancouver Coastal,Turn Around,21.8
2020-08-02,Vancouver Island,New Tests,296
2020-08-02,Vancouver Island,Total Tests,40149
2020-08-02,Vancouver Island,Positivity,0.14
2020-08-02,Vancouver Island,Turn Around,21.7
2020-08-03,BC,New Tests,1364
2020-08-03,BC,Total Tests,272654
2020-08-03,BC,Positivity,1.85
2020-08-03,BC,Turn Around,21.4
2020-08-03,Fraser,New Tests,613
2020-08-03,Fraser,Total Tests,99495
2020-08-03,Fraser,Positivity,3.38
2020-08-03,Fraser,Turn Around,22.3
2020-08-03,Interior,New Tests,256
2020-08-03,Interior,Total Tests,38437
2020-08-03,Interior,Positivity,0.84
2020-08-03,Interior,Turn Around,19.3
2020-08-03,Northern,New Tests,13
2020-08-03,Northern,Total Tests,10875
2020-08-03,Northern,Positivity,3.07
2020-08-03,Northern,Turn Around,12.8
2020-08-03,Unknown,New Tests,16
2020-08-03,Unknown,Total Tests,3430
2020-08-03,Unknown,Positivity,0
2020-08-03,Unknown,Turn Around,19.8
2020-08-03,Vancouver Coastal,New Tests,355
2020-08-03,Vancouver Coastal,Total Tests,80157
2020-08-03,Vancouver Coastal,Positivity,1.38
