Date,Cumul des personnes avec des analyses négatives,Cumul de cas confirmés,Nouveaux cas,Nombre cumulatif de décès,Nouveaux décès,Hospitalisations,Soins intensifs,Personnes testées,Cas actifs,Tests (Volumétrie),Hospitalisations (nouvelle méthode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montréal et Laval,Régions à proximité,Autres régions,,Cas Labo,Cas Lien Épi,Cas Total,Cumul Labo,Cumul Épi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile Décès,Inc Hors-SI,Inc SI,Moy. mobile (cas),Analyses nég (Nouv.),Cas labo (Nouv.),Cas labo (ancien)
08/05/2020,244384,36986,836,2786,61,1623,203,276787,12252,10831,,,18.26724987,109.1372752,142.9594458,295.4008971,179.8593974,911.6712019,82.78641106,104.3247344,124.3988315,59.00575306,188.8930865,98.53384428,909.1011756,544.5190466,288.5314721,318.897003,112.2019635,54.39216753,,2539,568,311,135,,911.21758,458.4808783,165.2143936,,690,91,781,32775,4375,68,14,5,1,93.7,67,21,816.3,,,32775
09/05/2020,245302,37721,735,2928,142,1627,198,278389,12142,9042,,,18.77467347,109.1372752,146.1363224,300.3784884,181.4815791,926.7753553,84.03319436,104.3247344,124.3988315,59.00575306,188.8930865,98.76623543,933.9461767,558.1704775,300.0153118,327.900661,112.2019635,54.39216753,,2595,594,322,141,,928.0410397,471.8498441,168.2865167,,680,79,759,33455,4454,56,26,11,6,92.1,69,11,803,,,33455
10/05/2020,250528,38469,748,3013,85,1640,192,284239,12163,8995,,,18.77467347,109.4974643,149.0484593,304.5902964,181.4815791,941.4438118,85.030621,104.3247344,124.3988315,59.00575306,188.8930865,99.92819114,955.1773594,567.9764349,307.8307027,335.2292199,112.2019635,54.39216753,,2660,609,327,147,,943.8678489,480.2648277,171.2489212,,599,57,656,34054,4511,65,15,5,6,87.3,67,15,766.3,,,34054
11/05/2020,256518,39225,756,3131,118,1650,184,290888,11771,8981,,,19.28209708,110.2178423,151.2987469,308.8021044,182.29267,959.2105563,87.5241876,105.0021678,125.5095354,59.00575306,188.8930865,100.6253646,968.7291782,583.5506026,317.8790624,342.0692081,112.2019635,54.39216753,,2719,628,337,152,,960.8906387,492.005087,174.101607,,627,103,730,34681,4614,59,19,10,5,86,80,12,744.9,,,34681
12/05/2020,261569,39931,706,3220,89,1672,194,296528,11558,11302,,,20.2969443,110.5780314,153.6814043,312.4395749,182.6982154,980.1239993,89.02032755,105.6796011,125.5095354,59.00575306,190.0042223,101.0901468,984.0879061,593.933381,329.2034043,350.7238871,112.2019635,54.39216753,,2769,648,344,159,,980.8236479,503.6774835,176.932349,,668,134,802,35349,4748,50,20,7,7,85.9,74,13,745.9,,,35349
13/05/2020,267311,40724,793,3351,131,1639,190,302929,11400,11363,,,20.2969443,111.2984094,155.799322,318.9487327,182.9009881,999.2462447,90.51646751,106.3570345,125.5095354,59.00575306,191.1153581,102.4844937,1003.286316,607.2002646,339.251764,357.9826502,112.2019635,54.39216753,,2811,659,349,162,,999.9593367,515.5534684,179.7411473,,684,99,783,36033,4847,42,11,5,3,82.9,69,17,737.1,,,36033
14/05/2020,274630,41420,696,3401,50,1627,191,310868,11109,13169,,,21.31179151,111.6585984,157.5201301,323.3519865,183.5093063,1016.335239,91.01518083,107.7119011,125.5095354,59.00575306,191.1153581,103.4140583,1019.096771,619.8903271,347.0671549,365.9393712,112.2019635,54.39216753,,2869,678,357,163,,1016.822662,526.1400606,182.4402269,,631,72,703,36664,4919,58,19,8,1,79.1,58,13,747.9,,,36664
15/05/2020,282551,42183,763,3483,82,1603,185,319472,11028,12054,,,21.81921512,111.6585984,160.2998971,329.2868069,184.1176244,1033.085357,95.25424405,107.7119011,125.5095354,59.00575306,191.1153581,104.3436228,1043.490045,637.0026841,355.9990303,373.7565006,112.2019635,54.39216753,,2929,694,362,169,,1034.921835,538.4910849,185.7756749,,723,65,788,37387,4984,60,16,5,6,75.7,77,14,739.4,,,37387
16/05/2020,290192,42920,737,3562,79,1580,182,327782,11017,13435,,,21.81921512,112.3789765,163.212034,333.1157233,184.1176244,1046.156259,97.99716731,108.3893345,125.5095354,59.00575306,191.1153581,107.1323165,1058.171182,653.9227675,368.2803588,382.8299544,112.2019635,54.39216753,,2982,704,370,176,,1048.276951,553.5566199,188.8697418,,624,74,698,38011,5058,53,10,8,7,72,55,14,715.6,,,38011
17/05/2020,296991,43627,707,3596,34,1586,176,335232,11024,10203,,,22.32663872,113.4595436,165.4623216,335.9874105,184.1176244,1062.519092,100.2413772,108.3893345,125.5095354,59.00575306,192.2264939,108.9914457,1075.562683,667.5741984,377.0527363,392.2523872,112.2019635,54.39216753,,3023,711,381,182,,1064.821348,565.2290165,192.0076961,,638,93,731,38649,5151,41,7,11,6,73.7,61,13,718.6,,,38649
18/05/2020,302358,44197,570,3647,51,1599,178,341102,10775,9582,,,22.32663872,114.1799216,169.1686776,339.6248811,184.5231698,1078.688282,106.4752937,108.3893345,125.5095354,59.00575306,192.2264939,111.5477482,1089.566229,677.9569768,383.4326473,398.8131922,112.2019635,54.39216753,,3071,722,387,186,,1080.608292,574.4583533,195.0578755,,592,79,671,39241,5230,48,11,6,4,69.6,49,17,721.1,,,39241
19/05/2020,307437,44775,578,3718,71,,183,346684,10507,11608,1359,,22.83406233,114.1799216,170.4923762,345.1768098,185.7398061,1094.179721,108.470147,108.3893345,125.5095354,59.00575306,193.3376297,111.7801394,1102.892184,686.9938396,389.4935627,406.8397091,112.2019635,54.39216753,,3107,733,397,187,,1095.717513,582.4661602,198.0861112,,577,58,635,39818,5288,36,11,10,1,67.1,51,13,695.1,,,39818
20/05/2020,314247,45495,720,3800,82,,175,354172,10431,12506,1326,,22.83406233,114.1799216,173.8016226,349.0057261,187.5647605,1114.076538,112.7092102,108.3893345,125.5095354,59.00575306,195.5599013,112.2449217,1116.669866,700.8375441,399.2229268,415.4943881,112.2019635,54.39216753,,3156,743,403,195,,1114.534273,594.8171845,201.3776717,,729,75,804,40547,5363,49,10,6,8,65.1,62,9,667.3,,,40547
21/05/2020,321123,46141,646,3865,65,,171,361628,10163,14572,1305,,23.34148594,114.1799216,176.4490197,352.8346425,187.5647605,1132.666266,117.6963434,109.7442012,125.5095354,59.00575306,196.6710371,112.2449217,1133.157913,709.8744068,407.5168111,422.4739679,112.2019635,59.83138428,,3190,756,407,201,,1132.753044,603.9107957,204.2303574,,654,67,721,41201,5430,34,13,4,6,65,65,12,641.4,,,41201
22/05/2020,329677,46838,697,3940,75,,167,370820,10060,15375,1282,,23.84890955,114.5401107,180.0230059,356.2806672,187.5647605,1145.107828,118.9431267,109.7442012,125.5095354,59.00575306,197.7821729,112.709704,1146.483868,721.603101,417.0866775,430.4306889,112.2019635,59.83138428,,3237,768,416,203,,1145.350705,615.7189178,206.7758309,,562,44,606,41763,5474,47,12,9,2,63.3,55,7,619,,,41763
23/05/2020,338380,47411,573,3984,44,,170,380061,9928,13533,1262,,23.84890955,114.5401107,183.596992,358.7694629,187.7675332,1155.516138,119.6911967,109.7442012,125.5095354,59.00575306,198.8933087,112.709704,1158.002914,730.0631427,424.2640773,437.5498604,112.2019635,59.83138428,,3286,777,420,205,,1155.955066,624.541078,209.101867,,460,43,503,42223,5517,49,9,4,2,64.4,47,14,593.4,,,42223
24/05/2020,347398,47984,573,4069,85,,179,389618,9856,12121,1244,,23.84890955,115.2604887,188.4946767,359.9181378,187.970306,1165.924449,122.6834766,110.4216345,125.5095354,59.00575306,201.1155803,112.9420951,1171.328869,738.715458,431.4414771,446.2045394,112.2019635,59.83138428,,3328,789,427,208,,1166.878355,633.5668265,212.2398213,,490,60,550,42713,5577,42,12,7,3,62,45,9,553.4,,,42713
25/05/2020,353036,48598,614,4139,70,,181,395775,9636,10112,1220,,24.35633315,115.2604887,192.2010327,362.9812709,188.5786241,1175.897063,125.1770432,110.4216345,125.5095354,59.00575306,201.1155803,113.4068774,1179.008233,746.983226,437.821388,455.2779932,112.2019635,59.83138428,,3368,798,432,211,,1176.4462,641.9818101,215.5094381,,469,45,514,43182,5622,40,9,5,3,65.1,38,13,509.7,,,43182
26/05/2020,358822,49139,541,4228,89,,182,402059,9425,12972,1192,,24.35633315,115.2604887,195.7750189,365.2786207,188.7813968,1187.806107,129.9148198,110.4216345,125.5095354,59.00575306,201.1155803,114.336442,1188.946233,752.3668889,441.4898368,458.9073747,112.2019635,59.83138428,,3414,809,439,213,,1188.007345,646.1893018,217.7915867,,395,61,456,43577,5683,46,11,7,2,64.1,52,6,484.4,,,43577
27/05/2020,365402,49702,563,4302,74,,177,409135,9206,14949,1151,,24.35633315,115.2604887,200.1432242,367.7674163,189.1869422,1200.199259,130.9122464,110.4216345,125.5095354,59.00575306,201.1155803,114.5688331,1201.820461,756.5969098,448.6672366,465.2587924,112.2019635,59.83138428,,3448,820,446,217,,1200.485409,653.1791672,220.1615103,,459,65,524,44036,5748,34,11,7,4,60.6,44,9,469.6,,,44036
28/05/2020,373567,50232,530,4363,61,,171,417796,8998,13868,1089,,24.35633315,115.6206777,203.055361,371.5963327,189.1869422,1209.542533,132.4083864,111.0990679,126.6202392,59.00575306,201.1155803,114.5688331,1212.436052,760.4423833,453.6116676,470.3538856,112.2019635,59.83138428,,3502,833,454,221,,1210.053253,658.6760516,222.2242215,,370,45,415,44406,5793,54,13,8,4,56.9,38,12,432.7,,,44406
29/05/2020,384289,50651,419,4439,76,,165,428895,8659,13853,1027,,24.35633315,115.6206777,207.9530458,373.5107908,189.389715,1219.03104,133.405813,111.0990679,126.6202392,59.00575306,203.337852,114.8012242,1221.696462,766.4028672,460.6295696,474.6812251,112.2019635,59.83138428,,3554,838,459,222,,1219.501499,665.4623287,224.2430453,,400,29,429,44806,5822,52,5,5,1,53.7,42,5,405.7,,,44806
30/05/2020,391792,51059,408,4641,202,,170,436799,8322,12985,1023,,24.35633315,115.6206777,210.7328128,376.1910323,189.7952604,1229.052064,133.405813,111.7765012,126.6202392,59.00575306,203.337852,115.4983977,1228.698235,771.7865301,468.2854627,477.7522403,112.2019635,59.83138428,,3578,846,465,223,,1228.989612,671.1628014,225.932713,,380,19,399,45186,5841,24,8,6,1,48.9,31,8,373.6,,,45186
31/05/2020,399497,51354,295,4661,20,,161,444782,8011,9458,1019,,24.35633315,115.9808668,212.5859908,377.9140447,189.7952604,1235.829569,133.405813,111.7765012,126.6202392,59.00575306,203.337852,115.7307888,1234.118962,776.2088246,474.5058759,480.5440722,112.2019635,59.83138428,,3603,853,469,225,,1235.527639,676.1167837,227.1176748,,259,33,292,45445,5874,25,7,4,2,46.1,32,6,338,,,45445
01/06/2020,404814,51593,239,4713,52,,158,450317,7579,9646,1011,,24.35633315,116.3410558,214.3067989,380.2113945,190.2008058,1243.430056,135.1513096,112.4539345,126.6202392,59.00575306,203.337852,116.1955711,1238.184508,779.0929297,476.1008536,486.4767151,112.2019635,59.83138428,,3631,857,471,226,,1242.504192,679.9849616,229.1145549,,286,39,325,45731,5913,28,4,2,1,37.1,40,8,314.4,,,45731
02/06/2020,410793,51884,291,4794,81,,155,456561,7213,12444,985,,24.35633315,116.3410558,216.4247166,380.5942861,190.2008058,1248.271131,136.1487363,112.4539345,126.6202392,59.00575306,203.337852,116.1955711,1242.475917,781.5924875,478.4933202,490.8040546,112.2019635,59.83138428,,3654,861,475,227,,1247.248248,683.9888651,230.2775729,,216,15,231,45947,5928,23,4,4,1,32,20,9,289.1,,,45947
03/06/2020,417256,52143,259,4885,91,,144,463267,6820,12490,932,,24.35633315,116.3410558,218.4102645,382.7001901,190.4035785,1253.838367,136.3980929,112.4539345,126.6202392,59.00575306,204.4489878,116.8927445,1249.929418,783.8997716,483.7567468,494.2938445,112.2019635,59.83138428,,3674,866,483,231,,1253.148419,687.9927685,231.769747,,247,28,275,46194,5956,20,5,8,4,30.1,32,7,267.6,,,46194
04/06/2020,424619,52398,255,4935,50,,129,470862,6566,10789,895,,24.35633315,116.3410558,220.5281822,383.6574192,190.4035785,1259.8413,136.6474496,112.4539345,126.6202392,59.00575306,204.4489878,117.3575268,1255.124281,784.4765926,486.7872045,498.272205,112.2019635,59.83138428,,3684,869,485,232,,1259.008723,690.0286517,233.3716398,,230,20,250,46424,5976,10,3,2,1,28,24,2,252.3,,,46424
05/06/2020,431289,52624,226,4970,35,,127,477737,6169,12657,849,,24.35633315,116.3410558,222.6460999,384.4232025,190.809124,1265.408536,137.3955196,112.4539345,126.6202392,59.00575306,204.4489878,117.5899179,1259.867418,786.7838767,490.4556532,502.0411781,112.2019635,59.83138428,,3702,874,488,233,,1264.430502,693.489653,234.7760389,,223,29,252,46647,6005,18,5,3,1,25.3,31,7,222.7,,,46647
06/06/2020,438296,52849,225,4978,8,,126,484972,5966,9576,840,,24.35633315,117.0614338,224.8963875,384.8060941,190.809124,1270.491664,138.1435895,112.4539345,128.841647,59.00575306,204.4489878,118.0547002,1263.255373,788.5143398,493.3266132,507.0664756,112.2019635,59.83138428,,3721,875,493,234,,1269.214424,697.4935564,236.268213,,221,27,248,46868,6032,19,1,5,1,23.6,25,4,213.1,,,46868
07/06/2020,443016,53047,198,4984,6,,119,489877,5734,6924,857,,24.35633315,117.0614338,226.2200861,385.1889857,190.809124,1274.07406,139.3903728,112.4539345,129.9523508,59.00575306,204.4489878,118.0547002,1268.450237,790.2448028,495.7190798,510.2072865,112.2019635,59.83138428,,3737,880,494,235,,1273.081428,700.6831066,237.1459625,,170,15,185,47038,6047,16,5,1,1,20.6,26,4,198.4,,,47038
08/06/2020,446726,53185,138,5029,45,,117,493724,5404,7995,844,,24.35633315,117.4216229,227.1466751,385.1889857,190.809124,1276.494597,139.8890862,112.4539345,129.9523508,59.00575306,204.4489878,118.2870914,1270.708873,791.9752659,496.6760664,512.4407521,112.2019635,59.83138428,,3748,884,495,235,,1275.473389,702.651127,237.7823309,,110,8,118,47148,6055,11,4,1,0,21.4,18,6,184.3,,,47148
09/06/2020,451406,53341,156,5081,52,,117,498550,5080,9676,797,,24.35633315,118.1420009,228.7351134,385.5718774,191.4174421,1280.270635,140.1384428,112.4539345,129.9523508,59.00575306,204.4489878,118.2870914,1275.226146,793.705729,498.2710441,514.3252386,112.2019635,59.83138428,,3760,886,499,237,,1279.380259,704.3476963,238.6820241,,154,10,164,47302,6065,12,2,4,2,20,20,6,173.3,,,47302
10/06/2020,456779,53485,144,5105,24,,114,504056,4709,9101,757,,24.35633315,118.862379,230.4559215,385.7633232,191.8229875,1283.562566,141.3852261,112.4539345,129.9523508,59.00575306,205.5601236,118.2870914,1278.388237,795.4361921,499.5470263,517.675437,112.2019635,59.83138428,,3770,889,500,239,,1282.649272,707.5372465,239.603661,,154,18,172,47456,6083,10,3,1,2,18.9,19,3,155.6,,,47456
11/06/2020,462007,53666,181,5148,43,,107,509452,4436,9493,733,,24.35633315,118.862379,231.2501406,386.5291065,191.8229875,1286.806086,141.6345828,112.4539345,129.9523508,59.00575306,206.6712594,118.5194825,1280.646873,796.2052868,501.4609996,520.8162479,112.2019635,59.83138428,,3785,891,504,240,,1285.718956,709.7088551,240.5252979,,139,12,151,47595,6095,15,2,4,1,17,23,3,142.6,,,47595
12/06/2020,467270,53824,158,5195,47,,102,514868,4163,9480,686,,24.35633315,119.222568,232.9709488,387.4863356,192.0257602,1290.29166,142.3826528,112.4539345,129.9523508,59.00575306,206.6712594,118.7518737,1282.90551,797.3589288,504.8104528,523.7476714,112.2019635,59.83138428,,3794,895,507,241,,1288.987969,712.0840521,241.7980347,,158,17,175,47753,6112,9,4,3,1,17,26,3,141.3,,,47753
13/06/2020,473169,53952,128,5222,27,,85,520873,3953,7079,684,,24.35633315,119.222568,233.3680584,388.060673,192.0257602,1293.438359,142.8813661,112.4539345,129.9523508,59.00575306,206.6712594,118.9842648,1284.034828,798.5125709,506.4054306,525.7717496,112.2019635,59.83138428,,3805,899,509,242,,1291.778591,713.5091703,242.522178,,107,17,124,47860,6129,11,4,2,1,15.9,14,2,136.6,,,47860
14/06/2020,477179,54054,102,5242,20,,82,524979,3822,5200,689,,24.86375676,119.582757,234.4270172,388.4435646,192.0257602,1294.79386,142.8813661,112.4539345,129.9523508,59.00575306,206.6712594,118.9842648,1285.39001,799.0893919,509.9143816,527.377053,112.2019635,59.83138428,,3808,904,511,242,,1293.134035,715.7486417,243.1146589,,89,5,94,47949,6134,3,5,2,0,14.6,9,3,129.1,,,47949
15/06/2020,480360,54146,92,5269,27,,77,528245,3519,6812,641,,24.86375676,119.582757,234.9564966,388.6350105,192.0257602,1297.456451,142.8813661,113.1313679,129.9523508,59.00575306,206.6712594,118.9842648,1288.777965,800.4353076,512.3068482,528.1448067,112.2019635,59.83138428,,3815,908,516,242,,1295.924656,717.2416227,243.4877024,,99,10,109,48048,6144,7,4,5,0,12.6,15,0,127.3,,,48048
16/06/2020,485132,54263,117,5298,29,,72,533133,3310,8889,618,,24.86375676,119.582757,235.7507158,389.0179021,192.0257602,1300.942025,143.3800794,113.8088012,129.9523508,59.00575306,206.6712594,118.9842648,1290.584874,801.0121286,514.3803193,529.8199059,112.2019635,59.83138428,,3823,908,519,243,,1299.113938,718.7346036,244.1240708,,119,12,131,48167,6156,8,0,3,1,11.7,14,2,120.7,,,48167
17/06/2020,490711,54383,120,5340,42,,65,538818,3103,9803,572,,25.87860398,119.582757,236.8096746,389.4007937,192.4313057,1303.410973,143.3800794,115.1636679,129.9523508,59.00575306,206.6712594,118.9842648,1291.940056,801.0121286,516.4537903,532.192963,112.2019635,59.83138428,,3825,911,521,243,,1301.386301,720.7704868,244.8482141,,112,8,120,48279,6164,2,3,2,0,9.7,17,2,116.6,,,48279
18/06/2020,496727,54550,167,5375,35,,62,545165,2991,9876,512,,26.38602758,119.582757,237.8686335,389.4007937,192.8368511,1305.928332,143.3800794,115.1636679,129.9523508,59.00575306,206.6712594,118.9842648,1294.65042,801.973497,520.7602302,534.3566328,112.2019635,59.83138428,,3829,912,523,244,,1303.937726,723.4171348,245.6162449,,122,16,138,48401,6180,4,1,2,1,9.7,14,0,114.1,,,48401
19/06/2020,502807,54674,124,5408,33,,62,551352,2829,8290,467,,27.90829841,119.582757,238.7952225,389.4007937,193.2423965,1308.881387,143.3800794,115.1636679,129.9523508,59.00575306,207.7823952,118.9842648,1296.683192,802.3580443,524.428679,535.8223446,112.2019635,59.83138428,,3837,913,524,245,,1306.728347,725.3172924,246.2965007,,112,17,129,48513,6197,8,1,1,1,8.4,19,0,110.4,,,48513
20/06/2020,502807,54766,92,5417,9,,61,551352,2760,7742,460,,28.41572201,119.582757,239.3247019,389.4007937,194.0534874,1310.382121,143.3800794,115.1636679,129.9523508,59.00575306,207.7823952,119.2166559,1298.490102,802.9348654,527.1401411,537.6370353,112.2019635,59.83138428,,3840,913,525,245,,1308.283122,727.0138616,246.9767565,,89,6,95,48602,6203,3,0,1,0,8.7,15,1,105,,,48602
21/06/2020,502807,54835,69,5417,0,,57,551352,2669,5880,463,,28.41572201,119.582757,239.8541814,389.5922396,194.2562601,1311.543979,143.3800794,115.1636679,129.9523508,59.00575306,207.7823952,119.4490471,1302.329784,803.8962337,529.37311,538.3349933,112.2019635,59.83138428,,3845,915,528,245,,1309.917629,728.3032543,247.3498001,,76,1,77,48678,6204,5,2,3,0,9.6,12,0,100.7,,,48678
22/06/2020,515749,54884,49,5424,7,,56,564464,2536,6185,459,,28.92314562,119.582757,240.1189211,389.5922396,194.2562601,1313.431998,143.8787927,115.1636679,129.9523508,59.00575306,207.7823952,119.4490471,1303.007374,804.4730548,531.6060788,539.6611135,112.2019635,59.83138428,,3849,916,530,245,,1311.592002,729.4569214,247.8764497,,79,4,83,48757,6208,4,1,2,0,9.6,11,3,93.9,,,48757
23/06/2020,520227,54937,53,5441,17,,52,568997,2376,7917,448,,29.43056923,119.582757,241.5749895,389.7836854,194.2562601,1315.320017,143.8787927,115.1636679,129.9523508,59.00575306,207.7823952,119.9138294,1303.910829,804.8576021,533.2010565,541.2664168,112.2019635,59.83138428,,3856,918,534,246,,1313.30624,730.5427257,248.6225368,,93,0,93,48850,6208,7,2,4,1,8.9,7,2,87.6,,,48850
24/06/2020,524578,55079,142,5448,7,,50,573478,2368,8113,437,,29.43056923,119.582757,242.1044689,389.7836854,194.2562601,1316.772339,144.377506,115.1636679,129.9523508,59.00575306,207.7823952,120.1462205,1305.491875,806.0112442,536.391012,542.6623328,112.2019635,59.83138428,,3863,919,537,248,,1314.781283,732.8500599,249.0394678,,84,6,90,48934,6214,7,1,3,2,8.7,13,4,86.4,,,48934
25/06/2020,530504,55156,77,5455,7,,48,579443,2266,7323,430,,29.43056923,119.582757,242.6339484,390.166577,194.2562601,1318.999234,144.6268627,115.1636679,129.9523508,59.00575306,208.893531,120.1462205,1306.621193,807.9339809,538.9429764,543.0113118,112.2019635,59.83138428,,3869,920,538,248,,1316.81445,734.5466292,249.3466801,,84,6,90,49018,6220,6,1,1,0,8,13,2,83.9,,,49018
26/06/2020,535545,55241,85,5472,17,,45,584567,2104,9091,413,,29.43056923,119.582757,243.4281675,390.166577,194.2562601,1321.032485,144.8762194,115.1636679,129.9523508,59.00575306,210.0046668,120.1462205,1307.07292,808.3185283,541.9734341,543.8488614,112.2019635,59.83138428,,3873,920,538,250,,1318.568555,736.0396101,249.7636111,,72,13,85,49090,6233,4,0,0,2,8,16,3,80.7,,,49090
27/06/2020,535545,55318,77,5478,6,,43,584567,2037,7788,412,,30.44541644,119.582757,244.0900168,390.166577,194.2562601,1322.581629,145.125576,115.1636679,129.9523508,59.00575306,210.0046668,120.3786116,1309.331557,809.2798966,543.8874073,545.1749816,112.2019635,59.83138428,,3875,921,538,250,,1320.242928,737.4647283,250.2902608,,84,3,87,49174,6236,2,1,0,0,7.4,11,4,81.1,,,49174
28/06/2020,535545,55390,72,5485,7,,45,584567,2015,5424,410,,30.44541644,119.582757,244.6194962,390.3580228,194.2562601,1323.453022,145.873646,115.1636679,129.9523508,59.00575306,210.0046668,120.8433939,1310.912602,810.6258124,545.6418828,545.5937563,112.2019635,59.83138428,,3879,921,539,250,,1321.239578,738.754121,250.6194168,,56,3,59,49230,6239,4,0,1,0,6.3,10,4,78.7,,,49230
29/06/2020,551091,55458,68,5503,18,,38,600314,1917,6770,397,,30.44541644,119.582757,244.7518661,390.3580228,194.4590328,1324.227594,146.8710726,115.1636679,129.9523508,59.00575306,210.0046668,121.0757851,1311.816057,811.5871807,548.8318383,546.2219185,112.2019635,59.83138428,,3881,923,542,250,,1322.036898,740.3149647,251.0144041,,55,6,61,49285,6245,2,2,3,0,5.9,8,1,75.9,,,49285
30/06/2020,555859,55524,66,5527,24,,33,605141,1826,8879,389,,30.95284005,119.582757,245.0166058,390.3580228,194.8645782,1326.164024,147.369786,115.1636679,129.9523508,59.00575306,211.1158026,121.0757851,1312.945375,812.3562754,551.3838027,547.8272219,112.2019635,59.83138428,,3885,924,547,250,,1323.830869,742.4865734,251.4313351,,87,9,96,49372,6254,4,1,5,0,6,13,0,76.3,,,49372
01/07/2020,561791,55593,69,5541,14,,32,611136,1739,8681,379,,30.95284005,119.582757,245.2813455,390.9323603,195.067351,1327.277472,147.6191426,115.1636679,129.9523508,59.00575306,211.1158026,121.0757851,1313.622966,814.2790122,553.9357671,548.8043631,112.2019635,59.83138428,,3888,925,548,250,,1324.867386,744.4545937,251.8263223,,72,1,73,49444,6255,3,1,1,0,5.9,10,1,77.4,,,49444
02/07/2020,567253,55682,89,5560,19,,31,616676,1600,7918,361,,30.95284005,119.582757,245.5460852,391.1238061,195.2701237,1328.052043,148.1178559,115.1636679,129.9523508,59.00575306,211.1158026,121.0757851,1315.655739,815.2403805,555.0522515,550.549258,119.2145863,59.83138428,,3889,926,550,251,,1325.864036,746.2868885,252.1993659,,62,8,70,49506,6263,1,1,2,1,5.7,7,2,77.1,,,49506
03/07/2020,572565,55784,102,5566,6,,27,622087,1572,7919,348,,30.95284005,119.582757,246.6050441,391.1238061,195.2701237,1328.826615,148.6165693,115.1636679,129.9523508,59.00575306,211.1158026,121.3081762,1317.462648,816.5862963,559.0396958,552.0149698,119.2145863,59.83138428,,3891,928,551,253,,1326.820821,748.7299482,252.8137905,,85,3,88,49591,6266,2,2,1,2,5.6,11,2,78,,,49591
04/07/2020,572565,55863,79,5574,8,,26,622087,1539,6268,345,,30.95284005,120.3031351,246.7374139,391.3152519,195.4728964,1329.504366,150.3620659,115.1636679,129.9523508,59.00575306,212.2269384,121.3081762,1318.140239,818.1244857,561.751158,554.8068017,119.2145863,59.83138428,,3891,929,552,253,,1327.498543,750.9694197,253.8012586,,93,2,95,49684,6268,0,1,1,0,4.7,7,0,79.4,,,49684
05/07/2020,572565,55937,74,5577,3,,25,622087,1399,5318,352,,30.95284005,120.3031351,247.0021537,391.6981435,196.0812145,1329.891652,151.6088492,115.1636679,129.9523508,59.00575306,212.2269384,121.3081762,1318.81783,819.2781277,562.389149,556.4819009,119.2145863,59.83138428,,3893,931,552,253,,1327.937069,751.9194985,254.5034582,,48,9,57,49732,6277,2,2,0,0,4.3,3,1,83.1,,,49732
06/07/2020,594519,55997,60,5590,13,,26,644248,1380,7302,321,,30.95284005,120.3031351,247.2668934,391.6981435,196.2839872,1330.617813,152.1075625,115.1636679,131.0630547,59.00575306,212.2269384,121.3081762,1320.398875,820.2394961,563.5056335,558.3663875,119.2145863,59.83138428,,3895,933,553,254,,1328.814122,752.6659889,255.2495453,,67,0,67,49799,6277,2,2,1,1,4.3,4,0,91.3,,,49799
07/07/2020,599042,56079,82,5603,13,,27,648924,1335,9279,304,,31.46026366,121.7438912,247.9287427,392.0810352,196.8923054,1331.586028,153.3543458,115.1636679,133.2844624,59.00575306,212.2269384,121.3081762,1322.431648,821.3931381,565.8981001,560.7394446,119.2145863,59.83138428,,3896,935,554,254,,1329.970236,754.7018721,256.2809009,,104,2,106,49903,6279,1,2,1,0,3.6,11,1,95,,,49903
08/07/2020,606464,56216,137,5609,6,,27,656477,1365,10504,281,,31.46026366,122.8244583,248.1934824,392.0810352,197.2978508,1333.183583,154.1024158,115.1636679,134.3951662,59.00575306,213.3380742,121.5405674,1323.335103,822.9313275,567.4930778,562.9031144,119.2145863,59.83138428,,3897,935,555,254,,1331.445279,755.9234019,257.2464253,,96,3,99,49999,6282,1,0,1,0,4.1,11,1,95.6,,,49999
09/07/2020,613521,56316,100,5612,3,,24,663629,1338,12034,293,,31.46026366,122.8244583,248.3258522,392.6553726,197.906169,1335.60412,154.3517724,115.1636679,135.5058701,59.00575306,213.3380742,121.5405674,1325.819603,824.0849696,569.7260466,565.4157631,119.2145863,59.83138428,,3898,937,557,254,,1333.877106,757.4842457,258.1680623,,124,3,127,50123,6285,1,2,2,0,3.6,12,0,97.9,,,50123
10/07/2020,621527,56407,91,5620,8,,22,671724,1332,11277,291,,31.46026366,123.1846473,248.5905919,392.6553726,198.5144871,1337.976247,154.3517724,115.1636679,136.6165739,59.00575306,214.44921,121.5405674,1326.045466,825.4308853,571.6400199,567.9284118,119.2145863,59.83138428,,3899,937,557,255,,1335.870407,759.1129522,259.023868,,111,3,114,50234,6288,1,0,0,1,3.1,15,0,108.1,,,50234
11/07/2020,621527,56521,114,5627,7,,20,671724,1366,10118,286,,31.46026366,126.4263485,249.1200714,393.2297101,199.7311234,1338.992872,155.3491991,115.1636679,136.6165739,59.00575306,214.44921,121.5405674,1326.723057,825.8154327,574.8299754,569.8128984,119.2145863,59.83138428,,3900,938,561,255,,1336.827191,760.8095214,260.1210548,,95,4,99,50329,6292,1,1,4,0,2.7,12,2,111.6,,,50329
