statementEN,statementFR
This page will be updated once per day in the evening at 7:00PM Eastern Time.,"Cette page sera mise à jour une fois par jour le soir à 19h00, heure de l'Est."
The majority of cases (80.9%) and deaths (93.8%) have been reported by Ontario and Quebec.,"La majorité des cas (80,9%) et des décès (93,8%) est survenue au Québec et en Ontario."
"Of the jurisdictions reporting updates (n=7), no new cases have been reported in 2 provinces or territories within the past 24 hours.","Parmi les provinces ou territoires signalant des mises à jour (n=7), 2 n'ont rapporté aucun nouveau cas au cours des dernières 24 heures."
"Of the jurisdictions reporting updates (n=7), no new deaths have been reported in 6 provinces or territories within the past 24 hours.","Parmi les provinces ou territoires signalant des mises à jour (n=7), 6 n’ont rapporté aucun nouveau décès au cours des dernières 24 heures."
