statementEN,statementFR
This page will be updated once per day in the evening at 7:00PM Eastern Time.,"Cette page sera mise à jour une fois par jour le soir à 19h00, heure de l'Est."
The majority of cases (73.6%) and deaths (91.2%) have been reported by Ontario and Quebec.,La majorité des cas (73.6%) et des décès (91.2%) est survenue au Québec et en Ontario.
"Of the jurisdictions reporting updates (n=9), no new cases have been reported in 0 provinces or territories within the past 24 hours.","Parmi les provinces ou territoires signalant des mises à jour (n=9), 0 n'ont rapporté aucun nouveau cas au cours des dernières 24 heures."
"Of the jurisdictions reporting updates (n=9), no new deaths have been reported in 4 provinces or territories within the past 24 hours.","Parmi les provinces ou territoires signalant des mises à jour (n=9), 4 n'ont rapporté aucun nouveau décès au cours des dernières 24 heures."
