statementEN,statementFR
"This page will be updated once per day in the evening at 7:00PM Eastern Time, excluding October 10 and 11.","Cette page sera mise à jour une fois par jour le soir à 19h00, heure de l'Est, sauf les 10 et 11 octobre."
The majority of cases (79.6%) and deaths (93.2%) have been reported by Ontario and Quebec.,"La majorité des cas (79,6%) et des décès (93,2%) est survenue au Québec et en Ontario."
"Of the jurisdictions reporting updates (n=12), no new cases have been reported in 4 provinces or territories within the past 24 hours.","Parmi les provinces ou territoires signalant des mises à jour (n=12), 4 n'ont rapporté aucun nouveau cas au cours des dernières 24 heures."
"Of the jurisdictions reporting updates (n=12), no new deaths have been reported in 9 provinces or territories within the past 24 hours.","Parmi les provinces ou territoires signalant des mises à jour (n=12), 9 n'ont rapporté aucun nouveau décès au cours des dernières 24 heures."
