date,lhin_region,ICU,ICU_vented,hospitalizations
07/20/2020,TORONTO,8,4,48
07/21/2020,TORONTO,6,4,46
07/22/2020,TORONTO,4,2,46
07/23/2020,TORONTO,3,3,71
07/24/2020,TORONTO,3,3,66
07/25/2020,TORONTO,3,3,23
07/26/2020,TORONTO,3,3,23
07/27/2020,TORONTO,3,3,22
07/28/2020,TORONTO,3,2,23
07/29/2020,TORONTO,4,2,23
07/30/2020,TORONTO,4,3,17
07/31/2020,TORONTO,5,3,12
08/01/2020,TORONTO,5,3,11
08/02/2020,TORONTO,6,3,9
08/03/2020,TORONTO,5,3,10
08/04/2020,TORONTO,7,4,10
08/05/2020,TORONTO,7,4,9
08/06/2020,TORONTO,8,3,13
08/07/2020,TORONTO,8,2,11
08/08/2020,TORONTO,7,2,6
08/09/2020,TORONTO,7,3,6
08/10/2020,TORONTO,6,4,5
08/11/2020,TORONTO,5,3,10
08/12/2020,TORONTO,4,2,3
08/13/2020,TORONTO,3,2,2
08/14/2020,TORONTO,2,2,2
08/15/2020,TORONTO,2,2,2
08/16/2020,TORONTO,2,1,3
08/17/2020,TORONTO,2,2,3
08/18/2020,TORONTO,2,1,3
08/19/2020,TORONTO,2,2,2
08/20/2020,TORONTO,1,1,3
08/21/2020,TORONTO,1,1,3
08/22/2020,TORONTO,0,0,4
08/23/2020,TORONTO,0,0,4
08/24/2020,TORONTO,1,0,3
08/25/2020,TORONTO,0,0,5
08/26/2020,TORONTO,0,0,4
08/27/2020,TORONTO,0,0,4
08/28/2020,TORONTO,0,0,5
08/29/2020,TORONTO,0,0,5
08/30/2020,TORONTO,0,0,4
08/31/2020,TORONTO,0,0,4
09/01/2020,TORONTO,0,0,5
09/02/2020,TORONTO,0,0,4
09/03/2020,TORONTO,0,0,6
09/04/2020,TORONTO,0,0,5
09/05/2020,TORONTO,0,0,5
09/06/2020,TORONTO,0,0,4
09/07/2020,TORONTO,0,0,4
09/08/2020,TORONTO,2,1,3
09/09/2020,TORONTO,3,1,5
09/10/2020,TORONTO,1,1,4
09/11/2020,TORONTO,5,2,6
09/12/2020,TORONTO,3,2,9
09/13/2020,TORONTO,4,2,8
09/14/2020,TORONTO,5,1,10
09/15/2020,TORONTO,5,3,9
09/16/2020,TORONTO,4,3,9
09/17/2020,TORONTO,4,4,13
09/18/2020,TORONTO,4,4,16
09/19/2020,TORONTO,4,3,13
09/20/2020,TORONTO,4,3,13
09/21/2020,TORONTO,4,3,14
09/22/2020,TORONTO,4,3,18
09/23/2020,TORONTO,4,3,17
09/24/2020,TORONTO,5,3,17
09/25/2020,TORONTO,4,3,19
09/26/2020,TORONTO,4,3,21
09/27/2020,TORONTO,3,1,23
09/28/2020,TORONTO,4,2,28
09/29/2020,TORONTO,4,1,32
09/30/2020,TORONTO,5,1,36
10/01/2020,TORONTO,5,1,40
10/02/2020,TORONTO,6,2,41
10/03/2020,TORONTO,8,3,37
10/04/2020,TORONTO,10,4,44
10/05/2020,TORONTO,9,4,49
10/06/2020,TORONTO,9,3,52
10/07/2020,TORONTO,10,4,52
10/08/2020,TORONTO,9,3,55
10/09/2020,TORONTO,8,3,56
10/10/2020,TORONTO,4,3,52
10/11/2020,TORONTO,3,3,47
10/12/2020,TORONTO,3,3,45
10/13/2020,TORONTO,4,3,48
10/14/2020,TORONTO,6,4,53
10/15/2020,TORONTO,6,4,53
10/16/2020,TORONTO,6,5,53
10/17/2020,TORONTO,7,4,48
10/18/2020,TORONTO,9,7,47
10/19/2020,TORONTO,7,5,49
10/20/2020,TORONTO,8,6,54
10/21/2020,TORONTO,10,7,44
10/22/2020,TORONTO,11,5,47
10/23/2020,TORONTO,15,7,55
10/24/2020,TORONTO,15,6,61
10/25/2020,TORONTO,14,6,59
10/26/2020,TORONTO,12,6,58
10/27/2020,TORONTO,11,7,60
10/28/2020,TORONTO,8,5,68
10/29/2020,TORONTO,10,5,67
10/30/2020,TORONTO,9,5,65
10/31/2020,TORONTO,8,3,68
11/01/2020,TORONTO,7,3,70
11/02/2020,TORONTO,10,4,73
11/03/2020,TORONTO,10,6,79
11/04/2020,TORONTO,11,5,66
11/05/2020,TORONTO,12,6,74
11/06/2020,TORONTO,8,2,72
11/07/2020,TORONTO,10,6,74
11/08/2020,TORONTO,11,6,68
11/09/2020,TORONTO,10,5,66
11/10/2020,TORONTO,11,8,77
11/11/2020,TORONTO,11,9,72
11/12/2020,TORONTO,14,10,72
11/13/2020,TORONTO,17,13,66
11/14/2020,TORONTO,20,16,73
11/15/2020,TORONTO,20,13,77
11/16/2020,TORONTO,23,12,80
11/17/2020,TORONTO,24,14,86
11/18/2020,TORONTO,23,14,83
11/19/2020,TORONTO,25,18,80
11/20/2020,TORONTO,24,19,68
11/21/2020,TORONTO,25,19,76
11/22/2020,TORONTO,25,20,66
11/23/2020,TORONTO,26,21,61
11/24/2020,TORONTO,24,17,78
11/25/2020,TORONTO,22,17,73
11/26/2020,TORONTO,23,17,76
11/27/2020,TORONTO,23,19,85
11/28/2020,TORONTO,26,19,91
11/29/2020,TORONTO,25,18,79
04/02/2020,WEST,51,25,133
04/03/2020,WEST,50,30,134
04/04/2020,WEST,43,32,131
04/05/2020,WEST,47,32,143
04/06/2020,WEST,48,32,161
04/07/2020,WEST,54,42,167
04/08/2020,WEST,54,44,162
04/09/2020,WEST,55,44,167
04/10/2020,WEST,56,43,167
04/11/2020,WEST,53,43,174
04/12/2020,WEST,55,43,180
04/13/2020,WEST,62,43,174
04/14/2020,WEST,59,42,171
04/15/2020,WEST,57,38,168
04/16/2020,WEST,59,48,170
04/17/2020,WEST,54,42,174
04/18/2020,WEST,52,41,159
04/19/2020,WEST,52,41,154
04/20/2020,WEST,50,36,153
04/21/2020,WEST,52,37,161
04/22/2020,WEST,49,38,168
04/23/2020,WEST,45,38,171
04/24/2020,WEST,47,39,183
04/25/2020,WEST,45,38,181
04/26/2020,WEST,46,38,177
04/27/2020,WEST,43,34,180
04/28/2020,WEST,44,34,185
04/29/2020,WEST,43,33,189
04/30/2020,WEST,39,31,194
05/01/2020,WEST,36,27,213
05/02/2020,WEST,34,29,208
05/03/2020,WEST,36,28,211
05/04/2020,WEST,31,24,204
05/05/2020,WEST,31,23,200
05/06/2020,WEST,31,26,200
05/07/2020,WEST,33,20,205
05/08/2020,WEST,30,23,208
05/09/2020,WEST,28,22,198
05/10/2020,WEST,26,21,193
05/11/2020,WEST,30,20,196
05/12/2020,WEST,30,19,203
05/13/2020,WEST,27,15,207
05/14/2020,WEST,24,15,199
05/15/2020,WEST,24,13,194
05/16/2020,WEST,23,10,187
05/17/2020,WEST,22,11,212
05/18/2020,WEST,22,12,229
05/19/2020,WEST,22,11,226
05/20/2020,WEST,18,9,225
05/21/2020,WEST,17,6,213
05/22/2020,WEST,16,6,203
05/23/2020,WEST,16,8,192
05/24/2020,WEST,17,8,189
05/25/2020,WEST,16,8,183
05/26/2020,WEST,14,8,184
05/27/2020,WEST,13,7,169
05/28/2020,WEST,10,5,168
05/29/2020,WEST,8,4,161
05/30/2020,WEST,7,3,130
05/31/2020,WEST,7,1,146
06/01/2020,WEST,8,2,147
06/02/2020,WEST,8,2,152
06/03/2020,WEST,12,5,139
06/04/2020,WEST,9,5,135
06/05/2020,WEST,8,6,129
06/06/2020,WEST,7,5,107
06/07/2020,WEST,7,5,97
06/08/2020,WEST,8,6,96
06/09/2020,WEST,8,6,96
06/10/2020,WEST,9,7,81
06/11/2020,WEST,10,7,86
06/12/2020,WEST,12,8,82
06/13/2020,WEST,11,6,83
06/14/2020,WEST,10,6,68
06/15/2020,WEST,10,6,65
06/16/2020,WEST,10,7,61
06/17/2020,WEST,10,8,55
06/18/2020,WEST,8,7,45
06/19/2020,WEST,30,24,42
06/20/2020,WEST,10,9,44
06/21/2020,WEST,11,7,38
06/22/2020,WEST,10,8,38
06/23/2020,WEST,8,7,38
06/24/2020,WEST,7,5,41
06/25/2020,WEST,8,6,42
06/26/2020,WEST,8,5,41
06/27/2020,WEST,7,4,41
06/28/2020,WEST,8,6,37
06/29/2020,WEST,7,5,44
06/30/2020,WEST,7,6,43
07/01/2020,WEST,6,5,36
07/02/2020,WEST,5,4,26
07/03/2020,WEST,5,4,28
07/05/2020,WEST,5,3,28
07/06/2020,WEST,4,2,23
07/07/2020,WEST,3,3,20
07/08/2020,WEST,4,4,17
07/09/2020,WEST,4,4,18
07/10/2020,WEST,5,5,17
07/11/2020,WEST,5,3,16
07/12/2020,WEST,4,3,17
07/13/2020,WEST,4,3,18
07/14/2020,WEST,4,3,22
07/15/2020,WEST,5,3,23
07/16/2020,WEST,4,4,16
07/17/2020,WEST,5,5,14
07/18/2020,WEST,6,4,12
07/19/2020,WEST,8,5,11
07/20/2020,WEST,10,5,18
07/21/2020,WEST,8,4,21
07/22/2020,WEST,9,3,24
07/23/2020,WEST,8,4,26
07/24/2020,WEST,7,4,25
07/25/2020,WEST,7,5,22
07/26/2020,WEST,6,5,22
07/27/2020,WEST,5,3,23
07/28/2020,WEST,5,3,24
07/29/2020,WEST,5,3,21
07/30/2020,WEST,4,3,22
07/31/2020,WEST,5,2,21
08/01/2020,WEST,5,1,22
08/02/2020,WEST,5,2,21
08/03/2020,WEST,6,1,21
08/04/2020,WEST,7,2,23
08/05/2020,WEST,9,3,17
08/06/2020,WEST,7,3,16
08/07/2020,WEST,8,4,18
08/08/2020,WEST,9,3,19
08/09/2020,WEST,8,3,16
08/10/2020,WEST,7,3,16
08/11/2020,WEST,6,3,17
08/12/2020,WEST,6,2,15
08/13/2020,WEST,6,2,14
08/14/2020,WEST,6,2,12
08/15/2020,WEST,5,3,11
08/16/2020,WEST,6,3,13
08/17/2020,WEST,6,3,14
08/18/2020,WEST,5,3,15
08/19/2020,WEST,6,3,17
08/20/2020,WEST,6,3,14
08/21/2020,WEST,5,2,14
08/22/2020,WEST,6,3,13
08/23/2020,WEST,4,1,13
08/24/2020,WEST,3,2,13
08/25/2020,WEST,4,3,12
08/26/2020,WEST,4,3,11
08/27/2020,WEST,4,2,10
08/28/2020,WEST,4,3,12
08/29/2020,WEST,4,0,13
08/30/2020,WEST,5,3,14
08/31/2020,WEST,5,3,15
09/01/2020,WEST,5,0,25
09/02/2020,WEST,3,2,23
09/03/2020,WEST,2,2,23
09/04/2020,WEST,2,2,21
09/05/2020,WEST,2,2,14
09/06/2020,WEST,2,2,11
09/07/2020,WEST,2,1,12
09/08/2020,WEST,1,1,11
09/09/2020,WEST,1,1,10
09/10/2020,WEST,1,1,8
09/11/2020,WEST,1,0,8
09/12/2020,WEST,0,0,2
09/13/2020,WEST,1,0,2
09/14/2020,WEST,2,0,4
09/15/2020,WEST,2,2,4
09/16/2020,WEST,3,1,6
09/17/2020,WEST,4,0,6
09/18/2020,WEST,4,0,7
09/19/2020,WEST,4,1,8
09/20/2020,WEST,4,1,8
09/21/2020,WEST,3,1,8
09/22/2020,WEST,3,0,10
09/23/2020,WEST,2,0,11
09/24/2020,WEST,3,2,11
09/25/2020,WEST,3,2,9
09/26/2020,WEST,3,2,10
09/27/2020,WEST,3,3,9
09/28/2020,WEST,3,2,11
09/29/2020,WEST,3,2,11
09/30/2020,WEST,3,2,12
10/01/2020,WEST,4,1,12
10/02/2020,WEST,5,3,11
10/03/2020,WEST,4,2,11
10/04/2020,WEST,3,1,14
10/05/2020,WEST,3,2,14
10/06/2020,WEST,3,2,16
10/07/2020,WEST,5,3,15
10/08/2020,WEST,5,2,18
10/09/2020,WEST,4,2,18
10/10/2020,WEST,6,3,14
10/11/2020,WEST,6,3,17
10/12/2020,WEST,6,3,16
10/13/2020,WEST,8,4,19
10/14/2020,WEST,8,4,18
10/15/2020,WEST,6,3,19
10/16/2020,WEST,5,3,21
10/17/2020,WEST,8,6,37
10/18/2020,WEST,9,5,23
10/19/2020,WEST,9,5,24
10/20/2020,WEST,10,6,27
10/21/2020,WEST,8,6,29
10/22/2020,WEST,9,6,27
10/23/2020,WEST,9,8,27
10/24/2020,WEST,10,7,24
10/25/2020,WEST,9,6,23
10/26/2020,WEST,10,6,30
10/27/2020,WEST,8,6,28
10/28/2020,WEST,8,6,24
10/29/2020,WEST,9,7,30
10/30/2020,WEST,7,5,24
10/31/2020,WEST,6,4,26
11/01/2020,WEST,7,6,28
11/02/2020,WEST,7,6,30
11/03/2020,WEST,9,6,30
11/04/2020,WEST,9,6,30
11/05/2020,WEST,10,7,31
11/06/2020,WEST,10,8,36
11/07/2020,WEST,8,5,34
11/08/2020,WEST,7,3,37
11/09/2020,WEST,8,5,35
11/10/2020,WEST,9,6,37
11/11/2020,WEST,9,6,37
11/12/2020,WEST,10,6,43
11/13/2020,WEST,12,7,40
11/14/2020,WEST,14,7,63
11/15/2020,WEST,17,7,61
11/16/2020,WEST,18,9,70
11/17/2020,WEST,19,11,74
11/18/2020,WEST,20,11,75
11/19/2020,WEST,25,15,74
11/20/2020,WEST,24,14,81
11/21/2020,WEST,31,14,80
11/22/2020,WEST,31,17,84
11/23/2020,WEST,32,10,90
11/24/2020,WEST,32,17,94
11/25/2020,WEST,32,21,102
11/26/2020,WEST,29,22,110
11/27/2020,WEST,28,19,114
11/28/2020,WEST,29,16,123
11/29/2020,WEST,28,10,125
