DATE,age_category,percent_positive_7d_avg
24-Jun-20,65+,0.0073
25-Jun-20,65+,0.0074
26-Jun-20,65+,0.0072
27-Jun-20,65+,0.0067
28-Jun-20,65+,0.0066
29-Jun-20,65+,0.0062
30-Jun-20,65+,0.0059
01-Jul-20,65+,0.0053
02-Jul-20,65+,0.0052
03-Jul-20,65+,0.005
04-Jul-20,65+,0.0051
05-Jul-20,65+,0.0052
06-Jul-20,65+,0.0051
07-Jul-20,65+,0.0048
08-Jul-20,65+,0.0049
09-Jul-20,65+,0.0044
10-Jul-20,65+,0.0048
11-Jul-20,65+,0.0047
12-Jul-20,65+,0.0046
13-Jul-20,65+,0.0042
14-Jul-20,65+,0.0044
15-Jul-20,65+,0.0041
16-Jul-20,65+,0.004
17-Jul-20,65+,0.004
18-Jul-20,65+,0.0039
19-Jul-20,65+,0.0037
20-Jul-20,65+,0.0038
21-Jul-20,65+,0.0037
22-Jul-20,65+,0.0035
23-Jul-20,65+,0.0036
24-Jul-20,65+,0.0032
25-Jul-20,65+,0.0034
26-Jul-20,65+,0.0034
27-Jul-20,65+,0.0033
28-Jul-20,65+,0.0032
29-Jul-20,65+,0.0033
30-Jul-20,65+,0.0033
31-Jul-20,65+,0.0035
01-Aug-20,65+,0.0033
02-Aug-20,65+,0.0032
03-Aug-20,65+,0.0029
04-Aug-20,65+,0.0025
05-Aug-20,65+,0.0023
06-Aug-20,65+,0.0025
07-Aug-20,65+,0.0024
08-Aug-20,65+,0.0023
09-Aug-20,65+,0.0025
10-Aug-20,65+,0.0027
11-Aug-20,65+,0.003
12-Aug-20,65+,0.003
13-Aug-20,65+,0.0028
14-Aug-20,65+,0.0028
15-Aug-20,65+,0.003
16-Aug-20,65+,0.003
17-Aug-20,65+,0.003
18-Aug-20,65+,0.0028
19-Aug-20,65+,0.003
20-Aug-20,65+,0.0031
21-Aug-20,65+,0.003
22-Aug-20,65+,0.003
23-Aug-20,65+,0.0032
24-Aug-20,65+,0.0035
25-Aug-20,65+,0.0038
26-Aug-20,65+,0.0039
27-Aug-20,65+,0.004
28-Aug-20,65+,0.004
29-Aug-20,65+,0.004
30-Aug-20,65+,0.004
31-Aug-20,65+,0.0039
01-Sep-20,65+,0.0038
02-Sep-20,65+,0.0036
03-Sep-20,65+,0.0034
04-Sep-20,65+,0.0037
05-Sep-20,65+,0.0039
06-Sep-20,65+,0.0037
07-Sep-20,65+,0.0037
08-Sep-20,65+,0.004
09-Sep-20,65+,0.0042
10-Sep-20,65+,0.0047
11-Sep-20,65+,0.0047
12-Sep-20,65+,0.0049
13-Sep-20,65+,0.0051
14-Sep-20,65+,0.0049
15-Sep-20,65+,0.0052
16-Sep-20,65+,0.0054
17-Sep-20,65+,0.0055
18-Sep-20,65+,0.0059
19-Sep-20,65+,0.006
20-Sep-20,65+,0.0065
21-Sep-20,65+,0.0073
22-Sep-20,65+,0.0079
23-Sep-20,65+,0.0085
24-Sep-20,65+,0.0089
25-Sep-20,65+,0.0098
26-Sep-20,65+,0.0105
27-Sep-20,65+,0.0104
28-Sep-20,65+,0.0115
29-Sep-20,65+,0.0122
30-Sep-20,65+,0.0124
01-Oct-20,65+,0.0124
02-Oct-20,65+,0.0125
03-Oct-20,65+,0.0124
04-Oct-20,65+,0.0126
05-Oct-20,65+,0.0123
06-Oct-20,65+,0.0125
07-Oct-20,65+,0.0127
08-Oct-20,65+,0.0126
09-Oct-20,65+,0.0132
10-Oct-20,65+,0.0133
11-Oct-20,65+,0.014
12-Oct-20,65+,0.0147
13-Oct-20,65+,0.0147
14-Oct-20,65+,0.0151
15-Oct-20,65+,0.0163
16-Oct-20,65+,0.0163
17-Oct-20,65+,0.0177
18-Oct-20,65+,0.0179
19-Oct-20,65+,0.0171
20-Oct-20,65+,0.0178
21-Oct-20,65+,0.02
22-Oct-20,65+,0.0206
23-Oct-20,65+,0.021
24-Oct-20,65+,0.021
25-Oct-20,65+,0.0222
26-Oct-20,65+,0.0234
27-Oct-20,65+,0.0246
28-Oct-20,65+,0.0256
29-Oct-20,65+,0.0258
30-Oct-20,65+,0.0254
31-Oct-20,65+,0.0254
01-Nov-20,65+,0.0247
02-Nov-20,65+,0.0264
03-Nov-20,65+,0.0264
04-Nov-20,65+,0.0259
05-Nov-20,65+,0.0267
06-Nov-20,65+,0.03
07-Nov-20,65+,0.0312
08-Nov-20,65+,0.0325
09-Nov-20,65+,0.0332
10-Nov-20,65+,0.0334
11-Nov-20,65+,0.0341
12-Nov-20,65+,0.0348
13-Nov-20,65+,0.0334
14-Nov-20,65+,0.0332
15-Nov-20,65+,0.0337
16-Nov-20,65+,0.0323
17-Nov-20,65+,0.0327
18-Nov-20,65+,0.0319
19-Nov-20,65+,0.0318
