Date,"Number of Tests, Excluding LTCH","Daily % Positivity, Excluding LTCH",Number of Tests in LTCH,LTCH Daily % Positivity
2020-03-10 0:00,10,0,0,0
2020-03-11 0:00,35,2.9,0,0
2020-03-12 0:00,38,2.6,0,0
2020-03-13 0:00,63,3.2,1,0
2020-03-14 0:00,123,2.4,0,0
2020-03-15 0:00,95,1.1,0,0
2020-03-16 0:00,83,1.2,0,0
2020-03-17 0:00,128,0,4,0
2020-03-18 0:00,206,1.9,1,0
2020-03-19 0:00,113,2.7,8,0
2020-03-20 0:00,136,0.7,6,0
2020-03-21 0:00,213,1.4,3,0
2020-03-22 0:00,148,2,2,0
2020-03-23 0:00,139,3.6,3,0
2020-03-24 0:00,257,2.3,4,0
2020-03-25 0:00,152,5.3,2,0
2020-03-26 0:00,276,2.5,3,0
2020-03-27 0:00,576,3.6,5,0
2020-03-28 0:00,363,7.2,3,0
2020-03-29 0:00,194,5.2,0,0
2020-03-30 0:00,565,7.8,1,0
2020-03-31 0:00,941,6.6,0,0
2020-04-01 0:00,564,5.3,4,25
2020-04-02 0:00,103,8.7,10,0
2020-04-03 0:00,241,10.4,4,0
2020-04-04 0:00,313,2.2,3,0
2020-04-05 0:00,422,6.9,5,20
2020-04-06 0:00,235,11.9,4,25
2020-04-07 0:00,286,10.1,7,0
2020-04-08 0:00,368,4.6,6,33.3
2020-04-09 0:00,291,9.6,5,0
2020-04-10 0:00,330,8.8,8,0
2020-04-11 0:00,227,10.6,11,36.4
2020-04-12 0:00,227,10.1,11,54.5
2020-04-13 0:00,165,6.1,26,3.8
2020-04-14 0:00,206,6.3,18,16.7
2020-04-15 0:00,392,10.2,25,20
2020-04-16 0:00,309,3.6,11,0
2020-04-17 0:00,375,8.5,66,50
2020-04-18 0:00,422,6.2,8,0
2020-04-19 0:00,451,4.4,47,12.8
2020-04-20 0:00,325,5.2,43,2.3
2020-04-21 0:00,543,7,25,36
2020-04-22 0:00,655,2.4,122,10.7
2020-04-23 0:00,775,3.6,105,2.9
2020-04-24 0:00,517,4.1,94,10.6
2020-04-25 0:00,557,5,28,3.6
2020-04-26 0:00,357,5,81,1.2
2020-04-27 0:00,271,5.9,80,10
2020-04-28 0:00,503,6.2,11,27.3
2020-04-29 0:00,668,3.3,74,14.9
2020-04-30 0:00,604,4.1,6,33.3
2020-05-01 0:00,517,3.3,55,9.1
2020-05-02 0:00,507,4.9,27,3.7
2020-05-03 0:00,826,2.1,233,0.4
2020-05-04 0:00,636,1.1,24,12.5
2020-05-05 0:00,921,2.9,29,17.2
2020-05-06 0:00,599,1.7,149,1.3
2020-05-07 0:00,811,3.5,235,1.7
2020-05-08 0:00,731,1,129,4.7
2020-05-09 0:00,1089,1.6,178,2.8
2020-05-10 0:00,923,1.7,342,1.2
2020-05-11 0:00,492,1,187,1.6
2020-05-12 0:00,822,1.3,342,0.3
2020-05-13 0:00,1221,1.5,251,1.2
2020-05-14 0:00,1046,2.8,133,2.3
2020-05-15 0:00,1116,1.3,146,1.4
2020-05-16 0:00,962,1.4,25,4
2020-05-17 0:00,353,2.5,10,10
2020-05-18 0:00,375,4,17,5.9
2020-05-19 0:00,359,3.9,31,22.6
2020-05-20 0:00,676,3,36,5.6
2020-05-21 0:00,479,2.1,36,0
2020-05-22 0:00,515,0.6,14,0
2020-05-23 0:00,581,0.9,43,0
2020-05-24 0:00,332,1.5,25,4
2020-05-25 0:00,401,1.7,8,0
2020-05-26 0:00,1123,0.8,41,7.3
2020-05-27 0:00,1150,1,13,7.7
2020-05-28 0:00,1399,0.3,88,0
2020-05-29 0:00,1391,0.6,37,0
2020-05-30 0:00,1015,1.3,119,0
2020-05-31 0:00,1308,0.5,11,9.1
2020-06-01 0:00,763,0.1,20,0
2020-06-02 0:00,857,0.9,9,0
2020-06-03 0:00,1112,0.5,138,0
2020-06-04 0:00,1431,0.5,21,0
2020-06-05 0:00,1389,0.9,28,0
2020-06-06 0:00,1410,0.1,68,0
2020-06-07 0:00,870,0.2,22,0
2020-06-08 0:00,702,0.1,12,0
2020-06-09 0:00,1338,0.2,10,0
2020-06-10 0:00,1281,0.2,12,0
2020-06-11 0:00,1529,0.3,6,0
2020-06-12 0:00,1596,0.8,13,0
2020-06-13 0:00,1479,0.3,23,4.3
2020-06-14 0:00,767,0,13,0
2020-06-15 0:00,721,0.6,17,0
2020-06-16 0:00,1250,0.1,14,0
2020-06-17 0:00,1097,0.9,26,0
2020-06-18 0:00,1298,0.2,122,0
2020-06-19 0:00,1865,0.1,19,0
2020-06-20 0:00,1791,0.1,158,0
2020-06-21 0:00,1101,0.4,86,0
2020-06-22 0:00,506,0.4,10,0
2020-06-23 0:00,1252,0.2,20,0
2020-06-24 0:00,1734,0.3,24,0
2020-06-25 0:00,1796,0.3,22,4.5
2020-06-26 0:00,2028,0.2,23,0
2020-06-27 0:00,1573,0.1,80,0
2020-06-28 0:00,879,0.1,12,0
2020-06-29 0:00,856,0.3,8,0
2020-06-30 0:00,1605,0.4,11,0
2020-07-01 0:00,1600,0.3,15,0
2020-07-02 0:00,1013,0.2,12,0
