Date,Number of Tests,Daily % Positivity,Number of Tests in LTCH,LTCH Daily % Positivity
2020-05-29 0:00,756,1.3,26,0
2020-05-30 0:00,508,2.4,67,0
2020-05-31 0:00,648,0.6,7,14.3
2020-06-01 0:00,393,0.8,14,0
2020-06-02 0:00,459,3,7,14.3
2020-06-03 0:00,583,0.9,98,1
2020-06-04 0:00,761,2.1,10,0
2020-06-05 0:00,755,2.1,19,0
2020-06-06 0:00,803,1,49,0
2020-06-07 0:00,473,0.8,17,0
2020-06-08 0:00,392,1,9,0
2020-06-09 0:00,701,0.6,8,12.5
2020-06-10 0:00,720,0.6,8,0
2020-06-11 0:00,902,0.8,5,0
2020-06-12 0:00,890,1.3,12,16.7
2020-06-13 0:00,805,0.2,15,6.7
2020-06-14 0:00,460,0,8,0
2020-06-15 0:00,422,1.2,13,0
2020-06-16 0:00,666,0.3,10,0
2020-06-17 0:00,616,0.8,23,0
2020-06-18 0:00,748,0.5,76,0
2020-06-19 0:00,1041,0.3,17,0
2020-06-20 0:00,1068,0.2,101,0
2020-06-21 0:00,669,0.7,43,0
2020-06-22 0:00,302,0.7,5,0
2020-06-23 0:00,689,0.4,11,0
2020-06-24 0:00,950,0.2,19,0
2020-06-25 0:00,974,0.2,17,5.9
2020-06-26 0:00,1104,0.3,14,0
2020-06-27 0:00,873,0.1,44,0
2020-06-28 0:00,483,0.4,6,0
2020-06-29 0:00,474,0.4,7,0
2020-06-30 0:00,837,0.6,4,0
2020-07-01 0:00,829,0.4,14,0
2020-07-02 0:00,544,0.2,5,0
2020-07-03 0:00,709,0.4,10,0
2020-07-04 0:00,687,0.3,10,0
2020-07-05 0:00,396,0.5,15,0
2020-07-06 0:00,344,0,7,0
2020-07-07 0:00,695,0.6,10,0
2020-07-08 0:00,864,0.1,25,0
2020-07-09 0:00,809,0.4,31,0
2020-07-10 0:00,1065,0.5,12,8.3
2020-07-11 0:00,905,0.2,20,0
2020-07-12 0:00,538,1.7,8,0
2020-07-13 0:00,463,0.6,47,0
2020-07-14 0:00,774,0.5,44,0
2020-07-15 0:00,764,0.9,27,0
2020-07-16 0:00,931,0.9,18,5.6
2020-07-17 0:00,938,0.7,17,0
2020-07-18 0:00,897,0.8,69,0
2020-07-19 0:00,1020,2.7,12,0
2020-07-20 0:00,846,1.4,21,4.8
2020-07-21 0:00,763,1.6,9,0
2020-07-22 0:00,976,0.7,10,0
2020-07-23 0:00,922,1,20,0
2020-07-24 0:00,1103,1.1,35,0
2020-07-25 0:00,1279,1.1,226,0
2020-07-26 0:00,1076,0.8,40,0
2020-07-27 0:00,919,0.5,19,0
2020-07-28 0:00,807,0.6,21,0
2020-07-29 0:00,1319,0.7,26,0
2020-07-30 0:00,1039,0.8,98,0
2020-07-31 0:00,1186,0.6,132,0
2020-08-01 0:00,874,0.2,48,0
2020-08-02 0:00,794,0.3,4,0
2020-08-03 0:00,789,1.5,45,0
2020-08-04 0:00,1080,0.6,8,0
2020-08-05 0:00,862,0.6,51,0
2020-08-06 0:00,973,0.5,7,0
2020-08-07 0:00,934,0.1,31,0
2020-08-08 0:00,840,1.1,36,0
2020-08-09 0:00,832,0.1,56,0
2020-08-10 0:00,823,1.1,18,0
2020-08-11 0:00,730,0.3,20,0
2020-08-12 0:00,778,0.4,6,0
2020-08-13 0:00,921,0.9,16,0
2020-08-14 0:00,1056,0.4,24,0
2020-08-15 0:00,1186,0.6,13,0
2020-08-16 0:00,622,0.3,16,0
2020-08-17 0:00,681,1.3,17,0
2020-08-18 0:00,1019,0.7,45,4.4
2020-08-19 0:00,845,1.3,12,0
2020-08-20 0:00,918,0.7,56,0
2020-08-21 0:00,962,0.7,34,0
2020-08-22 0:00,1069,0.7,25,0
2020-08-23 0:00,381,1.3,2,0
2020-08-24 0:00,619,1,39,0
2020-08-25 0:00,909,1.6,44,0
2020-08-26 0:00,994,0.7,27,0
2020-08-27 0:00,784,0.9,4,0
2020-08-28 0:00,1089,1,17,5.9
2020-08-29 0:00,1014,0.8,7,14.3
2020-08-30 0:00,801,0.3,23,0
2020-08-31 0:00,697,0.1,34,0
2020-09-01 0:00,697,1.4,12,0
2020-09-02 0:00,834,0.1,36,2.8
2020-09-03 0:00,859,0.9,74,1.4
2020-09-04 0:00,1523,0.5,155,1.3
2020-09-05 0:00,1251,0.3,94,0
2020-09-06 0:00,634,1.3,73,4.1
2020-09-07 0:00,775,1.8,29,0
2020-09-08 0:00,610,1.3,2,0
2020-09-09 0:00,931,1.8,16,0
2020-09-10 0:00,1092,1.1,38,0
2020-09-11 0:00,1329,1.8,51,5.9
2020-09-12 0:00,1315,1.8,17,0
2020-09-13 0:00,673,1.5,28,0
2020-09-14 0:00,1451,1.7,147,6.8
2020-09-15 0:00,1811,1.7,20,0
2020-09-16 0:00,1084,2,94,1.1
2020-09-17 0:00,1414,2.3,88,1.1
2020-09-18 0:00,1364,1.8,141,2.8
2020-09-19 0:00,1228,2.1,63,1.6
2020-09-20 0:00,1737,2,73,1.4
2020-09-21 0:00,1776,1.7,44,0
