Date,Number of Tests,Daily % Positivity,Number of Tests in LTCH,LTCH Daily % Positivity
2020-09-10 00:00:00,1925,1.2,60,0.0
2020-09-11 00:00:00,2292,1.6,93,7.5
2020-09-12 00:00:00,1900,1.7,26,0.0
2020-09-13 00:00:00,1181,1.6,44,0.0
2020-09-14 00:00:00,2388,1.4,220,4.1
2020-09-15 00:00:00,2961,1.2,28,0.0
2020-09-16 00:00:00,1885,1.9,161,0.6
2020-09-17 00:00:00,2501,1.9,206,0.5
2020-09-18 00:00:00,2386,1.3,273,2.2
2020-09-19 00:00:00,2092,2.2,153,0.0
2020-09-20 00:00:00,2821,1.9,110,0.0
2020-09-21 00:00:00,2940,1.9,71,0.0
2020-09-22 00:00:00,2503,1.4,60,3.3
2020-09-23 00:00:00,1888,1.7,7,57.1
2020-09-24 00:00:00,2726,1.3,55,0.0
2020-09-25 00:00:00,3288,1.3,59,3.4
2020-09-26 00:00:00,3436,3.0,12,0.0
2020-09-27 00:00:00,2675,3.3,14,0.0
2020-09-28 00:00:00,3130,2.6,192,1.0
2020-09-29 00:00:00,2147,2.6,75,2.7
2020-09-30 00:00:00,3053,3.1,108,1.9
2020-10-01 00:00:00,3824,2.3,118,0.8
2020-10-02 00:00:00,3357,2.2,199,0.0
2020-10-03 00:00:00,3095,3.0,482,1.0
2020-10-04 00:00:00,3073,2.9,101,0.0
2020-10-05 00:00:00,3725,1.9,217,0.9
2020-10-06 00:00:00,2141,1.9,56,0.0
2020-10-07 00:00:00,2268,3.1,76,0.0
2020-10-08 00:00:00,2429,2.8,182,0.0
2020-10-09 00:00:00,2495,2.1,248,0.8
2020-10-10 00:00:00,2620,3.0,20,0.0
2020-10-11 00:00:00,2621,2.4,219,1.8
2020-10-12 00:00:00,1974,1.5,236,1.3
2020-10-13 00:00:00,2090,3.0,16,0.0
2020-10-14 00:00:00,3002,2.9,110,3.6
2020-10-15 00:00:00,2082,2.2,102,1.0
2020-10-16 00:00:00,3116,2.1,280,0.4
2020-10-17 00:00:00,3039,2.2,149,0.0
2020-10-18 00:00:00,1134,2.7,38,5.3
2020-10-19 00:00:00,1332,3.8,27,0.0
2020-10-20 00:00:00,1595,2.5,46,2.2
2020-10-21 00:00:00,2254,3.1,446,0.9
2020-10-22 00:00:00,2235,2.6,87,1.1
2020-10-23 00:00:00,2757,2.5,62,1.6
2020-10-24 00:00:00,2359,2.0,192,0.0
2020-10-25 00:00:00,1742,3.1,69,0.0
2020-10-26 00:00:00,994,4.1,120,1.7
2020-10-27 00:00:00,1341,2.9,116,0.0
2020-10-28 00:00:00,1862,4.1,167,1.8
2020-10-29 00:00:00,2180,2.9,93,0.0
2020-10-30 00:00:00,2831,3.5,95,6.3
2020-10-31 00:00:00,2272,2.8,321,0.0
2020-11-01 00:00:00,1702,2.6,99,0.0
2020-11-02 00:00:00,969,1.8,13,7.7
