Date,"Number of Tests, Excluding LTCH","Daily % Positivity, Excluding LTCH",Number of Tests in LTCH,LTCH Daily % Positivity
2020-08-14 0:00,1881,0.5,37,0
2020-08-15 0:00,2044,0.7,21,0
2020-08-16 0:00,1195,0.5,22,0
2020-08-17 0:00,1358,0.7,32,0
2020-08-18 0:00,1888,0.6,77,5.2
2020-08-19 0:00,1520,1.2,25,4
2020-08-20 0:00,1606,1,103,0
2020-08-21 0:00,1802,0.7,116,0.9
2020-08-22 0:00,1865,0.6,73,0
2020-08-23 0:00,685,1.8,5,0
2020-08-24 0:00,1138,1,59,0
2020-08-25 0:00,1649,1.5,73,0
2020-08-26 0:00,1831,0.4,39,0
2020-08-27 0:00,1470,0.7,9,0
2020-08-28 0:00,2139,0.6,35,0
2020-08-29 0:00,1790,0.7,11,9.1
2020-08-30 0:00,1407,0.4,33,0
2020-08-31 0:00,1357,0.5,53,0
2020-09-01 0:00,1368,1.5,22,9.1
2020-09-02 0:00,1529,0.3,50,0
2020-09-03 0:00,1490,0.9,133,0.8
2020-09-04 0:00,2702,0.8,257,0.8
2020-09-05 0:00,2252,0.4,164,0
2020-09-06 0:00,1304,0.6,192,3.1
2020-09-07 0:00,1290,1.5,44,0
2020-09-08 0:00,1094,1.2,4,0
2020-09-09 0:00,1588,1.4,29,0
2020-09-10 0:00,1957,1.2,61,0
2020-09-11 0:00,2316,1.7,93,7.5
2020-09-12 0:00,1900,1.8,26,0
2020-09-13 0:00,1196,1.4,44,0
2020-09-14 0:00,2389,1.4,220,4.1
2020-09-15 0:00,2961,1.2,28,0
2020-09-16 0:00,1888,2,162,0.6
2020-09-17 0:00,2504,1.9,206,0.5
2020-09-18 0:00,2385,1.3,281,2.1
2020-09-19 0:00,2095,2.1,159,0
2020-09-20 0:00,2834,1.9,110,0
2020-09-21 0:00,2943,1.9,74,0
2020-09-22 0:00,2507,1.4,61,3.3
2020-09-23 0:00,1893,1.7,7,57.1
2020-09-24 0:00,2727,1.3,55,0
2020-09-25 0:00,3291,1.3,59,3.4
2020-09-26 0:00,3436,3,12,0
2020-09-27 0:00,2687,3.3,12,0
2020-09-28 0:00,3133,2.6,192,1
2020-09-29 0:00,2164,2.6,80,2.5
2020-09-30 0:00,3118,3,279,1.4
2020-10-01 0:00,3840,2.2,120,0.8
2020-10-02 0:00,3358,2.2,196,0
2020-10-03 0:00,3104,3,485,1
2020-10-04 0:00,3082,2.9,102,0
2020-10-05 0:00,3758,1.8,236,0.8
2020-10-06 0:00,2144,1.9,55,0
2020-10-07 0:00,2274,3.1,76,0
2020-10-08 0:00,2432,2.8,182,0
2020-10-09 0:00,2507,2.1,245,0.8
2020-10-10 0:00,2628,3,21,0
2020-10-11 0:00,2658,2.3,238,1.7
2020-10-12 0:00,1987,1.5,236,1.3
2020-10-13 0:00,2097,3,16,0
2020-10-14 0:00,3003,3,110,3.6
2020-10-15 0:00,2118,2.2,103,1
2020-10-16 0:00,3120,2.1,280,0.4
2020-10-17 0:00,3039,2.1,149,0
2020-10-18 0:00,1138,2.7,38,5.3
2020-10-19 0:00,1333,3.8,27,0
2020-10-20 0:00,1595,2.5,47,2.1
2020-10-21 0:00,2259,3.1,446,0.9
2020-10-22 0:00,2235,2.6,88,1.1
2020-10-23 0:00,2766,2.5,65,1.5
2020-10-24 0:00,2360,2.1,191,0
2020-10-25 0:00,1748,3.1,77,0
2020-10-26 0:00,998,4.2,121,1.7
2020-10-27 0:00,1355,2.8,116,0
2020-10-28 0:00,1898,4,166,1.8
2020-10-29 0:00,2191,3,94,0
2020-10-30 0:00,2800,3.6,95,6.3
2020-10-31 0:00,2327,2.8,321,0
2020-11-01 0:00,1710,2.5,99,0
2020-11-02 0:00,1022,1.9,14,7.1
2020-11-03 0:00,1459,2.2,13,0
2020-11-04 0:00,1465,2.7,295,0.3
2020-11-05 0:00,2526,2.4,39,0
2020-11-06 0:00,2317,2.5,116,2.6
2020-11-07 0:00,2496,2.8,135,0
2020-11-08 0:00,1162,2.1,90,1.1
2020-11-09 0:00,709,2.1,20,10
2020-11-10 0:00,1374,3.3,17,0
2020-11-11 0:00,2361,2.5,241,2.9
2020-11-12 0:00,2303,2.1,198,0.5
2020-11-13 0:00,2711,2.2,202,0
2020-11-14 0:00,1698,1.6,243,1.6
2020-11-15 0:00,961,1.6,301,0.7
2020-11-16 0:00,722,1.2,51,0
2020-11-17 0:00,1826,2.1,38,0
2020-11-18 0:00,2684,2,20,5
2020-11-19 0:00,2466,1.2,186,1.6
2020-11-20 0:00,2633,0.8,222,2.3
2020-11-21 0:00,1485,1.9,69,0
2020-11-22 0:00,1201,1.5,36,0
2020-11-23 0:00,910,1.8,14,0
2020-11-24 0:00,1400,0.9,41,9.8
2020-11-25 0:00,2609,1.2,72,1.4
2020-11-26 0:00,3047,1.4,224,0.4
2020-11-27 0:00,3128,1.8,335,0.3
2020-11-28 0:00,2591,1.2,194,0
2020-11-29 0:00,895,2.5,12,0
2020-11-30 0:00,1097,2.4,61,0
