Date,"Number of Tests, Excluding LTCH","Daily % Positivity, Excluding LTCH",Number of Tests in LTCH,LTCH Daily % Positivity
2020-03-10 0:00,10,0,0,0
2020-03-11 0:00,34,2.9,0,0
2020-03-12 0:00,41,2.4,0,0
2020-03-13 0:00,62,3.2,0,0
2020-03-14 0:00,124,1.6,0,0
2020-03-15 0:00,96,1,0,0
2020-03-16 0:00,79,1.3,0,0
2020-03-17 0:00,129,0,4,0
2020-03-18 0:00,209,2.4,1,0
2020-03-19 0:00,114,2.6,8,0
2020-03-20 0:00,132,0.8,4,0
2020-03-21 0:00,210,1.4,4,0
2020-03-22 0:00,153,2.6,2,0
2020-03-23 0:00,140,3.6,2,0
2020-03-24 0:00,257,3.1,4,0
2020-03-25 0:00,149,4.7,2,0
2020-03-26 0:00,276,2.5,4,0
2020-03-27 0:00,577,3.5,5,0
2020-03-28 0:00,361,7.2,3,0
2020-03-29 0:00,199,5,0,0
2020-03-30 0:00,554,8.1,0,0
2020-03-31 0:00,953,6.1,0,0
2020-04-01 0:00,570,5.8,4,25
2020-04-02 0:00,98,9.2,10,0
2020-04-03 0:00,237,10.5,4,0
2020-04-04 0:00,313,2.2,3,0
2020-04-05 0:00,424,6.8,5,20
2020-04-06 0:00,236,11.9,4,25
2020-04-07 0:00,285,10.5,7,0
2020-04-08 0:00,368,4.3,6,33.3
2020-04-09 0:00,289,9.7,5,0
2020-04-10 0:00,333,8.7,8,0
2020-04-11 0:00,224,10.7,11,36.4
2020-04-12 0:00,227,10.1,11,54.5
2020-04-13 0:00,165,6.1,26,3.8
2020-04-14 0:00,207,5.8,18,16.7
2020-04-15 0:00,389,10.5,25,20
2020-04-16 0:00,308,3.2,11,0
2020-04-17 0:00,378,8.7,66,50
2020-04-18 0:00,421,6.2,8,0
2020-04-19 0:00,452,4.4,47,12.8
2020-04-20 0:00,325,5.2,43,2.3
2020-04-21 0:00,543,7,25,36
2020-04-22 0:00,655,2.6,121,9.9
2020-04-23 0:00,775,3.6,105,2.9
2020-04-24 0:00,518,4.1,94,10.6
2020-04-25 0:00,557,5,28,3.6
2020-04-26 0:00,360,5,81,1.2
2020-04-27 0:00,267,6,81,9.9
2020-04-28 0:00,504,6.3,11,27.3
2020-04-29 0:00,666,2.9,74,14.9
2020-04-30 0:00,606,4.5,5,40
2020-05-01 0:00,516,3.1,55,9.1
2020-05-02 0:00,507,4.9,27,3.7
2020-05-03 0:00,828,2.2,233,0.4
2020-05-04 0:00,634,1.1,24,12.5
2020-05-05 0:00,922,2.9,29,17.2
2020-05-06 0:00,599,1.7,149,1.3
2020-05-07 0:00,813,3.4,234,1.7
2020-05-08 0:00,735,1,131,4.6
2020-05-09 0:00,1085,1.6,175,2.9
2020-05-10 0:00,922,1.7,356,1.1
2020-05-11 0:00,477,1.3,194,1.5
2020-05-12 0:00,817,1.2,355,0.3
2020-05-13 0:00,1206,1.5,255,1.2
2020-05-14 0:00,1038,2.7,136,2.2
2020-05-15 0:00,1124,1.2,144,1.4
2020-05-16 0:00,962,1.4,25,4
2020-05-17 0:00,352,2.6,10,10
2020-05-18 0:00,376,4,17,5.9
2020-05-19 0:00,358,3.9,31,22.6
2020-05-20 0:00,676,3,36,5.6
2020-05-21 0:00,478,2.1,36,0
2020-05-22 0:00,516,0.6,14,0
2020-05-23 0:00,581,0.9,43,0
2020-05-24 0:00,331,1.5,25,4
2020-05-25 0:00,402,1.7,8,0
2020-05-26 0:00,1126,0.8,41,7.3
2020-05-27 0:00,1152,1,13,7.7
2020-05-28 0:00,1405,0.3,88,0
2020-05-29 0:00,1380,0.7,37,0
2020-05-30 0:00,1017,1.3,119,0
2020-05-31 0:00,1307,0.5,11,9.1
2020-06-01 0:00,762,0.1,20,0
2020-06-02 0:00,858,1,9,0
2020-06-03 0:00,1113,0.5,138,0
2020-06-04 0:00,1429,0.5,21,0
2020-06-05 0:00,1393,0.9,28,0
2020-06-06 0:00,1411,0.1,69,0
2020-06-07 0:00,872,0.2,22,0
2020-06-08 0:00,703,0.1,12,0
2020-06-09 0:00,1337,0.2,10,0
2020-06-10 0:00,1281,0.2,12,0
2020-06-11 0:00,1529,0.3,6,0
2020-06-12 0:00,1596,0.8,13,0
2020-06-13 0:00,1477,0.3,23,4.3
2020-06-14 0:00,767,0,13,0
2020-06-15 0:00,720,0.6,17,0
2020-06-16 0:00,1250,0.1,14,0
2020-06-17 0:00,1098,0.9,26,0
2020-06-18 0:00,1297,0.2,122,0
2020-06-19 0:00,1863,0.1,19,0
2020-06-20 0:00,1789,0.1,158,0
2020-06-21 0:00,1102,0.4,86,0
