Date,"Number of Tests, Excluding LTCH","Daily % Positivity, Excluding LTCH",Number of Tests in LTCH,LTCH Daily % Positivity
2020-03-10 00:00:00,10,0.0,0,0.0
2020-03-11 00:00:00,34,2.9,0,0.0
2020-03-12 00:00:00,38,2.6,0,0.0
2020-03-13 00:00:00,65,3.1,0,0.0
2020-03-14 00:00:00,122,2.5,0,0.0
2020-03-15 00:00:00,97,1.0,0,0.0
2020-03-16 00:00:00,81,1.2,0,0.0
2020-03-17 00:00:00,129,0.0,4,0.0
2020-03-18 00:00:00,205,2.0,1,0.0
2020-03-19 00:00:00,117,2.6,8,0.0
2020-03-20 00:00:00,137,0.7,6,0.0
2020-03-21 00:00:00,209,1.4,3,0.0
2020-03-22 00:00:00,151,2.0,2,0.0
2020-03-23 00:00:00,141,4.3,3,0.0
2020-03-24 00:00:00,256,2.0,3,0.0
2020-03-25 00:00:00,156,7.1,2,0.0
2020-03-26 00:00:00,280,2.5,2,0.0
2020-03-27 00:00:00,575,3.0,3,0.0
2020-03-28 00:00:00,366,7.9,3,0.0
2020-03-29 00:00:00,198,4.5,0,0.0
2020-03-30 00:00:00,559,8.2,0,0.0
2020-03-31 00:00:00,944,6.1,0,0.0
2020-04-01 00:00:00,570,5.6,4,25.0
2020-04-02 00:00:00,96,9.4,10,0.0
2020-04-03 00:00:00,242,10.3,4,0.0
2020-04-04 00:00:00,313,2.6,3,0.0
2020-04-05 00:00:00,420,6.7,5,20.0
2020-04-06 00:00:00,237,11.8,4,25.0
2020-04-07 00:00:00,285,10.2,7,0.0
2020-04-08 00:00:00,368,4.6,6,33.3
2020-04-09 00:00:00,289,9.7,5,0.0
2020-04-10 00:00:00,331,9.1,8,0.0
2020-04-11 00:00:00,227,10.1,11,36.4
2020-04-12 00:00:00,227,10.1,11,54.5
2020-04-13 00:00:00,164,6.1,26,3.8
2020-04-14 00:00:00,208,6.3,18,16.7
2020-04-15 00:00:00,392,10.2,25,20.0
2020-04-16 00:00:00,307,3.6,11,0.0
2020-04-17 00:00:00,374,8.6,66,50.0
