Date,Number of Tests,Daily % Positivity,Number of Tests in LTCH,LTCH Daily % Positivity
2020-09-10 00:00:00,1925,1.2,60,0.0
2020-09-11 00:00:00,2294,1.6,93,7.5
2020-09-12 00:00:00,1897,1.7,26,0.0
2020-09-13 00:00:00,1183,1.6,44,0.0
2020-09-14 00:00:00,2389,1.5,219,4.1
2020-09-15 00:00:00,2960,1.2,28,0.0
2020-09-16 00:00:00,1884,1.9,161,0.6
2020-09-17 00:00:00,2502,1.9,207,0.5
2020-09-18 00:00:00,2384,1.3,273,2.2
2020-09-19 00:00:00,2093,2.2,153,0.0
2020-09-20 00:00:00,2821,1.9,110,0.0
2020-09-21 00:00:00,2940,1.9,72,0.0
2020-09-22 00:00:00,2503,1.4,61,3.3
2020-09-23 00:00:00,1890,1.7,7,57.1
2020-09-24 00:00:00,2726,1.3,54,0.0
2020-09-25 00:00:00,3287,1.3,59,3.4
2020-09-26 00:00:00,3436,3.0,12,0.0
2020-09-27 00:00:00,2672,3.4,14,0.0
2020-09-28 00:00:00,3135,2.6,192,1.0
2020-09-29 00:00:00,2147,2.6,75,2.7
2020-09-30 00:00:00,3052,3.1,108,1.9
2020-10-01 00:00:00,3824,2.3,118,0.8
2020-10-02 00:00:00,3355,2.1,198,0.0
2020-10-03 00:00:00,3096,3.0,482,1.0
2020-10-04 00:00:00,3075,2.9,101,0.0
2020-10-05 00:00:00,3725,1.8,218,0.9
2020-10-06 00:00:00,2142,1.9,55,0.0
2020-10-07 00:00:00,2269,3.1,76,0.0
2020-10-08 00:00:00,2430,2.8,182,0.0
2020-10-09 00:00:00,2495,2.1,247,0.8
2020-10-10 00:00:00,2615,3.0,20,0.0
2020-10-11 00:00:00,2623,2.4,219,1.8
2020-10-12 00:00:00,1973,1.5,236,1.3
2020-10-13 00:00:00,2089,3.0,16,0.0
2020-10-14 00:00:00,3003,2.9,110,3.6
2020-10-15 00:00:00,2080,2.2,106,0.9
2020-10-16 00:00:00,3117,2.2,279,0.4
2020-10-17 00:00:00,3037,2.2,149,0.0
2020-10-18 00:00:00,1135,2.7,37,5.4
2020-10-19 00:00:00,1334,3.7,27,0.0
2020-10-20 00:00:00,1594,2.5,47,2.1
2020-10-21 00:00:00,2254,3.1,446,0.9
2020-10-22 00:00:00,2236,2.7,88,1.1
2020-10-23 00:00:00,2756,2.4,62,1.6
2020-10-24 00:00:00,2365,2.1,191,0.0
2020-10-25 00:00:00,1742,3.0,69,0.0
2020-10-26 00:00:00,991,3.9,120,1.7
2020-10-27 00:00:00,1338,2.9,116,0.0
2020-10-28 00:00:00,1861,4.1,167,1.8
2020-10-29 00:00:00,2175,2.9,93,0.0
2020-10-30 00:00:00,2804,3.6,95,6.3
