Timestamp,Site,Cyclists-Northbound,Cyclists-Southbound,Cyclists-Eastbound,Cyclists-Westbound,Cyclists-Total,Pedestrians-Northbound,Pedestrians-Southbound,Pedestrians-Eastbound,Pedestrians-Westbound,Pedestrians-Total,All-Northbound,All-Southbound,All-Eastbound,All-Westbound,All-Total,Location
05/15/2020 02:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/15/2020 12:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/12/2020 02:45:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,1,0,1,,,1,0,1,POINT (-97.116 49.8636)
04/30/2020 03:30:00 PM,B - Lyndale & S of Highfield,8,4,,,12,9,10,,,19,17,14,,,31,POINT (-97.135257 49.875265)
04/30/2020 06:30:00 PM,B - Lyndale & S of Highfield,10,5,,,15,16,15,,,31,26,20,,,46,POINT (-97.135257 49.875265)
05/06/2020 07:45:00 PM,B - Kildonan & N of Mossdale,5,2,,,7,8,10,,,18,13,12,,,25,POINT (-97.1066 49.9369)
05/05/2020 05:45:00 PM,B - Wolseley & E of Garfield,,,23,10,33,,,20,24,44,,,43,34,77,POINT (-97.177 49.8796)
05/06/2020 06:30:00 PM,B - Kildonan & N of Mossdale,6,8,,,14,13,16,,,29,19,24,,,43,POINT (-97.1066 49.9369)
05/14/2020 11:30:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/15/2020 07:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,3,1,4,,,3,1,4,POINT (-97.3003 49.8657)
05/06/2020 02:15:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,2,,,2,0,2,,,2,POINT (-97.1135 49.9313)
05/14/2020 11:30:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
04/30/2020 02:30:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/05/2020 06:30:00 PM,B - Wolseley & E of Garfield,,,31,10,41,,,22,17,39,,,53,27,80,POINT (-97.177 49.8796)
05/12/2020 10:30:00 PM,B - Kilkenny & N of Prestwood,0,0,,,0,2,0,,,2,2,0,,,2,POINT (-97.1367 49.7926)
05/05/2020 11:00:00 AM,B - Wolseley & E of Garfield,,,8,1,9,,,7,7,14,,,15,8,23,POINT (-97.177 49.8796)
05/06/2020 09:15:00 PM,C - Kildonan & N of Helmsdale,0,2,,,2,3,4,,,7,3,6,,,9,POINT (-97.1088 49.930400000000006)
04/29/2020 09:15:00 AM,B - Wellington & W of Oak,,,7,5,12,,,19,9,28,,,26,14,40,POINT (-97.18031 49.876514)
05/05/2020 07:45:00 PM,B - Scotia & N of Seven Oaks,12,16,,,28,15,14,,,29,27,30,,,57,POINT (-97.1135 49.9313)
05/15/2020 05:15:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/12/2020 05:00:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/12/2020 02:30:00 PM,B - Kilkenny & N of Prestwood,8,0,,,8,2,4,,,6,10,4,,,14,POINT (-97.1367 49.7926)
05/06/2020 10:45:00 PM,C - Kildonan & N of Helmsdale,0,0,,,0,0,4,,,4,0,4,,,4,POINT (-97.1088 49.930400000000006)
05/12/2020 10:45:00 PM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/29/2020 08:30:00 PM,B - Wellington & W of Oak,,,31,31,62,,,43,40,83,,,74,71,145,POINT (-97.18031 49.876514)
05/15/2020 03:15:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/06/2020 10:00:00 AM,B - Scotia & N of Seven Oaks,1,1,,,2,1,2,,,3,2,3,,,5,POINT (-97.1135 49.9313)
05/12/2020 05:15:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/29/2020 06:00:00 PM,B - Wellington & W of Oak,,,45,57,102,,,48,37,85,,,93,94,187,POINT (-97.18031 49.876514)
05/05/2020 01:30:00 PM,B - Wolseley & E of Garfield,,,8,7,15,,,21,17,38,,,29,24,53,POINT (-97.177 49.8796)
04/29/2020 09:30:00 PM,B - Wellington & W of Oak,,,11,5,16,,,11,11,22,,,22,16,38,POINT (-97.18031 49.876514)
05/06/2020 04:45:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/01/2020 08:30:00 AM,B - Lyndale & S of Highfield,1,2,,,3,5,4,,,9,6,6,,,12,POINT (-97.135257 49.875265)
05/12/2020 05:00:00 PM,B - Kilkenny & N of Prestwood,5,3,,,8,4,6,,,10,9,9,,,18,POINT (-97.1367 49.7926)
04/29/2020 03:45:00 PM,B - Wellington & W of Oak,,,65,38,103,,,41,45,86,,,106,83,189,POINT (-97.18031 49.876514)
05/12/2020 04:00:00 PM,B - Kilkenny & N of Prestwood,11,5,,,16,12,9,,,21,23,14,,,37,POINT (-97.1367 49.7926)
05/12/2020 06:45:00 PM,A - Churchill & E of Cockburn S,,,7,6,13,,,4,6,10,,,11,12,23,POINT (-97.13960000000002 49.8558)
05/12/2020 10:15:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,2,6,8,,,2,6,8,POINT (-97.116 49.8636)
05/06/2020 02:45:00 AM,B - Wolseley & E of Garfield,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.177 49.8796)
04/30/2020 04:45:00 PM,B - Lyndale & S of Highfield,3,8,,,11,21,17,,,38,24,25,,,49,POINT (-97.135257 49.875265)
05/15/2020 05:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
04/29/2020 02:45:00 PM,B - Wellington & W of Oak,,,30,32,62,,,37,40,77,,,67,72,139,POINT (-97.18031 49.876514)
05/15/2020 09:15:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,3,7,10,,,3,7,10,POINT (-97.3003 49.8657)
05/01/2020 09:30:00 AM,B - Lyndale & S of Highfield,0,0,,,0,1,9,,,10,1,9,,,10,POINT (-97.135257 49.875265)
05/14/2020 10:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,1,5,6,,,1,5,6,POINT (-97.3003 49.8657)
05/05/2020 05:30:00 PM,B - Wolseley & E of Garfield,,,25,25,50,,,25,30,55,,,50,55,105,POINT (-97.177 49.8796)
05/12/2020 07:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,4,1,5,,,4,1,5,POINT (-97.116 49.8636)
05/06/2020 08:00:00 AM,C - Kildonan & N of Helmsdale,1,0,,,1,1,0,,,1,2,0,,,2,POINT (-97.1088 49.930400000000006)
04/29/2020 10:00:00 AM,B - Wellington & W of Oak,,,5,4,9,,,10,13,23,,,15,17,32,POINT (-97.18031 49.876514)
05/06/2020 09:45:00 PM,C - Kildonan & N of Helmsdale,0,1,,,1,1,1,,,2,1,2,,,3,POINT (-97.1088 49.930400000000006)
05/06/2020 08:45:00 PM,C - Kildonan & N of Helmsdale,6,6,,,12,9,12,,,21,15,18,,,33,POINT (-97.1088 49.930400000000006)
05/14/2020 03:15:00 PM,B - Egerton & N of Clonard,0,2,,,2,3,1,,,4,3,3,,,6,POINT (-97.1 49.8666)
05/06/2020 07:00:00 AM,B - Wolseley & E of Garfield,,,1,1,2,,,3,5,8,,,4,6,10,POINT (-97.177 49.8796)
05/14/2020 09:00:00 PM,A - Egerton & N of Vivian,1,0,,,1,2,1,,,3,3,1,,,4,POINT (-97.104 49.8706)
05/12/2020 06:30:00 PM,C - Churchill & E of Hay,,,5,8,13,,,9,5,14,,,14,13,27,POINT (-97.1274 49.8692)
05/06/2020 02:00:00 AM,B - Wolseley & E of Garfield,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.177 49.8796)
05/14/2020 09:15:00 PM,A - Egerton & N of Vivian,1,0,,,1,1,1,,,2,2,1,,,3,POINT (-97.104 49.8706)
05/06/2020 03:00:00 PM,C - Kildonan & N of Helmsdale,5,1,,,6,10,10,,,20,15,11,,,26,POINT (-97.1088 49.930400000000006)
05/14/2020 05:00:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,3,2,5,,,3,2,5,POINT (-97.3003 49.8657)
05/12/2020 06:15:00 AM,B - Kilkenny & N of Prestwood,1,0,,,1,2,2,,,4,3,2,,,5,POINT (-97.1367 49.7926)
05/14/2020 08:30:00 PM,A - Egerton & N of Vivian,5,8,,,13,3,0,,,3,8,8,,,16,POINT (-97.104 49.8706)
05/12/2020 08:30:00 AM,B - Churchill & E of Eccles S,,,1,1,2,,,5,10,15,,,6,11,17,POINT (-97.116 49.8636)
05/12/2020 01:30:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/06/2020 09:15:00 AM,B - Wolseley & E of Garfield,,,2,0,2,,,19,7,26,,,21,7,28,POINT (-97.177 49.8796)
05/12/2020 03:15:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/05/2020 05:00:00 PM,A - Wolseley & E of Raglan,,,29,12,41,,,21,27,48,,,50,39,89,POINT (-97.1906 49.8793)
05/14/2020 11:00:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/05/2020 06:45:00 PM,C - St. Cross & N of Anderson,11,4,,,15,3,1,,,4,14,5,,,19,POINT (-97.123 49.9202)
05/06/2020 09:30:00 AM,B - Wolseley & E of Garfield,,,2,1,3,,,13,5,18,,,15,6,21,POINT (-97.177 49.8796)
04/29/2020 11:15:00 AM,B - Wellington & W of Oak,,,11,18,29,,,29,34,63,,,40,52,92,POINT (-97.18031 49.876514)
05/12/2020 12:30:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/30/2020 12:15:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/15/2020 02:15:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/05/2020 03:45:00 PM,B - Wolseley & E of Garfield,,,12,1,13,,,23,19,42,,,35,20,55,POINT (-97.177 49.8796)
05/06/2020 04:30:00 AM,B - Scotia & N of Seven Oaks,1,0,,,1,0,0,,,0,1,0,,,1,POINT (-97.1135 49.9313)
05/06/2020 10:15:00 PM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/06/2020 02:00:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/06/2020 07:00:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,2,3,,,5,2,3,,,5,POINT (-97.1088 49.930400000000006)
05/06/2020 06:30:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,3,1,,,4,3,1,,,4,POINT (-97.1135 49.9313)
04/30/2020 12:45:00 PM,B - Lyndale & S of Highfield,6,7,,,13,9,7,,,16,15,14,,,29,POINT (-97.135257 49.875265)
05/06/2020 08:30:00 AM,B - Scotia & N of Seven Oaks,2,0,,,2,8,3,,,11,10,3,,,13,POINT (-97.1135 49.9313)
05/12/2020 08:00:00 PM,C - Churchill & E of Hay,,,6,9,15,,,1,2,3,,,7,11,18,POINT (-97.1274 49.8692)
05/15/2020 01:00:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/05/2020 07:00:00 PM,B - Wolseley & E of Garfield,,,16,27,43,,,21,29,50,,,37,56,93,POINT (-97.177 49.8796)
04/30/2020 11:00:00 AM,B - Lyndale & S of Highfield,0,1,,,1,13,4,,,17,13,5,,,18,POINT (-97.135257 49.875265)
05/05/2020 06:15:00 PM,B - Scotia & N of Seven Oaks,12,16,,,28,4,5,,,9,16,21,,,37,POINT (-97.1135 49.9313)
05/12/2020 12:00:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/30/2020 08:00:00 PM,A - Lyndale & S of Cromwell,10,5,,,15,2,7,,,9,12,12,,,24,POINT (-97.130648 49.88053200000001)
05/14/2020 08:45:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,5,6,11,,,5,6,11,POINT (-97.3003 49.8657)
05/15/2020 06:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,4,4,8,,,4,4,8,POINT (-97.3003 49.8657)
05/12/2020 12:00:00 PM,B - Churchill & E of Eccles S,,,1,0,1,,,3,4,7,,,4,4,8,POINT (-97.116 49.8636)
05/06/2020 09:45:00 AM,B - Wolseley & E of Garfield,,,4,6,10,,,4,5,9,,,8,11,19,POINT (-97.177 49.8796)
05/06/2020 05:30:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.1135 49.9313)
05/01/2020 08:00:00 AM,B - Lyndale & S of Highfield,2,2,,,4,3,2,,,5,5,4,,,9,POINT (-97.135257 49.875265)
05/06/2020 07:30:00 AM,C - Kildonan & N of Helmsdale,0,1,,,1,4,3,,,7,4,4,,,8,POINT (-97.1088 49.930400000000006)
04/29/2020 04:45:00 PM,A - Wellington & E of Academy,,,43,52,95,,,14,14,28,,,57,66,123,POINT (-97.206389 49.87613)
05/01/2020 02:30:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/05/2020 01:00:00 PM,B - Wolseley & E of Garfield,,,7,6,13,,,18,6,24,,,25,12,37,POINT (-97.177 49.8796)
05/14/2020 08:45:00 PM,B - Egerton & N of Clonard,1,0,,,1,6,5,,,11,7,5,,,12,POINT (-97.1 49.8666)
05/14/2020 05:30:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.1 49.8666)
05/06/2020 04:15:00 PM,C - Kildonan & N of Helmsdale,7,4,,,11,10,4,,,14,17,8,,,25,POINT (-97.1088 49.930400000000006)
05/05/2020 09:15:00 PM,B - Scotia & N of Seven Oaks,2,0,,,2,2,3,,,5,4,3,,,7,POINT (-97.1135 49.9313)
05/14/2020 09:30:00 PM,B - Egerton & N of Clonard,0,0,,,0,1,1,,,2,1,1,,,2,POINT (-97.1 49.8666)
05/12/2020 05:45:00 PM,B - Churchill & E of Eccles S,,,6,5,11,,,9,17,26,,,15,22,37,POINT (-97.116 49.8636)
05/01/2020 02:45:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
04/29/2020 10:15:00 PM,B - Wellington & W of Oak,,,0,2,2,,,2,1,3,,,2,3,5,POINT (-97.18031 49.876514)
05/12/2020 07:30:00 PM,A - Churchill & E of Cockburn S,,,4,7,11,,,6,5,11,,,10,12,22,POINT (-97.13960000000002 49.8558)
05/14/2020 11:45:00 AM,B - Assiniboine & E of Rouge,,,2,0,2,,,1,6,7,,,3,6,9,POINT (-97.3003 49.8657)
05/12/2020 11:30:00 PM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/14/2020 07:15:00 PM,B - Egerton & N of Clonard,0,1,,,1,0,6,,,6,0,7,,,7,POINT (-97.1 49.8666)
05/05/2020 06:30:00 PM,A - Scotia & S of Armstrong,10,11,,,21,3,14,,,17,13,25,,,38,POINT (-97.1042 49.9405)
05/15/2020 01:15:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/06/2020 08:30:00 AM,B - Wolseley & E of Garfield,,,2,5,7,,,9,6,15,,,11,11,22,POINT (-97.177 49.8796)
05/01/2020 03:15:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.135257 49.875265)
05/06/2020 12:45:00 PM,C - Kildonan & N of Helmsdale,2,5,,,7,1,4,,,5,3,9,,,12,POINT (-97.1088 49.930400000000006)
05/15/2020 12:15:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/12/2020 02:15:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/06/2020 04:30:00 PM,C - Kildonan & N of Helmsdale,4,10,,,14,10,7,,,17,14,17,,,31,POINT (-97.1088 49.930400000000006)
05/12/2020 10:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,5,2,7,,,5,2,7,POINT (-97.116 49.8636)
05/01/2020 12:45:00 AM,B - Lyndale & S of Highfield,0,1,,,1,0,0,,,0,0,1,,,1,POINT (-97.135257 49.875265)
05/05/2020 12:30:00 PM,B - Scotia & N of Seven Oaks,2,8,,,10,7,5,,,12,9,13,,,22,POINT (-97.1135 49.9313)
04/30/2020 10:00:00 AM,B - Lyndale & S of Highfield,0,2,,,2,9,10,,,19,9,12,,,21,POINT (-97.135257 49.875265)
05/01/2020 03:45:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
04/30/2020 02:30:00 PM,B - Lyndale & S of Highfield,8,3,,,11,7,6,,,13,15,9,,,24,POINT (-97.135257 49.875265)
04/30/2020 10:45:00 PM,B - Lyndale & S of Highfield,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.135257 49.875265)
05/06/2020 06:15:00 AM,B - Scotia & N of Seven Oaks,0,1,,,1,2,2,,,4,2,3,,,5,POINT (-97.1135 49.9313)
04/30/2020 08:30:00 AM,B - Wellington & W of Oak,,,6,5,11,,,16,6,22,,,22,11,33,POINT (-97.18031 49.876514)
04/30/2020 03:00:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/15/2020 06:45:00 AM,B - Egerton & N of Clonard,1,1,,,2,2,0,,,2,3,1,,,4,POINT (-97.1 49.8666)
04/29/2020 05:45:00 PM,B - Wellington & W of Oak,,,64,36,100,,,60,57,117,,,124,93,217,POINT (-97.18031 49.876514)
05/15/2020 12:15:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/12/2020 04:30:00 PM,B - Churchill & E of Eccles S,,,5,6,11,,,13,11,24,,,18,17,35,POINT (-97.116 49.8636)
05/06/2020 10:15:00 AM,C - Kildonan & N of Helmsdale,1,2,,,3,4,10,,,14,5,12,,,17,POINT (-97.1088 49.930400000000006)
05/12/2020 08:00:00 PM,B - Kilkenny & N of Prestwood,2,1,,,3,5,3,,,8,7,4,,,11,POINT (-97.1367 49.7926)
05/06/2020 06:30:00 AM,B - Wolseley & E of Garfield,,,1,2,3,,,4,4,8,,,5,6,11,POINT (-97.177 49.8796)
05/14/2020 08:00:00 PM,B - Assiniboine & E of Rouge,,,1,4,5,,,5,10,15,,,6,14,20,POINT (-97.3003 49.8657)
05/14/2020 05:45:00 PM,B - Assiniboine & E of Rouge,,,2,1,3,,,8,2,10,,,10,3,13,POINT (-97.3003 49.8657)
04/30/2020 02:15:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
04/30/2020 05:30:00 AM,B - Wellington & W of Oak,,,1,0,1,,,0,1,1,,,1,1,2,POINT (-97.18031 49.876514)
05/12/2020 09:30:00 AM,B - Kilkenny & N of Prestwood,1,0,,,1,2,2,,,4,3,2,,,5,POINT (-97.1367 49.7926)
05/06/2020 05:15:00 PM,C - Kildonan & N of Helmsdale,8,2,,,10,8,12,,,20,16,14,,,30,POINT (-97.1088 49.930400000000006)
05/05/2020 11:00:00 PM,B - Wolseley & E of Garfield,,,2,0,2,,,6,2,8,,,8,2,10,POINT (-97.177 49.8796)
05/06/2020 09:15:00 AM,B - Scotia & N of Seven Oaks,0,4,,,4,6,8,,,14,6,12,,,18,POINT (-97.1135 49.9313)
05/15/2020 03:15:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/06/2020 03:45:00 AM,B - Wolseley & E of Garfield,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.177 49.8796)
05/12/2020 11:00:00 PM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/06/2020 07:30:00 AM,B - Wolseley & E of Garfield,,,0,1,1,,,5,7,12,,,5,8,13,POINT (-97.177 49.8796)
05/12/2020 07:30:00 AM,B - Churchill & E of Eccles S,,,1,0,1,,,3,3,6,,,4,3,7,POINT (-97.116 49.8636)
05/05/2020 10:15:00 PM,B - Wolseley & E of Garfield,,,2,1,3,,,3,6,9,,,5,7,12,POINT (-97.177 49.8796)
05/06/2020 09:45:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,4,0,,,4,4,0,,,4,POINT (-97.1088 49.930400000000006)
05/06/2020 02:15:00 AM,B - Wolseley & E of Garfield,,,2,0,2,,,0,0,0,,,2,0,2,POINT (-97.177 49.8796)
05/06/2020 09:00:00 PM,C - Kildonan & N of Helmsdale,3,0,,,3,4,7,,,11,7,7,,,14,POINT (-97.1088 49.930400000000006)
04/29/2020 05:30:00 PM,C - Wellington & W of Maryland Bridge,,,28,31,59,,,17,25,42,,,45,56,101,POINT (-97.164136 49.877286000000005)
05/05/2020 02:30:00 PM,B - Scotia & N of Seven Oaks,6,6,,,12,8,13,,,21,14,19,,,33,POINT (-97.1135 49.9313)
05/05/2020 10:00:00 PM,B - Wolseley & E of Garfield,,,3,1,4,,,4,2,6,,,7,3,10,POINT (-97.177 49.8796)
05/14/2020 07:45:00 PM,A - Egerton & N of Vivian,1,2,,,3,5,8,,,13,6,10,,,16,POINT (-97.104 49.8706)
05/12/2020 04:45:00 PM,B - Kilkenny & N of Prestwood,2,5,,,7,4,10,,,14,6,15,,,21,POINT (-97.1367 49.7926)
05/01/2020 12:15:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/06/2020 06:45:00 PM,C - Kildonan & N of Helmsdale,7,8,,,15,23,12,,,35,30,20,,,50,POINT (-97.1088 49.930400000000006)
05/06/2020 08:45:00 AM,C - Kildonan & N of Helmsdale,1,0,,,1,1,7,,,8,2,7,,,9,POINT (-97.1088 49.930400000000006)
05/15/2020 04:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/12/2020 09:00:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,5,2,,,7,5,2,,,7,POINT (-97.1367 49.7926)
05/12/2020 12:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/05/2020 01:15:00 PM,B - Wolseley & E of Garfield,,,8,17,25,,,9,12,21,,,17,29,46,POINT (-97.177 49.8796)
05/05/2020 05:00:00 PM,C - Wolseley & W of Maryland,,,13,10,23,,,12,16,28,,,25,26,51,POINT (-97.1618 49.88040000000001)
05/05/2020 02:45:00 PM,B - Scotia & N of Seven Oaks,10,4,,,14,7,5,,,12,17,9,,,26,POINT (-97.1135 49.9313)
05/12/2020 06:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,1,1,,,0,1,1,POINT (-97.116 49.8636)
05/01/2020 02:15:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/12/2020 09:30:00 PM,B - Kilkenny & N of Prestwood,0,7,,,7,0,4,,,4,0,11,,,11,POINT (-97.1367 49.7926)
05/12/2020 08:00:00 AM,B - Churchill & E of Eccles S,,,0,2,2,,,2,3,5,,,2,5,7,POINT (-97.116 49.8636)
05/05/2020 05:00:00 PM,B - Wolseley & E of Garfield,,,23,22,45,,,33,40,73,,,56,62,118,POINT (-97.177 49.8796)
05/01/2020 08:45:00 AM,B - Lyndale & S of Highfield,0,0,,,0,4,2,,,6,4,2,,,6,POINT (-97.135257 49.875265)
05/05/2020 09:45:00 PM,B - Scotia & N of Seven Oaks,3,0,,,3,0,2,,,2,3,2,,,5,POINT (-97.1135 49.9313)
05/14/2020 08:00:00 PM,C - Assiniboine & W of Westwood,,,1,1,2,,,2,3,5,,,3,4,7,POINT (-97.2922 49.8654)
04/30/2020 07:30:00 PM,A - Lyndale & S of Cromwell,18,2,,,20,7,7,,,14,25,9,,,34,POINT (-97.130648 49.88053200000001)
05/14/2020 05:15:00 PM,B - Egerton & N of Clonard,0,1,,,1,5,5,,,10,5,6,,,11,POINT (-97.1 49.8666)
04/29/2020 12:15:00 PM,B - Wellington & W of Oak,,,13,27,40,,,39,18,57,,,52,45,97,POINT (-97.18031 49.876514)
05/14/2020 07:45:00 PM,C - Egerton & N of Bank,1,2,,,3,2,7,,,9,3,9,,,12,POINT (-97.0984 49.8622)
05/14/2020 03:00:00 PM,B - Egerton & N of Clonard,0,1,,,1,1,0,,,1,1,1,,,2,POINT (-97.1 49.8666)
05/14/2020 04:15:00 PM,B - Assiniboine & E of Rouge,,,0,3,3,,,4,2,6,,,4,5,9,POINT (-97.3003 49.8657)
05/14/2020 08:15:00 PM,B - Egerton & N of Clonard,0,0,,,0,8,3,,,11,8,3,,,11,POINT (-97.1 49.8666)
05/14/2020 08:15:00 PM,B - Assiniboine & E of Rouge,,,0,2,2,,,3,1,4,,,3,3,6,POINT (-97.3003 49.8657)
04/30/2020 08:00:00 PM,B - Lyndale & S of Highfield,9,5,,,14,15,18,,,33,24,23,,,47,POINT (-97.135257 49.875265)
05/06/2020 06:15:00 AM,B - Wolseley & E of Garfield,,,0,1,1,,,1,6,7,,,1,7,8,POINT (-97.177 49.8796)
05/06/2020 11:30:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,1,2,,,3,1,2,,,3,POINT (-97.1088 49.930400000000006)
04/29/2020 07:15:00 PM,B - Wellington & W of Oak,,,42,50,92,,,39,51,90,,,81,101,182,POINT (-97.18031 49.876514)
05/06/2020 06:00:00 PM,B - Kildonan & N of Mossdale,6,4,,,10,10,6,,,16,16,10,,,26,POINT (-97.1066 49.9369)
05/12/2020 02:30:00 PM,B - Churchill & E of Eccles S,,,6,5,11,,,6,13,19,,,12,18,30,POINT (-97.116 49.8636)
04/30/2020 05:15:00 AM,B - Wellington & W of Oak,,,0,1,1,,,0,3,3,,,0,4,4,POINT (-97.18031 49.876514)
05/06/2020 06:15:00 PM,A - Kildonan & N of Irving,6,1,,,7,11,4,,,15,17,5,,,22,POINT (-97.0941 49.9444)
05/01/2020 07:30:00 AM,B - Lyndale & S of Highfield,1,0,,,1,6,2,,,8,7,2,,,9,POINT (-97.135257 49.875265)
05/12/2020 04:45:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/15/2020 09:00:00 AM,B - Assiniboine & E of Rouge,,,0,1,1,,,2,5,7,,,2,6,8,POINT (-97.3003 49.8657)
