date,new,NTotal_ExposureOnly,domestic-contactWithCase,domestic-contactWithTraveller,domestic-unknown,internationalTravel,infopending,cumulative,cumulativeNTotal_ExposureOnly,doubleFlagTest,shaded
2020-01-15,1,1,0,0,0,1,0,1,1,1,14
2020-01-16,3,2,0,0,1,0,1,4,3,1,
2020-01-17,0,0,0,0,0,0,0,4,3,0,
2020-01-18,0,0,0,0,0,0,0,4,3,0,
2020-01-19,0,0,0,0,0,0,0,4,3,0,
2020-01-20,0,0,0,0,0,0,0,4,3,0,
2020-01-21,1,1,0,0,0,1,0,5,4,0,
2020-01-22,2,2,0,0,0,2,0,7,6,0,
2020-01-23,0,0,0,0,0,0,0,7,6,0,
2020-01-24,2,2,1,0,0,1,0,9,8,1,
2020-01-25,0,0,0,0,0,0,0,9,8,0,
2020-01-26,1,1,1,0,0,0,0,10,9,0,
2020-01-27,1,1,1,0,0,0,0,11,10,0,
2020-01-28,2,2,0,0,1,1,0,13,12,0,
2020-01-29,0,0,0,0,0,0,0,13,12,0,
2020-01-30,0,0,0,0,0,0,0,13,12,0,
2020-01-31,2,2,0,0,2,0,0,15,14,0,
2020-02-01,3,2,0,0,1,1,0,18,16,1,
2020-02-02,2,1,0,0,0,1,0,20,17,0,
2020-02-03,1,1,0,0,1,0,0,21,18,0,
2020-02-04,2,2,0,0,2,0,0,23,20,0,
2020-02-05,2,2,0,0,1,1,0,25,22,0,
2020-02-06,0,0,0,0,0,0,0,25,22,0,
2020-02-07,1,1,1,0,0,0,0,26,23,0,
2020-02-08,0,0,0,0,0,0,0,26,23,0,
2020-02-09,2,2,1,0,0,1,0,28,25,0,
2020-02-10,2,2,0,0,1,1,0,30,27,0,
2020-02-11,1,0,0,0,0,0,0,31,27,0,
2020-02-12,1,1,0,0,1,0,0,32,28,0,
2020-02-13,1,1,0,0,0,1,0,33,29,0,
2020-02-14,4,4,0,0,2,2,0,37,33,1,
2020-02-15,2,2,1,0,0,1,0,39,35,0,
2020-02-16,1,1,0,0,0,1,0,40,36,0,
2020-02-17,2,2,1,0,0,1,0,42,38,0,
2020-02-18,2,2,2,0,0,0,0,44,40,0,
2020-02-19,3,3,1,0,1,1,0,47,43,0,
2020-02-20,7,7,3,1,1,2,0,54,50,0,
2020-02-21,2,2,0,0,0,2,0,56,52,0,
2020-02-22,6,6,1,0,2,3,0,62,58,0,
2020-02-23,16,16,7,0,2,7,0,78,74,1,
2020-02-24,14,14,3,0,2,9,0,92,88,0,
