Date,Cumulative Cases by Episode Date,Cumulative Resolved Cases by Episode Date,Cumulative Active Cases by Episode Date,Cumulative Deaths by Date of Death,Daily Cases by Reported Date,7-day Average of Newly Reported cases by Reported Date,Daily Cases by Episode Date,Daily Cases Linked to a Community Outbreak by Episode Date,Daily Cases Linked to an Institutional Outbreak by Episode Date,Daily Cases Not Linked to an Outbreak (i.e. Sporadic Cases) by Episode Date,Cases Newly Admitted to Hospital,Cases Currently in Hospital,Cases Currently in ICU,"Cumulative Rate for 0-9 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 10-19 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 20-29 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 30-39 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 40-49 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 50-59 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 60-69 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 70-79 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 80-89 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 90 Years and Over (per 100,000 pop) by Episode Date","Cumulative Rate for Males (per 100,000 pop) by Episode Date","Cumulative Rate for Females (per 100,000 pop) by Episode Date",Source of Infection is Close Contact by Episode Date,Source of Infection is Missing by Episode Date,Source of Infection is an Outbreak by Episode Date,Source of Infection is Travel by Episode Date,Source of Infection is Unknown by Episode Date,Sum of Non-Institutional Source of Infection Over the Last 14 Days,% No Known Source for Cases with Non-Institutional Source of Infection Over the Last 14 Days
2020-09-23 0:00,3919,3052,587,280,52,61.85714286,1,0,0,1,,14,3,189.1373337,309.0698763,484.8357255,340.5809464,380.5214553,346.9589229,302.742341,335.1763635,948.1216458,2441.229656,388.4329386,470.4755759,0,1,0,0,0,495,13.33333333
2020-09-22 0:00,3918,2993,645,280,85,60.42857143,9,0,0,9,2,15,3,189.1373337,309.0698763,484.8357255,340.5809464,380.5214553,346.9589229,302.742341,335.1763635,948.1216458,2441.229656,388.4329386,470.4755759,0,9,0,0,0,524,13.54961832
2020-09-21 0:00,3909,2933,696,280,57,54.71428571,45,0,2,43,1,13,3,189.1373337,309.0698763,482.9781174,339.9490708,379.7796981,345.5281645,302.742341,335.1763635,942.1586166,2441.229656,387.3313137,469.6428757,0,43,2,0,0,555,14.59459459
2020-09-20 0:00,3864,2896,690,278,80,55,32,0,0,32,2,12,2,182.772135,303.7715355,474.9284821,336.7896928,373.8456403,344.097406,301.9013901,335.1763635,936.1955874,2429.927667,382.4841641,465.063025,0,31,0,0,1,545,16.51376147
2020-09-19 0:00,3832,2878,678,276,47,48.14285714,46,0,3,43,,11,2,180.9535068,298.4731948,466.2596441,334.8940661,370.8786114,341.9512684,301.9013901,335.1763635,936.1955874,2429.927667,378.9589645,461.7322245,5,35,3,0,3,530,17.54716981
2020-09-18 0:00,3786,2855,656,275,51,48.28571429,69,0,4,65,,12,2,174.588308,294.0579109,458.8292115,330.4709369,364.2027964,337.658993,301.9013901,335.1763635,936.1955874,2429.927667,373.671165,457.1523737,6,55,4,0,4,499,18.83767535
2020-09-17 0:00,3717,2831,611,275,61,49.57142857,57,0,7,50,2,12,2,168.2231093,287.8765133,444.5875491,322.8884297,360.4940103,334.0820969,297.6966354,333.8567715,927.2510435,2418.625678,365.9597907,450.0744226,7,40,7,0,3,452,20.57522124
2020-09-16 0:00,3660,2809,578,273,42,46,54,0,7,47,,12,,163.6765388,278.1628887,429.1074812,319.7290517,356.7852242,334.0820969,296.0147335,332.5371795,921.2880143,2418.625678,362.434591,441.9555963,11,30,7,1,5,418,22.48803828
2020-09-15 0:00,3606,2773,560,273,45,42.28571429,52,0,13,39,1,13,1,155.4927118,271.0984343,419.8194405,314.0421714,352.3346809,330.5052008,295.1737825,332.5371795,918.3064997,2418.625678,356.9264665,435.9185203,15,17,12,0,8,398,23.11557789
2020-09-14 0:00,3554,2750,532,272,59,39.14285714,49,0,19,30,,12,1,150.0368272,264.03398,412.3890079,312.7784202,347.1423803,326.9283047,291.8099787,325.9392196,918.3064997,2384.719711,352.7402919,429.2569192,15,9,19,0,6,381,23.88451444
2020-09-13 0:00,3505,2733,502,270,32,34.85714286,27,0,5,22,1,12,1,146.3995708,256.9695257,406.8161835,308.9871666,340.4665653,322.6360294,291.8099787,319.3412597,912.3434705,2384.719711,347.6728174,423.8443683,8,8,5,2,4,368,23.64130435
2020-09-12 0:00,3478,2711,499,268,48,34,37,0,4,33,1,13,,142.7623144,255.2034121,403.7201699,304.5640374,337.4995364,321.9206501,290.1280768,318.0216677,909.3619559,2384.719711,345.4695676,420.3053928,18,5,4,0,10,359,23.95543175
2020-09-11 0:00,3441,2691,483,267,60,29.57142857,31,0,5,26,,13,1,140.0343721,252.5542418,396.2897373,298.8771571,336.016022,319.0591332,287.605224,318.0216677,909.3619559,2373.417722,340.4020931,417.3909423,11,6,5,2,7,343,23.03206997
2020-09-10 0:00,3410,2677,466,267,36,24.28571429,78,0,25,53,2,14,2,134.5784874,249.0220146,390.7169129,295.0859035,335.2742647,316.9129956,285.9233221,318.0216677,909.3619559,2373.417722,336.6565684,414.4764918,19,20,24,0,15,338,22.78106509
2020-09-09 0:00,3332,2660,405,267,16,22.57142857,41,0,11,30,,13,1,132.7598592,237.5422763,380.8096695,288.1352719,329.340207,311.905341,279.1957145,307.4649318,903.3989267,2339.511754,327.8435693,406.5658406,17,6,11,2,5,295,21.01694915
2020-09-08 0:00,3291,2645,379,267,23,22.28571429,57,0,18,39,3,14,1,130.941231,231.3608788,373.3792369,284.9758939,323.4061492,310.4745826,276.6728617,306.1453399,900.417412,2339.511754,323.8777196,401.7778148,16,13,17,1,10,277,22.02166065
2020-09-07 0:00,3234,2628,339,267,29,21.57142857,36,1,3,33,,13,1,128.2132887,224.2964245,364.7103989,281.1846404,318.2138486,309.0438241,268.2633522,300.8669719,885.509839,2339.511754,317.4882952,395.5325638,15,7,4,1,9,250,22.4
2020-09-06 0:00,3198,2612,319,267,26,19.28571429,20,1,4,16,1,15,1,126.3946605,218.9980838,359.1375745,278.0252624,312.2797908,305.466928,266.5814503,300.8669719,885.509839,2339.511754,313.3021206,391.7854132,8,4,4,0,4,235,22.9787234
2020-09-05 0:00,3178,2594,317,267,17,17.85714286,22,0,10,12,2,14,1,125.4853464,217.2319702,354.8031555,276.1296356,311.5380336,303.3207904,264.8995484,300.8669719,882.5283244,2339.511754,312.2004957,388.6627877,6,1,10,1,4,235,23.82978723
2020-09-04 0:00,3156,2576,313,267,23,17.14285714,21,0,3,18,3,12,1,125.4853464,216.3489134,351.7071419,272.338382,311.5380336,303.3207904,264.0585975,295.588604,870.602266,2328.209765,309.9972459,386.1646873,11,3,3,1,3,240,23.75
2020-09-03 0:00,3135,2558,310,267,24,16.71428571,20,0,4,16,,9,1,122.7574041,214.5827998,349.8495337,270.4427552,308.5710047,302.6054111,263.2176465,288.9906441,870.602266,2328.209765,307.3533462,384.0829369,5,5,4,2,4,241,23.23651452
2020-09-02 0:00,3115,2537,311,267,14,15.57142857,35,1,8,27,,11,1,120.9387759,213.699743,346.7535202,269.8108796,304.8622186,301.1746527,263.2176465,287.6710521,861.6577221,2328.209765,306.0313963,381.1684865,16,5,9,2,3,241,22.82157676
2020-09-01 0:00,3080,2511,302,267,18,15.71428571,25,0,2,23,,13,1,118.2108336,207.5183455,340.561493,267.2833772,302.6369469,300.4592735,262.3766956,286.3514601,849.7316637,2316.907776,302.2858717,377.4213359,10,4,2,2,7,232,23.27586207
2020-08-31 0:00,3055,2489,299,267,13,16.42857143,20,1,3,17,,13,1,115.4828913,203.9861183,335.6078713,266.6515017,299.669918,300.4592735,259.0128918,286.3514601,846.7501491,2316.907776,299.4216469,374.9232355,7,5,4,2,2,234,23.93162393
