Date,Cumulative Cases by Episode Date,Cumulative Resolved Cases by Episode Date,Cumulative Active Cases by Episode Date,Cumulative Deaths by Date of Death,Daily Cases by Reported Date,7-day Average of Newly Reported cases by Reported Date,Daily Cases by Episode Date,Daily Cases Linked to a Community Outbreak by Episode Date,Daily Cases Linked to an Institutional Outbreak by Episode Date,Daily Cases Not Linked to an Outbreak (i.e. Sporadic Cases) by Episode Date,Cases Newly Admitted to Hospital,Cases Currently in Hospital,Cases Currently in ICU,"Cumulative Rate for 0-9 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 10-19 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 20-29 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 30-39 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 40-49 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 50-59 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 60-69 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 70-79 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 80-89 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 90 Years and Over (per 100,000 pop) by Episode Date","Cumulative Rate for Males (per 100,000 pop) by Episode Date","Cumulative Rate for Females (per 100,000 pop) by Episode Date",Source of Infection is Close Contact by Episode Date,Source of Infection is Missing by Episode Date,Source of Infection is an Outbreak by Episode Date,Source of Infection is Travel by Episode Date,Source of Infection is Unknown by Episode Date,Sum of Non-Institutional Source of Infection Over the Last 14 Days,% No Known Source for Cases with Non-Institutional Source of Infection Over the Last 14 Days
2020-09-24 0:00,3960,3129,551,280,26,59.14285714,0,0,0,0,,13,3,186.4093914,305.5376491,487.3125364,333.6303149,367.1698253,341.9512684,292.6509297,320.6608517,930.2325581,2429.927667,378.5183145,465.4793751,0,0,0,0,0,473,12.26215645
2020-09-23 0:00,3960,3037,643,280,64,64,4,0,0,4,,13,3,186.4093914,305.5376491,487.3125364,333.6303149,367.1698253,341.9512684,292.6509297,320.6608517,930.2325581,2429.927667,378.5183145,465.4793751,0,4,0,0,0,527,13.85199241
2020-09-22 0:00,3956,2978,698,280,89,60.85714286,30,0,1,29,2,15,3,186.4093914,305.5376491,486.6933337,333.6303149,367.1698253,341.2358891,292.6509297,320.6608517,930.2325581,2429.927667,378.2979895,465.2712,1,28,1,0,0,554,14.2599278
2020-09-21 0:00,3926,2927,719,280,57,54.57142857,50,0,4,46,1,13,3,183.6814491,302.8884788,481.1205092,332.3665637,364.2027964,336.9436138,292.6509297,319.3412597,924.2695289,2429.927667,375.4337648,461.7322245,1,45,4,0,0,564,15.78014184
2020-09-20 0:00,3876,2890,708,278,80,54.85714286,31,0,1,30,2,12,2,177.3162504,297.590138,470.5940631,329.2071857,358.2687386,335.5128554,291.8099787,319.3412597,918.3064997,2418.625678,369.9256403,456.7360236,2,27,1,0,1,551,17.78584392
2020-09-19 0:00,3845,2874,695,276,47,48,51,0,3,48,,11,2,176.4069362,293.1748541,462.5444278,327.3115589,355.3017098,332.6513385,290.9690278,319.3412597,918.3064997,2418.625678,367.0614156,453.1970481,10,34,3,0,4,539,18.73840445
2020-09-18 0:00,3794,2851,668,275,51,48.14285714,68,0,6,62,,12,2,170.0417375,288.7595701,452.0179816,323.5203053,348.6258947,328.3590631,290.9690278,318.0216677,918.3064997,2418.625678,360.8923162,448.4090223,12,45,6,1,4,503,20.07952286
2020-09-17 0:00,3726,2828,623,275,60,49.42857143,52,0,8,44,2,12,2,161.8579106,282.5781726,438.3955219,316.5696738,344.9171086,326.2129255,285.9233221,316.7020757,909.3619559,2407.323689,352.9606169,441.7474212,7,34,8,0,3,459,21.78649237
2020-09-16 0:00,3674,2807,594,273,42,46,51,0,7,44,,12,,157.3113401,272.8645479,424.7730622,314.0421714,341.2083225,325.4975462,284.2414202,315.3824837,906.3804413,2407.323689,349.8760672,434.044945,14,23,7,1,6,431,23.43387471
2020-09-15 0:00,3623,2772,578,273,45,42.28571429,54,0,13,41,1,13,1,149.1275131,265.8000936,417.3426296,307.7234154,336.7577792,322.6360294,283.4004693,315.3824837,903.3989267,2407.323689,344.3679427,428.6323941,17,16,12,0,9,414,23.67149758
