Date,Cumulative Cases by Episode Date,Cumulative Resolved Cases by Episode Date,Cumulative Active Cases by Episode Date,Cumulative Deaths by Date of Death,Daily Cases by Reported Date,7-day Average of Newly Reported cases by Reported Date,Daily Cases by Episode Date,Daily Cases Linked to a Community Outbreak by Episode Date,Daily Cases Linked to an Institutional Outbreak by Episode Date,Daily Cases Not Linked to an Outbreak (i.e. Sporadic Cases) by Episode Date,Cases Newly Admitted to Hospital,Cases Currently in Hospital,Cases Currently in ICU,"Cumulative Rate for 0-9 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 10-19 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 20-29 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 30-39 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 40-49 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 50-59 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 60-69 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 70-79 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 80-89 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 90 Years and Over (per 100,000 pop) by Episode Date","Cumulative Rate for Males (per 100,000 pop) by Episode Date","Cumulative Rate for Females (per 100,000 pop) by Episode Date",Source of Infection is Close Contact by Episode Date,Source of Infection is Missing by Episode Date,Source of Infection is an Outbreak by Episode Date,Source of Infection is Travel by Episode Date,Source of Infection is Unknown by Episode Date,Sum of Non-Institutional Source of Infection Over the Last 14 Days,% No Known Source for Cases with Non-Institutional Source of Infection Over the Last 14 Days
2020-02-10 0:00,1,,1,,,0,1,0,0,1,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,1,0,1,0
2020-02-11 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-12 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-13 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-14 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-15 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-16 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-17 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-18 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-19 0:00,1,,1,,,0,0,0,0,0,,1,,,,,,,,0.840950947,,,,,0.186223901,0,0,0,0,0,1,0
2020-02-20 0:00,2,,2,,,0,1,0,0,1,,1,,,,,,,0.715379223,0.840950947,,,,0.193174003,0.186223901,0,0,0,1,0,2,0
2020-02-21 0:00,2,,2,,,0,0,0,0,0,,1,,,,,,,0.715379223,0.840950947,,,,0.193174003,0.186223901,0,0,0,0,0,2,0
2020-02-22 0:00,3,,3,,,0,1,0,0,1,,1,,,,,,,1.430758445,0.840950947,,,,0.386348007,0.186223901,0,0,0,0,1,3,33.33333333
2020-02-23 0:00,4,,4,,,0,1,0,0,1,,1,,,,,,,1.430758445,1.681901895,,,,0.386348007,0.372447801,0,0,0,1,0,4,25
2020-02-24 0:00,5,,5,,,0,1,0,0,1,,1,,,,,0.631875596,,1.430758445,1.681901895,,,,0.386348007,0.558671702,0,0,0,1,0,4,25
2020-02-25 0:00,5,,5,,,0,0,0,0,0,,1,,,,,0.631875596,,1.430758445,1.681901895,,,,0.386348007,0.558671702,0,0,0,0,0,4,25
2020-02-26 0:00,5,,5,,,0,0,0,0,0,,1,,,,,0.631875596,,1.430758445,1.681901895,,,,0.386348007,0.558671702,0,0,0,0,0,4,25
2020-02-27 0:00,5,,5,,,0,0,0,0,0,,1,,,,,0.631875596,,1.430758445,1.681901895,,,,0.386348007,0.558671702,0,0,0,0,0,4,25
2020-02-28 0:00,5,,5,,,0,0,0,0,0,,1,,,,,0.631875596,,1.430758445,1.681901895,,,,0.386348007,0.558671702,0,0,0,0,0,4,25
2020-02-29 0:00,5,,5,,,0,0,0,0,0,,1,,,,,0.631875596,,1.430758445,1.681901895,,,,0.386348007,0.558671702,0,0,0,0,0,4,25
2020-03-01 0:00,7,,7,,,0,2,0,0,2,,1,,,,,1.263751193,,1.430758445,2.522852842,,,,0.386348007,0.931119504,0,0,0,1,1,6,33.33333333
2020-03-02 0:00,10,,10,,,0,3,2,0,3,,1,,,,,1.895626789,1.483514446,1.430758445,2.522852842,,,,0.772696014,1.117343404,0,0,0,2,1,9,33.33333333
2020-03-03 0:00,11,,11,,,0,1,0,0,1,,1,,,,0.619202715,1.895626789,1.483514446,1.430758445,2.522852842,,,,0.965870017,1.117343404,0,0,0,1,0,10,30
2020-03-04 0:00,12,,12,,,0,1,0,0,1,,1,,,,0.619202715,1.895626789,2.225271669,1.430758445,2.522852842,,,,0.965870017,1.303567305,1,0,0,0,0,11,27.27272727
2020-03-05 0:00,18,1,17,,,0,6,2,0,6,,1,,,,0.619202715,3.159377982,3.708786114,2.146137668,3.363803789,,,,1.545392027,1.862239007,2,0,2,1,1,16,25
2020-03-06 0:00,23,1,22,,,0,5,0,1,4,,1,,,,1.238405429,3.791253578,3.708786114,2.86151689,4.204754737,1.319591982,,,1.931740034,2.420910709,1,0,0,2,2,21,28.57142857
2020-03-07 0:00,27,1,26,,,0,4,0,0,4,,1,,,,1.238405429,3.791253578,5.19230056,3.576896113,5.045705684,1.319591982,,,2.318088041,2.793358511,0,0,0,4,0,24,20.83333333
2020-03-08 0:00,36,1,35,,,0,9,1,0,9,,1,,,,1.238405429,3.791253578,8.159329451,5.007654558,7.568558526,1.319591982,,,3.283958058,3.538254114,2,0,1,5,1,32,18.75
2020-03-09 0:00,45,1,44,,1,0.142857143,9,0,0,9,,1,,,0.883056789,2.476810858,4.423129174,8.901086674,5.72303378,9.250460421,2.639183964,,,3.477132061,5.028045319,3,0,0,5,1,40,17.5
2020-03-10 0:00,52,1,51,,,0.142857143,7,1,0,7,,1,,,0.883056789,2.476810858,4.423129174,9.642843897,7.869171448,10.93236232,2.639183964,2.981514609,,4.636176082,5.21426922,3,0,1,3,0,47,14.89361702
2020-03-11 0:00,61,1,60,,,0.142857143,9,0,0,9,,1,,,0.883056789,3.715216288,6.318755963,10.38460112,7.869171448,11.77331326,3.958775946,5.963029219,,5.602046099,5.959164823,1,0,0,7,1,56,14.28571429
